Plant_Id,Scientific_name,Plant_Name_Mapped,Plant_Use
5828,Gymnema tingens,Gymnema inodorum,"[['whole plant', 'Paralysis'], ['whole plant', 'Tuberculosis, pulmonary']]"
5832,Gymnosporia montana,Gymnosporia montana,"[['None', 'Parasympatholytics'], ['None', 'Antineoplastic agents'], ['wood', 'Abscess'], ['stem', 'Toothache'], ['shoot', 'Dysentery'], ['shoot', 'Diarrhea'], ['shoot', 'Colic'], ['leaf', 'Neoplasms'], ['leaf', 'Liver diseases'], ['leaf', 'Jaundice'], ['leaf', 'Antioxidants'], ['leaf', 'Anthelmintics'], ['bark', 'Lice infestations'], ['leaf', 'Rickets']]"
5833,Gymnosporia wallichiana,Gymnosporia wallichiana,"[['bark', 'Elephantiasis'], ['whole plant excluding root', 'Antineoplastic agents'], ['whole plant excluding root', 'Central nervous system diseases'], ['whole plant excluding root', 'Diuretics']]"
5844,Gynocardia odorata,Gynocardia odorata,"[['seed', 'Insecticides'], ['seed', 'Leprosy'], ['seed', 'Skin diseases'], ['seed', 'Tuberculosis, lymph node'], ['None', 'Anti-infective agents, local'], ['None', 'Anti-inflammatory agents'], ['None', 'Sexually transmitted diseases'], ['None', 'Expectorants'], ['None', 'Leprosy'], ['None', 'Scabies'], ['None', 'Skin diseases'], ['None', 'Tuberculosis, lymph node'], ['seed', 'Gout'], ['None', 'Antirheumatic agents'], ['seed', 'Eczema'], ['seed', 'Psoriasis'], ['seed', 'Antirheumatic agents'], ['aerial part', 'Central nervous system depressants'], ['aerial part', 'Diuretics'], ['aerial part', 'Parasympatholytics'], ['bark', 'Antipyretics'], ['bark', 'Filariasis'], ['fruit', 'Anthelmintics'], ['fruit', 'Anti-infective agents'], ['bark', 'Abdominal pain'], ['fruit', 'Fever'], ['fruit', 'Fishes, poisonous'], ['seed', 'Cardiovascular agents'], ['fruit', 'Hookworm infections'], ['fruit', 'Toothache'], ['seed', 'Anti-inflammatory agents'], ['fruit', 'Diabetes mellitus']]"
5846,Gynostemma pentaphyllum,Gynostemma pentaphyllum,"[['whole plant', 'Wounds and injuries'], ['whole plant', 'Sprains and strains'], ['whole plant', 'Muscular diseases'], ['stem', 'Hypnotics and sedatives'], ['whole plant', 'Demulcents'], ['leaf', 'Hypnotics and sedatives'], ['whole plant', 'Joint diseases']]"
5850,Gynura bicolor,Gynura bicolor,"[['stem', 'Stomach ulcer'], ['None', 'Antifungal agents'], ['stem', 'Hepatitis'], ['None', 'Antiviral agents'], ['leaf', 'Wounds and injuries'], ['leaf', 'Anthelmintics'], ['stem', 'Gastrointestinal diseases'], ['leaf', 'Hepatitis']]"
5851,Gynura crepidioides,Crassocephalum crepidioides,"[['leaf', 'Abdominal pain'], ['leaf', 'Appetite stimulants'], ['leaf', 'Constipation'], ['leaf', 'Headache'], ['leaf', 'Hemostatics'], ['leaf', 'Stomach diseases'], ['leaf', 'Wounds and injuries'], ['whole plant', 'Cardiovascular system'], ['leaf', 'Hemostasis']]"
5862,Gyrocarpus americanus,Gyrocarpus americanus,"[['leaf', 'Furunculosis'], ['bark', 'Parasympatholytics'], ['bark', 'Spider bites'], ['bark', 'Postnatal care'], ['bark', 'Filariasis'], ['bark', 'Chest pain'], ['bark', 'Cardiovascular agents'], ['bark', 'Abdominal pain'], ['bark', 'Hypotension']]"
5925,Haematoxylum campechianum,Haematoxylum campechianum,"[['wood', 'Anti-inflammatory agents'], ['wood', 'Astringents'], ['wood', 'Diarrhea'], ['wood', 'Dysentery'], ['wood', 'Dyspepsia'], ['wood', 'Gangrene'], ['wood', 'Leukorrhea'], ['wood', 'Neoplasms'], ['wood', 'General tonic for rejuvenation']]"
5927,Hakea salicifolia,Hakea salicifolia,"[['None', 'Antiviral agents'], ['None', 'Cardiovascular system'], ['None', 'Analgesics'], ['None', 'Central nervous system depressants'], ['aerial part', 'Hypotension'], ['aerial part', 'Antiviral agents'], ['aerial part', 'Parasympatholytics'], ['aerial part', 'Central nervous system depressants']]"
5929,Haldina cordifolia,Haldina cordifolia,"[['root', 'Vomiting'], ['seed', 'Menstruation disturbances'], ['stem', 'Snake bites'], ['wood', 'Central nervous system depressants'], ['wood', 'Hypotension'], ['None', 'Contraceptive agents'], ['None', 'Anti-bacterial agents'], ['None', 'Anti-infective agents, local'], ['None', 'Antipyretics'], ['None', 'Carbuncle'], ['None', 'Cholera'], ['None', 'Cholestasis'], ['None', 'Anthelmintics'], ['None', 'Fever'], ['None', 'Gout'], ['None', 'Insecticides'], ['None', 'Malaria'], ['None', 'Menstruation disturbances'], ['None', 'Night blindness'], ['None', 'Premenstrual syndrome'], ['None', 'General tonic for rejuvenation'], ['None', 'Rinderpest'], ['None', 'Skin diseases'], ['None', 'Stomach diseases'], ['None', 'Vomiting'], ['None', 'Wounds and injuries'], ['None', 'Rheumatoid arthritis'], ['None', 'Dysmenorrhea'], ['root', 'Diarrhea'], ['root', 'Dysentery'], ['root', 'Antipyretics'], ['bark', 'Anti-bacterial agents'], ['bark', 'Antifungal agents'], ['bark', 'Anti-infective agents, local'], ['bark', 'Antipyretics'], ['bark', 'Aphrodisiacs'], ['bark', 'Astringents'], ['bark', 'Diuretics'], ['bark', 'Dysentery'], ['bark', 'Fever'], ['bark', 'Insecticides'], ['root', 'Astringents'], ['bark', 'Menstruation disturbances'], ['bark', 'Pain'], ['bark', 'Malaria'], ['bark', 'Stomach diseases'], ['root', 'Anti-infective agents, local'], ['root', 'Anti-bacterial agents'], ['leaf', 'Wounds and injuries'], ['bark', 'Skin diseases'], ['leaf', 'Furunculosis'], ['leaf', 'Anti-infective agents, local'], ['leaf', 'Migraine disorders'], ['bark', 'Wounds and injuries'], ['bark', 'Wound healing'], ['bark', 'Vomiting'], ['bark', 'Urination disorders'], ['bark', 'Ulcer'], ['flower', 'Headache']]"
5930,Halenia elliptica,Halenia elliptica,"[['whole plant', 'Anti-inflammatory agents'], ['whole plant', 'Dysentery'], ['whole plant', 'Malaria'], ['None', 'Antiprotozoal agents']]"
5939,Halophila ovalis,Halophila ovalis,"[['None', 'Antioxidants'], ['None', 'Antifungal agents'], ['whole plant', 'Anti-inflammatory agents'], ['None', 'Anti-bacterial agents'], ['leaf', 'Antioxidants']]"
5945,Hamelia patens,Hamelia patens,"[['flower', 'Anti-bacterial agents'], ['flower', 'Antifungal agents'], ['leaf', 'Dysentery'], ['leaf', 'Fever'], ['root', 'Cathartics'], ['None', 'Antineoplastic agents'], ['None', 'Dysentery'], ['None', 'Anti-poisoning']]"
5949,Handroanthus impetiginosus,Handroanthus impetiginosus,"[['None', 'Antineoplastic agents'], ['None', 'Edema'], ['None', 'Wounds and injuries']]"
5952,Haplanthodes tentaculatus,Haplanthodes tentaculatus,"[['root', 'Wounds and injuries']]"
5953,Haplanthodes verticillatus,Haplanthodes verticillatus,"[['seed', 'Increase physical endurance, strength and stamina'], ['None', 'Fever'], ['leaf', 'Intestinal diseases, parasitic']]"
5954,Haplophragma adenophyllum,Fernandoa adenophylla,"[['root', 'Snake bites'], ['None', 'Skin diseases'], ['None', 'Cardiovascular system'], ['None', 'Antiviral agents'], ['None', 'Antihypertensive agents'], ['leaf', 'Wounds and injuries'], ['flower', 'Antifungal agents'], ['aerial part', 'Hypotension'], ['aerial part', 'Hypoglycemic agents'], ['aerial part', 'Antiviral agents'], ['aerial part', 'Antiprotozoal agents'], ['leaf', 'Chilblains']]"
5957,Hardwickia binata,Hardwickia binata,"[['None', 'Gonorrhea'], ['None', 'Antiviral agents'], ['wood', 'Antifungal agents'], ['wood', 'Anti-bacterial agents'], ['plant exudate', 'Sexually transmitted diseases'], ['plant exudate', 'Leukorrhea'], ['plant exudate', 'Cystitis'], ['leaf', 'Antifungal agents'], ['bark', 'Galactogogues'], ['plant exudate', 'Gonorrhea']]"
5960,Harrisonia bennettii,Harrisonia bennettii,"[['None', 'Liver neoplasms']]"
5967,Hedera helix,Hedera helix,"[['leaf', 'Neuralgia'], ['None', 'Common cold'], ['plant exudate', 'Menstruation-inducing agents'], ['leaf', 'Diaphoretic'], ['leaf', 'Wounds and injuries'], ['leaf', 'General tonic for rejuvenation'], ['leaf', 'Parasympatholytics'], ['leaf', 'Menstruation-inducing agents'], ['flower', 'Dysentery'], ['fruit', 'Diaphoretic'], ['fruit', 'General tonic for rejuvenation'], ['fruit', 'Jaundice'], ['fruit', 'Hemoptysis'], ['fruit', 'Fever'], ['fruit', 'Cathartics'], ['leaf', 'Cathartics']]"
5968,Hedera nepalensis,Hedera nepalensis,"[['seed', 'Vasoconstrictor agents'], ['seed', 'Gastrointestinal tract'], ['seed', 'Irritant'], ['seed', 'Antihypertensive agents'], ['seed', 'Anemia, hemolytic'], ['plant exudate', 'Menstruation-inducing agents'], ['plant exudate', 'General tonic for rejuvenation'], ['leaf', 'Diaphoretic'], ['leaf', 'Endocrine system diseases'], ['leaf', 'Whooping cough'], ['root', 'Skin diseases'], ['stem', 'Menstruation-inducing agents'], ['fruit', 'Cathartics'], ['whole plant', 'Antiviral agents'], ['wood', 'Anti-infective agents, local'], ['wood', 'Anti-inflammatory agents'], ['wood', 'Antitussive agents'], ['None', 'Antifungal agents'], ['None', 'Anti-infective agents'], ['None', 'Antineoplastic agents'], ['None', 'Hypotension'], ['None', 'Parasympatholytics'], ['None', 'Induration'], ['leaf', 'General tonic for rejuvenation'], ['stem', 'General tonic for rejuvenation'], ['leaf', 'Parasympatholytics'], ['bark', 'Abdominal pain'], ['leaf', 'Mumps'], ['flower', 'Contraceptive agents'], ['fruit', 'Anemia, hemolytic'], ['fruit', 'Antihypertensive agents'], ['fruit', 'Antipyretics'], ['fruit', 'Antirheumatic agents'], ['fruit', 'Aphrodisiacs'], ['fruit', 'Cerebellar vermis'], ['leaf', 'Neuralgia'], ['fruit', 'Gastrointestinal tract'], ['fruit', 'Parasympatholytics'], ['fruit', 'General tonic for rejuvenation'], ['fruit', 'Contraceptive agents'], ['fruit', 'Whooping cough'], ['leaf', 'Lice infestations'], ['fruit', 'Vasoconstrictor agents'], ['leaf', 'Cathartics'], ['leaf', 'Aphrodisiacs'], ['leaf', 'Insecticides'], ['leaf', 'Antipyretics'], ['leaf', 'Anthelmintics'], ['fruit', 'Irritant'], ['fruit', 'Diaphoretic'], ['leaf', 'Antirheumatic agents']]"
5970,Hedychium aurantiacum,Hedychium coccineum,"[['rhizome', 'Stomach diseases'], ['None', 'Antioxidants'], ['None', 'Anti-bacterial agents'], ['shoot', 'Asthma'], ['root', 'Headache'], ['rhizome', 'Wounds and injuries'], ['rhizome', 'Liver diseases'], ['flower', 'Edema'], ['rhizome', 'Enterobius'], ['rhizome', 'Edema'], ['rhizome', 'Disinfectants'], ['rhizome', 'Contusions'], ['rhizome', 'Bites and stings'], ['rhizome', 'Liver injury']]"
5971,Hedychium coccineum,Hedychium coccineum,"[['None', 'Antioxidants'], ['None', 'Anti-bacterial agents'], ['shoot', 'Asthma'], ['root', 'Headache'], ['rhizome', 'Wounds and injuries'], ['rhizome', 'Stomach diseases'], ['rhizome', 'Liver diseases'], ['rhizome', 'Edema'], ['rhizome', 'Enterobius'], ['rhizome', 'Disinfectants'], ['rhizome', 'Contusions'], ['rhizome', 'Bites and stings'], ['flower', 'Edema'], ['rhizome', 'Liver injury']]"
5972,Hedychium coronarium,Hedychium coronarium,"[['rhizome', 'Flatulence'], ['rhizome', 'Headache'], ['rhizome', 'Hypothermia'], ['rhizome', 'Inflammation'], ['rhizome', 'Pain'], ['rhizome', 'Anti-poisoning'], ['rhizome', 'General tonic for rejuvenation'], ['rhizome', 'Tranquilizing agents'], ['root', 'Common cold'], ['root', 'Diarrhea'], ['root', 'Eye diseases'], ['rhizome', 'Fever'], ['root', 'Liver diseases'], ['root', 'Pain'], ['shoot', 'Antifungal agents'], ['stem', 'Edema'], ['None', 'Anti-inflammatory agents'], ['None', 'Antioxidants'], ['None', 'Antipyretics'], ['None', 'Antirheumatic agents'], ['None', 'Eye diseases'], ['root', 'Dysentery'], ['rhizome', 'Edema'], ['root', 'Endophthalmitis'], ['rhizome', 'Diphtheria'], ['rhizome', 'Dysentery'], ['flower', 'Cataract'], ['flower', 'Common cold'], ['flower', 'Conjunctivitis'], ['leaf', 'Headache'], ['leaf', 'Inflammation'], ['leaf', 'Tonsillitis'], ['rhizome', 'Analgesics'], ['rhizome', 'Anthelmintics'], ['rhizome', 'Anti-bacterial agents'], ['flower', 'Fever'], ['rhizome', 'Antipyretics'], ['rhizome', 'Antineoplastic agents'], ['rhizome', 'Diabetes mellitus'], ['rhizome', 'Diarrhea'], ['rhizome', 'Conjunctivitis'], ['rhizome', 'Cough'], ['rhizome', 'Central nervous system depressants'], ['rhizome', 'Bronchitis'], ['rhizome', 'Appetite stimulants'], ['rhizome', 'Antirheumatic agents'], ['rhizome', 'Central nervous system diseases']]"
5981,Hedychium spicatum,Hedychium spicatum,"[['root', 'Hypoglycemic agents'], ['root', 'Hypotension'], ['root', 'Inflammation'], ['root', 'Insect repellents'], ['root', 'Liver diseases'], ['root', 'Malaria'], ['root', 'Scorpion stings'], ['root', 'Parasympatholytics'], ['root', 'Pharyngitis'], ['root', 'General tonic for rejuvenation'], ['root', 'Smallpox'], ['root', 'Snake bites'], ['root', 'Hypertension'], ['root', 'Pain'], ['root', 'Hemorrhoids'], ['root', 'Apnea'], ['root', 'Flatulence'], ['root', 'Spasm'], ['root', 'Antifungal agents'], ['root', 'Anti-infective agents'], ['root', 'Anti-infective agents, local'], ['root', 'Anti-inflammatory agents'], ['root', 'Appetite stimulants'], ['root', 'Furunculosis'], ['root', 'Asthma'], ['root', 'Cathartics'], ['root', 'Central nervous system diseases'], ['root', 'Diarrhea'], ['root', 'Dysentery'], ['root', 'Dyspepsia'], ['root', 'Expectorants'], ['root', 'Bronchitis'], ['root', 'Stomach diseases'], ['root', 'Anti-bacterial agents'], ['root', 'Vomiting'], ['None', 'Anti-infective agents, local'], ['None', 'Anti-inflammatory agents'], ['None', 'Antipyretics'], ['None', 'Aphrodisiacs'], ['None', 'Cardiovascular system'], ['None', 'Hypertension'], ['None', 'Antifungal agents'], ['None', 'Hypotension'], ['None', 'Inflammation'], ['None', 'Insect repellents'], ['None', 'Liver diseases'], ['None', 'Tranquilizing agents'], ['None', 'Vasodilator agents'], ['None', 'Wounds and injuries'], ['None', 'Hypothermia'], ['root', 'Tuberculosis'], ['None', 'Anti-bacterial agents'], ['tuber', 'Contraceptive agents'], ['root', 'Wounds and injuries'], ['stem', 'Anthelmintics'], ['stem', 'Appetite stimulants'], ['stem', 'Diarrhea'], ['stem', 'Expectorants'], ['stem', 'Flatulence'], ['whole plant', 'Insecticides'], ['stem', 'Inflammation'], ['stem', 'Menstruation-inducing agents'], ['stem', 'Pain'], ['stem', 'General tonic for rejuvenation'], ['stem', 'Snake bites'], ['stem', 'Tooth diseases'], ['stem', 'Vomiting'], ['stem', 'Liver diseases'], ['root', 'Anthelmintics'], ['None', 'Insecticides'], ['rhizome', 'Rheumatoid arthritis'], ['rhizome', 'Anti-inflammatory agents'], ['rhizome', 'Antineoplastic agents'], ['rhizome', 'Antioxidants'], ['rhizome', 'Antiparasitic agents'], ['rhizome', 'Antirheumatic agents'], ['rhizome', 'Antitubercular agents'], ['rhizome', 'Anti-infective agents, local'], ['rhizome', 'Appetite stimulants'], ['rhizome', 'Asthma'], ['rhizome', 'Bronchitis'], ['rhizome', 'Central nervous system depressants'], ['rhizome', 'Colic'], ['rhizome', 'Cough'], ['rhizome', 'Diabetes mellitus'], ['rhizome', 'Arthritis'], ['rhizome', 'Diarrhea'], ['rhizome', 'Anti-infective agents'], ['rhizome', 'Antiemetics'], ['bark', 'Antirheumatic agents'], ['bark', 'Arthritis'], ['fruit', 'Anti-bacterial agents'], ['root', 'Analgesics'], ['fruit', 'Antifungal agents'], ['fruit', 'Edema'], ['rhizome', 'Antifungal agents'], ['leaf', 'Anti-bacterial agents'], ['leaf', 'Edema'], ['leaf', 'Exanthema'], ['leaf', 'Menstrual cycle'], ['rhizome', 'Analgesics'], ['rhizome', 'Anthelmintics'], ['rhizome', 'Anti-bacterial agents'], ['leaf', 'Arthritis'], ['rhizome', 'Dysentery'], ['bark', 'Abdominal pain'], ['rhizome', 'Dyspnea'], ['rhizome', 'Nausea'], ['rhizome', 'Neoplasms'], ['rhizome', 'Pain'], ['rhizome', 'Parasympatholytics'], ['rhizome', 'Pleurisy'], ['rhizome', 'Pruritus'], ['rhizome', 'Mouth diseases'], ['rhizome', 'Pulmonary eosinophilia'], ['rhizome', 'Skin diseases'], ['rhizome', 'Snake bites'], ['rhizome', 'Stress, physiological'], ['rhizome', 'Urination disorders'], ['rhizome', 'Vomiting'], ['rhizome', 'Dyspepsia'], ['rhizome', 'General tonic for rejuvenation'], ['rhizome', 'Menstrual cycle'], ['rhizome', 'Menstruation-inducing agents'], ['rhizome', 'Halitosis'], ['rhizome', 'Eye diseases'], ['rhizome', 'Fever'], ['rhizome', 'Flatulence'], ['rhizome', 'Furunculosis'], ['rhizome', 'Gastrointestinal diseases'], ['rhizome', 'Lymphadenitis'], ['rhizome', 'Expectorants'], ['rhizome', 'Hematologic diseases'], ['rhizome', 'Hypoglycemic agents'], ['rhizome', 'Hypotension'], ['rhizome', 'Immunomodulation'], ['rhizome', 'Inflammation'], ['rhizome', 'Insect repellents'], ['rhizome', 'Liver diseases'], ['rhizome', 'Hemorrhoids']]"
5993,Hedyotis biflora,Oldenlandia biflora,"[['None', 'Pain'], ['None', 'Nervous system diseases'], ['None', 'Wound healing'], ['None', 'Malaria'], ['None', 'Eye diseases'], ['None', 'Fever'], ['None', 'Irritable bowel syndrome'], ['None', 'Antipyretics'], ['leaf', 'Anti-bacterial agents']]"
6028,Hedyotis verticillata,Oldenlandia verticillata,"[['None', 'Abdominal pain'], ['None', 'Wounds and injuries']]"
6038,Helianthus annuus,Helianthus annuus,"[['whole plant', 'Antipyretics'], ['whole plant', 'Blood pressure regulation'], ['whole plant', 'Diarrhea'], ['whole plant', 'Dysentery'], ['whole plant', 'Estrogen receptor modulators'], ['whole plant', 'Snake bites'], ['tuber', 'Constipation'], ['None', 'Whitlows'], ['None', 'Anti-bacterial agents'], ['None', 'Anticonvulsants'], ['None', 'Anti-infective agents, local'], ['whole plant', 'Gout'], ['seed', 'Urination disorders'], ['seed', 'Scorpion stings'], ['seed', 'Snake bites'], ['seed', 'Pneumonia'], ['seed', 'Peptic ulcer'], ['seed', 'Malaria'], ['seed', 'Expectorants'], ['seed', 'Lung diseases'], ['seed', 'Laryngeal diseases'], ['seed', 'Kidney diseases'], ['seed', 'Inflammation'], ['seed', 'Hyperlipidemias'], ['seed', 'Gastrointestinal diseases'], ['None', 'Antipyretics'], ['seed', 'Urinary tract infections'], ['None', 'Blindness'], ['None', 'Scorpion stings'], ['None', 'Carbuncle'], ['seed', 'Diuretics'], ['None', 'Disorder of artery'], ['None', 'Wounds and injuries'], ['None', 'Wound healing'], ['None', 'Whooping cough'], ['None', 'Splenic diseases'], ['None', 'Snake bites'], ['None', 'Postnatal care'], ['None', 'Pain'], ['None', 'Nasal disease'], ['None', 'Menorrhagia'], ['None', 'Lung diseases'], ['None', 'Laryngeal diseases'], ['None', 'Hypolipidemic agents'], ['None', 'Hypercholesterolemia'], ['None', 'Fractures, bone'], ['None', 'Fever'], ['None', 'Epistaxis'], ['None', 'Endophthalmitis'], ['None', 'Dysuria'], ['None', 'Dysentery'], ['None', 'Diuretics'], ['None', 'Diarrhea'], ['None', 'Cough'], ['None', 'Coronary disease'], ['None', 'Common cold'], ['None', 'Colic'], ['None', 'Bronchial diseases'], ['seed', 'Diarrhea'], ['whole plant', 'General tonic for rejuvenation'], ['seed', 'Cough'], ['flower', 'Skin diseases'], ['flower', 'Pneumonia'], ['flower', 'Pain'], ['flower', 'Menstruation-inducing agents'], ['flower', 'Malaria'], ['flower', 'Lung diseases'], ['flower', 'Liver diseases'], ['flower', 'Leprosy'], ['flower', 'Kidney diseases'], ['flower', 'Insecticides'], ['flower', 'Inflammation'], ['flower', 'Hysteria'], ['flower', 'Hemorrhage'], ['flower', 'Helminthiasis'], ['flower', 'Fever'], ['flower', 'Endophthalmitis'], ['flower', 'Dysmenorrhea'], ['flower', 'Chest pain'], ['flower', 'Bronchitis'], ['flower', 'Bronchiectasis'], ['flower', 'Asthma'], ['flower', 'Ascites'], ['flower', 'Aphrodisiacs'], ['flower', 'Antipruritics'], ['flower', 'Anthelmintics'], ['flower', 'Anemia'], ['flower', 'Amenorrhea'], ['flower', 'Urethral discharge'], ['flower', 'Antiperiodic'], ['flower', 'Ulcer'], ['fruit', 'Wounds and injuries'], ['seed', 'Common cold'], ['seed', 'Bronchial diseases'], ['seed', 'Asthma'], ['seed', 'Appetite stimulants'], ['seed', 'Antipyretics'], ['seed', 'Antimutagenic agents'], ['seed', 'Anti-infective agents'], ['seed', 'Anti-bacterial agents'], ['seed', 'Anthelmintics'], ['root', 'Toothache'], ['root', 'Tooth diseases'], ['fruit', 'Earache'], ['leaf', 'Wounds and injuries'], ['leaf', 'Urinary bladder calculi'], ['root', 'Analgesics'], ['leaf', 'Pneumonia'], ['leaf', 'Anti-bacterial agents'], ['leaf', 'Antifungal agents'], ['leaf', 'Ulcer'], ['leaf', 'Fever'], ['seed', 'Diabetes mellitus'], ['leaf', 'Emetics'], ['leaf', 'Headache'], ['leaf', 'Kidney calculi'], ['leaf', 'Low back pain'], ['leaf', 'Malaria'], ['leaf', 'Pain'], ['leaf', 'Gastrointestinal diseases']]"
6044,Helianthus tuberosus,Helianthus tuberosus,"[['tuber', 'Diabetes mellitus'], ['None', 'Diabetes mellitus'], ['whole plant', 'Anti-infective agents'], ['tuber', 'Renal insufficiency, chronic'], ['tuber', 'Mitogens'], ['tuber', 'Cholesterol'], ['tuber', 'Gout'], ['tuber', 'Antihypertensive agents'], ['tuber', 'Anti-obesity agents'], ['tuber', 'Agglutination'], ['root', 'Fertility agents'], ['root', 'Diabetes mellitus'], ['root', 'Aphrodisiacs']]"
6047,Helichrysum bracteatum,Xerochrysum bracteatum,"[['None', 'Hypotension'], ['None', 'Apnea'], ['whole plant', 'Hemorrhage'], ['whole plant', 'Cardiovascular system'], ['None', 'Parasympatholytics'], ['flower', 'Diuretics'], ['flower', 'Anti-inflammatory agents'], ['flower', 'Anti-bacterial agents'], ['flower', 'Analgesics'], ['whole plant', 'Anti-inflammatory agents']]"
6048,Helichrysum buddleioides,Helichrysum buddleioides,"[['whole plant', 'Insecticides'], ['None', 'Insecticides'], ['None', 'Wounds and injuries']]"
6053,Helicia nilagirica,Helicia nilagirica,"[['whole plant', 'Cardiovascular system'], ['aerial part', 'Hypotension']]"
