,Plant_Id,Scientific_name,Plant_Name_Mapped,Plant_Use,Kingdom,Family,Group,Common_Name,Synonymous_names,System_of_medicine
715,2942,Colebrookea oppositifolia,Colebrookea oppositifolia,"[['leaf', 'Contusions'], ['leaf', 'Contraceptive agents'], ['leaf', 'Cough'], ['root', 'Epilepsy'], ['leaf', 'Headache'], ['None', 'Wounds and injuries'], ['None', 'Sprains and strains'], ['None', 'Hemostasis'], ['None', 'Eye pain'], ['None', 'Contusions'], ['None', 'Anti-infective agents'], ['leaf', 'Eye diseases'], ['whole plant', 'Insecticides'], ['root', 'Parasympatholytics'], ['root', 'Central nervous system diseases'], ['root', 'Brain diseases'], ['root', 'Asthma'], ['root', 'Anthelmintics'], ['leaf', 'Wounds and injuries'], ['whole plant', 'Antifungal agents'], ['leaf', 'Asthma'], ['leaf', 'Antispermatogenic agents']]",Plantae,Lamiaceae,Angiosperms,Indian Squirrel Tail,"Colebrookia oppositifolia, Colebrookea oppositifolia, Colebrokkea oppositifolia","Siddha, Unani"
716,2948,Colocasia esculenta,Colocasia esculenta,"[['None', 'Hypertension'], ['tuber', 'Ulcer'], ['None', 'Hemagglutination'], ['leaf', 'Nose neoplasms'], ['leaf', 'General tonic for rejuvenation'], ['leaf', 'Spermatocidal agents'], ['leaf', 'Otorrhea'], ['plant exudate', 'Antifungal agents'], ['rhizome', 'Cardiovascular system'], ['rhizome', 'Hypotension'], ['root', 'Edema'], ['stem', 'Hair loss'], ['stem', 'Alopecia areata'], ['stem', 'Analgesics'], ['stem', 'Hemorrhage'], ['stem', 'Laxatives'], ['stem', 'Mouth diseases'], ['stem', 'Scorpion stings'], ['tuber', 'Insecticides'], ['tuber', 'Pain'], ['leaf', 'Neoplasms'], ['None', 'Hyperlipidemias'], ['leaf', 'Lymphadenitis'], ['leaf', 'Hypercholesterolemia'], ['None', 'Heart diseases'], ['None', 'Emaciation'], ['None', 'Edema'], ['None', 'Cough'], ['None', 'Cachexia'], ['None', 'Bronchitis'], ['None', 'Anthrax'], ['None', 'Atrophy'], ['fruit', 'Hair loss'], ['leaf', 'Antifungal agents'], ['leaf', 'Antinematodal agents'], ['leaf', 'Astringents'], ['leaf', 'Diabetes mellitus'], ['leaf', 'Earache'], ['leaf', 'Furunculosis'], ['leaf', 'Hemorrhage'], ['leaf', 'Hemostatics'], ['leaf', 'Counterirritant'], ['None', 'Bites and stings'], ['None', 'Wounds and injuries'], ['None', 'Anti-poisoning']]",Plantae,Araceae,Angiosperms,Taro,"Colocasia esculenta, Steudnera virosa, Colocasia nymphaefolia","Ayurveda, Siddha, Unani"
717,2952,Colquhounia coccinea,Colquhounia coccinea,"[['aerial part', 'Parasympatholytics'], ['whole plant excluding root', 'Cardiovascular system'], ['whole plant excluding root', 'Central nervous system diseases']]",Plantae,Lamiaceae,Angiosperms,Himalayan Mint Shrub,"Colquhounia coccinea, Colquhounia coccinia",
718,2954,Colubrina asiatica,Colubrina asiatica,"[['fruit', 'Parasympatholytics'], ['seed', 'Anti-bacterial agents'], ['None', 'Antifungal agents'], ['None', 'Anti-bacterial agents'], ['whole plant excluding root', 'Diuretics'], ['whole plant excluding root', 'Central nervous system diseases'], ['whole plant excluding root', 'Antipyretics'], ['whole plant excluding root', 'Anti-arrhythmia agents'], ['seed', 'Parasympatholytics'], ['seed', 'Hypotension'], ['seed', 'Anti-infective agents'], ['seed', 'Antifungal agents'], ['seed', 'Anti-arrhythmia agents'], ['leaf', 'Sprains and strains'], ['fruit', 'Abortifacient agents'], ['fruit', 'Anti-arrhythmia agents'], ['fruit', 'Anti-bacterial agents'], ['fruit', 'Contraceptive agents'], ['fruit', 'Hypotension'], ['leaf', 'Menstruation disturbances'], ['leaf', 'Fractures, bone'], ['leaf', 'Genital diseases, female'], ['leaf', 'Hypnotics and sedatives'], ['leaf', 'Malaria'], ['leaf', 'Menstruation-inducing agents'], ['leaf', 'Pregnancy complications'], ['leaf', 'Skin diseases']]",Plantae,Rhamnaceae,Angiosperms,,Colubrina asiatica,Siddha
719,2960,Combretum albidum,Combretum albidum,"[['bark', 'Cooling effect on body'], ['bark', 'Urination disorders'], ['whole plant excluding root', 'Central nervous system diseases'], ['whole plant excluding root', 'Diuretics']]",Plantae,Combretaceae,Angiosperms,,"Combaretum albidum, Combretum albidum",
720,2974,Commelina benghalensis,Commelina benghalensis,"[['None', 'Laxatives'], ['leaf', 'Antifungal agents'], ['leaf', 'Callosities'], ['leaf', 'Diarrhea'], ['leaf', 'Mycoses'], ['None', 'Leprosy'], ['root', 'Antifungal agents'], ['whole plant', 'Wounds and injuries'], ['None', 'Cathartics'], ['None', 'Demulcents'], ['None', 'Diuretics'], ['None', 'Emollients'], ['None', 'Eye drops'], ['None', 'Hemorrhage'], ['root', 'Headache'], ['whole plant', 'Anti-bacterial agents'], ['None', 'Snake bites'], ['None', 'Cooling effect on body'], ['None', 'Ulcer'], ['None', 'Urologic diseases'], ['None', 'Wound healing'], ['None', 'Wounds and injuries'], ['None', 'Otitis media, suppurative'], ['None', 'Menstruation']]",Plantae,Commelinaceae,Angiosperms,Bengal Dayflower,Commelina benghalensis,"Ayurveda, Siddha"
721,2979,Commelina erecta,Commelina erecta,"[['whole plant', 'Diuretics'], ['whole plant', 'Cardiovascular system'], ['whole plant', 'Antineoplastic agents'], ['leaf', 'Dysentery']]",Plantae,Commelinaceae,Angiosperms,,Commelina erecta,
722,2997,Commiphora caudata,Commiphora caudata,"[['leaf', 'Sciatica'], ['bark', 'Arthritis'], ['bark', 'Diabetes mellitus'], ['bark', 'Fever'], ['bark', 'Low back pain'], ['bark', 'Sciatica'], ['leaf', 'Arthritis'], ['bark', 'Ulcer'], ['leaf', 'Pain'], ['leaf', 'Metabolism'], ['leaf', 'Lymphadenitis'], ['leaf', 'Leprosy, lepromatous'], ['leaf', 'Inflammation'], ['leaf', 'Gout'], ['bark', 'Snake bites'], ['leaf', 'Fever'], ['leaf', 'Digestive system diseases'], ['leaf', 'Diabetes mellitus'], ['leaf', 'Antirheumatic agents'], ['leaf', 'Fissure'], ['fruit', 'Liver diseases'], ['bark', 'Urinary retention'], ['leaf', 'Erysipelas'], ['leaf', 'Low back pain'], ['leaf', 'Urinary retention'], ['stem', 'Antiviral agents'], ['plant exudate', 'Flatulence'], ['leaf', 'Ulcer'], ['stem', 'Cardiovascular system'], ['stem', 'Hypothermia'], ['stem', 'Parasympatholytics']]",Plantae,Burseraceae,Angiosperms,South-Indian Commiphora,"Balsamodendron caudata, Commiphora caudata","Ayurveda, Siddha"
723,3000,Commiphora myrrha,Commiphora myrrha,"[['None', 'Urologic diseases'], ['None', 'Ulcer'], ['None', 'Tuberculosis, pulmonary'], ['None', 'Tonsillitis'], ['None', 'Stomatitis'], ['None', 'Skin diseases'], ['None', 'Sciatica'], ['None', 'General tonic for rejuvenation'], ['None', 'Pain'], ['None', 'Osteoarthritis'], ['plant exudate', 'Uterine diseases'], ['plant exudate', 'Ulcer'], ['plant exudate', 'Tuberculosis, pulmonary'], ['plant exudate', 'Stomatitis'], ['plant exudate', 'General tonic for rejuvenation'], ['plant exudate', 'Pharyngitis'], ['plant exudate', 'Mouthwashes'], ['plant exudate', 'Menstruation-inducing agents'], ['plant exudate', 'Menstruation disturbances'], ['plant exudate', 'Intestinal diseases, parasitic'], ['plant exudate', 'Gingivitis'], ['plant exudate', 'Expectorants'], ['plant exudate', 'Dyspepsia'], ['plant exudate', 'Bronchitis'], ['plant exudate', 'Astringents'], ['plant exudate', 'Anti-infective agents, local'], ['plant exudate', 'Amenorrhea'], ['None', 'Amenorrhea'], ['None', 'Periodontal diseases'], ['None', 'Anthelmintics'], ['None', 'Anti-inflammatory agents'], ['None', 'Menstruation disturbances'], ['None', 'Inflammation'], ['None', 'Hypohidrosis'], ['None', 'Hyperlipidemias'], ['None', 'Helminthiasis'], ['None', 'Flatulence'], ['None', 'Eye diseases'], ['None', 'Expectorants'], ['None', 'Epilepsy'], ['None', 'Endophthalmitis'], ['None', 'Dyspepsia'], ['None', 'Dysmenorrhea'], ['None', 'Diuretics'], ['None', 'Common cold'], ['None', 'Bronchitis'], ['None', 'Asthma'], ['None', 'Aphrodisiacs'], ['None', 'Anti-infective agents, local'], ['None', 'Urination disorders'], ['None', 'Rheumatoid arthritis'], ['None', 'Wounds and injuries']]",Plantae,Burseraceae,Angiosperms,,"Balsamodendron myrrha, Commiphora myrrha","Ayurveda, Siddha, Sowa Rigpa, Unani"
724,3001,Commiphora stocksiana,Commiphora stocksiana,"[['plant exudate', 'Wound healing'], ['plant exudate', 'Ulcer']]",Plantae,Burseraceae,Angiosperms,,"Balsamodendron pubescens, Commiphora stocksiana",Ayurveda
725,3002,Commiphora wightii,Commiphora wightii,"[['plant exudate', 'Expectorants'], ['plant exudate', 'Leukorrhea'], ['plant exudate', 'Leprosy'], ['plant exudate', 'Laxatives'], ['plant exudate', 'Laryngitis'], ['plant exudate', 'Insecticides'], ['plant exudate', 'Hypolipidemic agents'], ['plant exudate', 'Hypertension'], ['plant exudate', 'Hyperlipoproteinemia type ii'], ['plant exudate', 'Lipoproteins, ldl'], ['plant exudate', 'Hyperlipidemias'], ['plant exudate', 'Hepatomegaly'], ['plant exudate', 'Hepatitis'], ['plant exudate', 'Hemiplegia'], ['plant exudate', 'Hematoma'], ['plant exudate', 'Hematologic diseases'], ['plant exudate', 'Heart diseases'], ['plant exudate', 'Gout'], ['plant exudate', 'Furunculosis'], ['plant exudate', 'Hypercholesterolemia'], ['plant exudate', 'Malaria'], ['plant exudate', 'Menorrhagia'], ['plant exudate', 'Menstrual cycle'], ['plant exudate', 'Scorpion stings'], ['plant exudate', 'Sciatica'], ['plant exudate', 'Rhinitis, allergic, seasonal'], ['plant exudate', 'General tonic for rejuvenation'], ['plant exudate', 'Acute and chronic pyelitis'], ['plant exudate', 'Pneumonia'], ['plant exudate', 'Pharyngitis'], ['plant exudate', 'Periodontitis'], ['plant exudate', 'Periodontal diseases'], ['plant exudate', 'Parasympatholytics'], ['plant exudate', 'Paralysis'], ['plant exudate', 'Pain'], ['plant exudate', 'Osteoarthritis'], ['plant exudate', 'Oral ulcer'], ['plant exudate', 'Obesity'], ['plant exudate', 'Nasal disease'], ['plant exudate', 'Myocardial infarction'], ['plant exudate', 'Mouthwashes'], ['plant exudate', 'Menstruation-inducing agents'], ['plant exudate', 'Flatulence'], ['plant exudate', 'Snake bites'], ['plant exudate', 'Fever'], ['plant exudate', 'Epilepsy'], ['plant exudate', 'Appetite stimulants'], ['plant exudate', 'Aphrodisiacs'], ['plant exudate', 'Antirheumatic agents'], ['plant exudate', 'Anti-obesity agents'], ['plant exudate', 'Anti-inflammatory agents'], ['plant exudate', 'Anti-infective agents, local'], ['plant exudate', 'Antifungal agents'], ['plant exudate', 'Anticoagulants'], ['plant exudate', 'Arthralgia'], ['plant exudate', 'Anti-bacterial agents'], ['plant exudate', 'Anthelmintics'], ['plant exudate', 'Anemia'], ['plant exudate', 'Amenorrhea'], ['leaf', 'Antirheumatic agents'], ['None', 'Laryngitis'], ['plant exudate', 'Rheumatoid arthritis'], ['root', 'Aphrodisiacs'], ['root', 'Diabetes mellitus'], ['plant exudate', 'Anti-arrhythmia agents'], ['plant exudate', 'Arthritis'], ['plant exudate', 'Asthma'], ['plant exudate', 'Astringents'], ['plant exudate', 'Dyspnea'], ['plant exudate', 'Dyspepsia'], ['plant exudate', 'Dysmenorrhea'], ['plant exudate', 'Diuretics'], ['plant exudate', 'Diarrhea'], ['plant exudate', 'Diabetes mellitus'], ['plant exudate', 'Dental caries'], ['plant exudate', 'Demulcents'], ['plant exudate', 'Cystitis'], ['plant exudate', 'Coronary thrombosis'], ['plant exudate', 'Coronary disease'], ['plant exudate', 'Coronary artery disease'], ['plant exudate', 'Common cold'], ['plant exudate', 'Colitis'], ['plant exudate', 'Chronic disease'], ['plant exudate', 'Cholesterol'], ['plant exudate', 'Chest pain'], ['plant exudate', 'Bronchitis'], ['plant exudate', 'Atherosclerosis'], ['plant exudate', 'Facial paralysis'], ['root', 'Diuretics'], ['plant exudate', 'Suppuration'], ['plant exudate', 'Tuberculosis'], ['None', 'Menorrhagia'], ['None', 'Malnutrition'], ['None', 'Leukorrhea'], ['None', 'Leprosy'], ['None', 'Immunosuppressive agents'], ['None', 'Hypolipidemic agents'], ['None', 'Hyperlipidemias'], ['None', 'Menstruation-inducing agents'], ['None', 'Hypercholesterolemia'], ['None', 'Hemorrhoids'], ['None', 'Hemiplegia'], ['None', 'Headache'], ['None', 'Gout'], ['None', 'Gingivitis'], ['None', 'Furunculosis'], ['None', 'Fractures, bone'], ['None', 'Flatulence'], ['None', 'Hepatitis, viral, human'], ['None', 'Nervous system diseases'], ['None', 'Obesity'], ['None', 'Osteoarthritis'], ['None', 'Spondylosis'], ['None', 'Wounds and injuries'], ['None', 'Vomiting'], ['None', 'Uterine diseases'], ['None', 'Uterine contraction'], ['None', 'Urologic diseases'], ['None', 'Urination disorders'], ['None', 'Urinary tract infections'], ['None', 'Ulcer'], ['None', 'Typhoid fever'], ['None', 'Tuberculosis, lymph node'], ['None', 'Tuberculosis'], ['None', 'Tonsillitis'], ['None', 'Suppuration'], ['None', 'Spasm'], ['None', 'Skin diseases'], ['None', 'Sciatica'], ['None', 'Pharyngitis'], ['None', 'Parasympatholytics'], ['None', 'Fistula'], ['plant exudate', 'Tonsillitis'], ['None', 'Fever'], ['None', 'Epilepsy'], ['whole plant', 'Anti-bacterial agents'], ['stem', 'Tooth diseases'], ['stem', 'Fever'], ['root', 'Urination disorders'], ['root', 'Fever'], ['whole plant', 'Thyroid diseases'], ['plant exudate', 'Spondylitis'], ['plant exudate', 'Coagulants'], ['plant exudate', 'Uterine diseases'], ['plant exudate', 'Uterine contraction'], ['plant exudate', 'Urinary calculi'], ['plant exudate', 'Ulcer'], ['plant exudate', 'Tuberculosis, pulmonary'], ['plant exudate', 'Tuberculosis, lymph node'], ['plant exudate', 'Diaphoretic'], ['whole plant excluding root', 'Antiprotozoal agents'], ['whole plant excluding root', 'Antiviral agents'], ['None', 'Amenorrhea'], ['None', 'Edema'], ['None', 'Dyspepsia'], ['None', 'Diuretics'], ['None', 'Demulcents'], ['None', 'Cysts'], ['None', 'Common cold'], ['None', 'Cholesterol'], ['None', 'Central nervous system diseases'], ['None', 'Bronchitis'], ['None', 'Asthma'], ['None', 'Arthritis'], ['None', 'Aphrodisiacs'], ['None', 'Antirheumatic agents'], ['None', 'Antioxidants'], ['None', 'Anti-obesity agents'], ['None', 'Anti-inflammatory agents'], ['None', 'Anti-infective agents, local'], ['None', 'Antifungal agents'], ['None', 'Anemia'], ['None', 'Expectorants'], ['None', 'Diaphoretic'], ['leaf', 'Analgesics'], ['bark', 'Anti-infective agents, local'], ['bark', 'Appetite stimulants'], ['bark', 'Astringents'], ['bark', 'Digestive system diseases'], ['bark', 'Diuretics'], ['bark', 'Flatulence'], ['bark', 'General tonic for rejuvenation'], ['None', 'Rheumatoid arthritis'], ['None', 'Astringents']]",Plantae,Burseraceae,Angiosperms,Guggal,"Commiphora wightii, Commiphora roxburghii","Ayurveda, Siddha, Sowa Rigpa, Unani"
726,3012,Connarus monocarpus,Connarus monocarpus,"[['bark', 'Ulcer'], ['root', 'Eye diseases'], ['wood', 'Furunculosis'], ['root', 'Edema'], ['root', 'Syphilis'], ['fruit', 'Eye diseases'], ['bark', 'Furunculosis'], ['bark', 'Abdominal pain'], ['None', 'Fractures, bone'], ['wood', 'Ulcer'], ['root', 'Pruritus'], ['wood', 'Abdominal pain']]",Plantae,Connaraceae,Angiosperms,,Connarus monocarpus,Siddha
727,3016,Connarus wightii,Connarus wightii,"[['whole plant excluding root', 'Antiviral agents'], ['aerial part', 'Hypotension'], ['aerial part', 'Antiviral agents'], ['whole plant excluding root', 'Central nervous system diseases'], ['whole plant excluding root', 'Cardiovascular system'], ['aerial part', 'Central nervous system depressants'], ['whole plant excluding root', 'Contraceptive agents']]",Plantae,Connaraceae,Angiosperms,,Connarus wightii,
728,3018,Convolvulus arvensis,Convolvulus arvensis,"[['root', 'Leprosy'], ['root', 'Disorder of ejaculation'], ['shoot', 'Cathartics'], ['None', 'Coronary circulation'], ['flower', 'Kidney diseases'], ['leaf', 'Antifungal agents'], ['leaf', 'Hemorrhage'], ['leaf', 'Kidney diseases'], ['root', 'Anti-bacterial agents'], ['root', 'Brain diseases'], ['root', 'Pain'], ['None', 'Hypotension'], ['leaf', 'Pruritus'], ['root', 'Diabetes mellitus'], ['root', 'Epilepsy'], ['root', 'Fever'], ['root', 'Laxatives'], ['root', 'Sexual debility'], ['whole plant', 'Anti-inflammatory agents'], ['None', 'Anticonvulsants'], ['root', 'Cathartics'], ['root', 'Fatigue'], ['root', 'Pruritus'], ['root', 'Sleep initiation and maintenance disorders']]",Plantae,Convolvulaceae,Angiosperms,Field Bindweed,"Convolvulus arvensis, Convulvulus arvensis","Ayurveda, Homeopathy, Siddha, Unani"
729,3019,Convolvulus auricomus,Convolvulus auricomus,"[['leaf', 'Nootropic agents'], ['leaf', 'Abscess'], ['None', 'Cathartics'], ['leaf', 'Asthma'], ['leaf', 'Hysteria']]",Plantae,Convolvulaceae,Angiosperms,,"Convolvulus auricomus, Convulvulus auricomus",
730,3020,Convolvulus microphyllus,Convolvulus microphyllus,"[['leaf', 'Antifungal agents'], ['None', 'Thyrotoxicosis'], ['None', 'Nootropic agents'], ['None', 'Anti-anxiety agents'], ['flower', 'Antifungal agents'], ['leaf', 'Hypotension'], ['flower', 'Hypotension']]",Plantae,Convolvulaceae,Angiosperms,,"Convolvulus microphyllus, Convulvulus microphyllus",Ayurveda
731,3021,Convolvulus prostratus,Convolvulus prostratus,"[['whole plant', 'Dyspnea'], ['whole plant', 'Diabetes mellitus'], ['whole plant', 'Cough'], ['leaf', 'Cough'], ['whole plant', 'Calculi'], ['whole plant', 'Hemoptysis'], ['whole plant', 'Hypotension'], ['None', 'Hyperlipidemias'], ['None', 'Antipyretics'], ['leaf', 'Calculi'], ['leaf', 'Anorexia'], ['leaf', 'Dyspnea'], ['leaf', 'Fever'], ['leaf', 'Hemoptysis'], ['leaf', 'Urologic diseases'], ['None', 'Hair loss'], ['whole plant', 'Anti-arrhythmia agents'], ['whole plant', 'Anticonvulsants'], ['whole plant', 'Antidepressive agents'], ['whole plant', 'Antifungal agents'], ['whole plant', 'Antithyroid agents'], ['whole plant', 'Aphrodisiacs'], ['whole plant', 'Anorexia'], ['whole plant', 'Central nervous system diseases'], ['whole plant', 'Urologic diseases'], ['whole plant', 'Parasympatholytics'], ['None', 'Abdominal pain'], ['None', 'Diabetes mellitus'], ['None', 'Anthelmintics'], ['None', 'Hyperglycemia'], ['None', 'Brain diseases'], ['None', 'Cardiotonic agents'], ['leaf', 'Asthma'], ['None', 'Diarrhea'], ['None', 'Diuretics'], ['None', 'Dysentery'], ['None', 'Epilepsy'], ['None', 'Fertility agents'], ['leaf', 'Bronchitis'], ['None', 'Hypnotics and sedatives'], ['None', 'Hypertension'], ['None', 'Anti-inflammatory agents'], ['None', 'Mental disorders'], ['None', 'Nootropic agents'], ['None', 'Psychotropic drugs'], ['None', 'Respiratory tract infections'], ['None', 'Tranquilizing agents'], ['None', 'Ulcer'], ['whole plant', 'Fever'], ['whole plant', 'Goiter'], ['whole plant', 'Hypothermia'], ['whole plant', 'Insecticides']]",Plantae,Convolvulaceae,Angiosperms,Shankh Pushpi,"Convolvulus pluricaulis, Convolvulus prostratus, Convelvulus pluricaulis, Convolvulus pluricaunlis, Convalvulus prostratus, Convolvilus prostratus","Ayurveda, Siddha, Unani"
732,3025,Conyza aegyptiaca,Erigeron aegyptiacus,"[['whole plant', 'Wound healing']]",Plantae,Compositae,Angiosperms,,"Conyza aegyptiaca, Erigeron aegyptiacus",
733,3027,Conyza leucantha,Conyza leucantha,"[['None', 'Antiviral agents']]",Plantae,Compositae,Angiosperms,,"Conyza viscidula, Conyza leucantha",
734,3029,Conyza stricta,Erigeron trilobus,"[['whole plant', 'Cardiovascular system'], ['whole plant', 'Central nervous system diseases'], ['leaf', 'Wounds and injuries'], ['whole plant', 'Central nervous system depressants'], ['whole plant', 'Hypothermia'], ['None', 'Fractures, bone'], ['None', 'Central nervous system depressants'], ['leaf', 'Edema'], ['leaf', 'Skin diseases'], ['None', 'Hypotension']]",Plantae,Compositae,Angiosperms,Erect Horseweed,"Conyza stricta, Erigeron trilobus, Conzyza stricta",
735,3031,Coptis teeta,Coptis teeta,"[['None', 'Wounds and injuries'], ['None', 'Diuretics'], ['None', 'Diabetes mellitus'], ['None', 'Edema'], ['None', 'Common cold'], ['rhizome', 'Hypoglycemic agents'], ['rhizome', 'Hypotension'], ['rhizome', 'Jaundice'], ['None', 'Cough'], ['rhizome', 'Wounds and injuries'], ['root', 'Hypoglycemic agents'], ['root', 'Wounds and injuries'], ['root', 'Cardiovascular system'], ['None', 'Anthelmintics'], ['None', 'Appetite stimulants'], ['None', 'Aphrodisiacs'], ['None', 'Antipyretics'], ['rhizome', 'Malaria'], ['None', 'Bronchitis'], ['None', 'Back pain'], ['None', 'Graves ophthalmopathy'], ['None', 'Flatulence'], ['None', 'Fever'], ['None', 'Eye diseases'], ['None', 'Expectorants'], ['None', 'Dyspepsia'], ['None', 'Dysentery'], ['None', 'Asthenia'], ['None', 'Immunostimulant'], ['None', 'Vitiligo'], ['None', 'Urination disorders'], ['None', 'Helminthiasis'], ['None', 'General tonic for rejuvenation'], ['None', 'Stomach diseases'], ['rhizome', 'Fever'], ['rhizome', 'Fatigue'], ['rhizome', 'Anti-infective agents, local'], ['rhizome', 'Appetite stimulants'], ['rhizome', 'Asthenia'], ['rhizome', 'Back pain'], ['rhizome', 'Convalescence'], ['rhizome', 'Diabetes mellitus'], ['rhizome', 'Eye diseases'], ['rhizome', 'Dysentery'], ['rhizome', 'Dyspepsia'], ['None', 'Leprosy'], ['None', 'Malaria'], ['None', 'Laxatives']]",Plantae,Ranunculaceae,Angiosperms,,Coptis teeta,"Ayurveda, Siddha, Unani"
736,3033,Corallocarpus epigaeus,Corallocarpus epigaeus,"[['root', 'Edema'], ['root', 'Laxatives'], ['root', 'Emetics'], ['root', 'Enteritis'], ['tuber', 'Asthma'], ['root', 'Rabies'], ['fruit', 'Cathartics'], ['root', 'General tonic for rejuvenation'], ['root', 'Respiratory tract diseases'], ['root', 'Snake bites'], ['root', 'Syphilis'], ['seed', 'Antirheumatic agents'], ['root', 'Dysentery'], ['root', 'Diarrhea'], ['tuber', 'Anthelmintics'], ['rhizome', 'Snake bites'], ['tuber', 'Bites and stings'], ['None', 'Laxatives'], ['rhizome', 'Asthma'], ['rhizome', 'Antirheumatic agents'], ['rhizome', 'Anthelmintics'], ['rhizome', 'Abdominal pain'], ['leaf', 'Epilepsy'], ['fruit', 'Wounds and injuries'], ['fruit', 'Emetics'], ['bark', 'Bites and stings'], ['root', 'Antirheumatic agents'], ['rhizome', 'Blister'], ['root', 'Celiac disease'], ['tuber', 'Snake bites'], ['tuber', 'Fever'], ['tuber', 'Cough'], ['rhizome', 'Cough'], ['rhizome', 'Inflammation'], ['rhizome', 'Taste disorders'], ['None', 'Wounds and injuries'], ['None', 'Syphilis'], ['None', 'Snake bites'], ['None', 'Respiratory tract diseases'], ['None', 'General tonic for rejuvenation'], ['None', 'Furunculosis'], ['None', 'Enteritis'], ['None', 'Emetics'], ['None', 'Dysentery'], ['None', 'Blister'], ['None', 'Antirheumatic agents'], ['rhizome', 'Dysentery'], ['rhizome', 'Fever'], ['rhizome', 'Genital diseases, female'], ['rhizome', 'Hiccup'], ['rhizome', 'Ulcer'], ['rhizome', 'Pain'], ['rhizome', 'Diarrhea']]",Plantae,Cucurbitaceae,Angiosperms,Redfruit Creeper,Corallocarpus epigaeus,"Ayurveda, Siddha, Sowa Rigpa"
737,3038,Corchorus aestuans,Corchorus aestuans,"[['leaf', 'Dysentery'], ['leaf', 'Appetite stimulants'], ['leaf', 'Abdominal pain'], ['leaf', 'Fatigue'], ['fruit', 'Contusions'], ['aerial part', 'Pneumonia'], ['fruit', 'Headache'], ['leaf', 'Fever'], ['whole plant', 'Hypertension'], ['leaf', 'Malaria'], ['aerial part', 'Anti-inflammatory agents'], ['root', 'Cough'], ['root', 'Asthma'], ['None', 'Antineoplastic agents'], ['root', 'Inflammation'], ['seed', 'Hemorrhoids'], ['leaf', 'Headache'], ['None', 'Anti-bacterial agents'], ['whole plant', 'Cardiovascular system'], ['whole plant', 'Antineoplastic agents'], ['seed', 'Pneumonia'], ['seed', 'Chest pain'], ['seed', 'Cardiotonic agents'], ['seed', 'Fever'], ['seed', 'Diuretics'], ['seed', 'Cough'], ['seed', 'Gastrointestinal diseases'], ['seed', 'Asthma'], ['seed', 'Appetite stimulants'], ['leaf', 'Pain']]",Plantae,Malvaceae,Angiosperms,East Indian Mallow,"Corchorus acutangularis, Corchorus acutangulus, Corchorus aestuans, Corchorus aestuany","Ayurveda, Unani"
738,3039,Corchorus capsularis,Corchorus capsularis,"[['leaf', 'Abscess'], ['leaf', 'Anthelmintics'], ['leaf', 'Antifungal agents'], ['fruit', 'Gastric acid'], ['leaf', 'Appetite stimulants'], ['leaf', 'Colic'], ['leaf', 'Common cold'], ['leaf', 'Cystitis'], ['leaf', 'Central nervous system diseases'], ['leaf', 'Antiviral agents'], ['leaf', 'Diuretics'], ['leaf', 'Hypotension'], ['leaf', 'Gonorrhea'], ['leaf', 'Gastritis'], ['leaf', 'Furunculosis'], ['leaf', 'Flatulence'], ['leaf', 'Fever'], ['leaf', 'Dysuria'], ['leaf', 'Dyspepsia'], ['leaf', 'Dysentery'], ['leaf', 'Demulcents'], ['leaf', 'Laxatives'], ['leaf', 'Liver injury'], ['leaf', 'General tonic for rejuvenation'], ['fruit', 'Wounds and injuries'], ['None', 'Liver diseases'], ['None', 'Laxatives'], ['None', 'Flatulence'], ['None', 'Fever'], ['None', 'Disorder of ejaculation'], ['None', 'Dyspepsia'], ['None', 'Dysentery'], ['None', 'Demulcents'], ['None', 'Anti-infective agents, local'], ['stem', 'Fever'], ['seed', 'Hemagglutination'], ['seed', 'Cathartics'], ['root', 'Diarrhea'], ['leaf', 'Cooling effect on body'], ['leaf', 'Antiperiodic'], ['leaf', 'Wounds and injuries'], ['leaf', 'Liver diseases'], ['None', 'General tonic for rejuvenation'], ['fruit', 'Diarrhea']]",Plantae,Malvaceae,Angiosperms,White Jute,"Corchorus capsularis, Corchorus capsuluris","Ayurveda, Siddha"
