Plant_id,Scientific_name,Plant_Name_Mapped,Plant_Part,Therapeutic_Use
2877,Clitoria ternatea,Clitoria ternatea,root,Asthma
2877,Clitoria ternatea,Clitoria ternatea,fruit,Analgesics
2877,Clitoria ternatea,Clitoria ternatea,fruit,Antipyretics
2877,Clitoria ternatea,Clitoria ternatea,leaf,Abscess
2877,Clitoria ternatea,Clitoria ternatea,leaf,Analgesics
2877,Clitoria ternatea,Clitoria ternatea,leaf,Anthelmintics
2877,Clitoria ternatea,Clitoria ternatea,leaf,Anticonvulsants
2877,Clitoria ternatea,Clitoria ternatea,flower,Snake bites
2877,Clitoria ternatea,Clitoria ternatea,leaf,Antidepressive agents
2877,Clitoria ternatea,Clitoria ternatea,leaf,Antipyretics
2877,Clitoria ternatea,Clitoria ternatea,leaf,Aphrodisiacs
2877,Clitoria ternatea,Clitoria ternatea,leaf,Bronchitis
2877,Clitoria ternatea,Clitoria ternatea,leaf,Conjunctivitis
2877,Clitoria ternatea,Clitoria ternatea,leaf,Diuretics
2877,Clitoria ternatea,Clitoria ternatea,leaf,Earache
2877,Clitoria ternatea,Clitoria ternatea,leaf,Antidotes
2877,Clitoria ternatea,Clitoria ternatea,leaf,Edema
2877,Clitoria ternatea,Clitoria ternatea,flower,Leukorrhea
2877,Clitoria ternatea,Clitoria ternatea,flower,Headache
2877,Clitoria ternatea,Clitoria ternatea,root,Bronchitis
2877,Clitoria ternatea,Clitoria ternatea,aerial part,Anticonvulsants
2877,Clitoria ternatea,Clitoria ternatea,aerial part,Antidepressive agents
2877,Clitoria ternatea,Clitoria ternatea,bark,Anticonvulsants
2877,Clitoria ternatea,Clitoria ternatea,bark,Antidepressive agents
2877,Clitoria ternatea,Clitoria ternatea,bark,Bronchitis
2877,Clitoria ternatea,Clitoria ternatea,flower,Immunomodulation
2877,Clitoria ternatea,Clitoria ternatea,bark,Diuretics
2877,Clitoria ternatea,Clitoria ternatea,bark,Hypnotics and sedatives
2877,Clitoria ternatea,Clitoria ternatea,bark,Nootropic agents
2877,Clitoria ternatea,Clitoria ternatea,flower,Analgesics
2877,Clitoria ternatea,Clitoria ternatea,flower,Antipyretics
2877,Clitoria ternatea,Clitoria ternatea,flower,Diabetes mellitus
2877,Clitoria ternatea,Clitoria ternatea,flower,Eye infections
2877,Clitoria ternatea,Clitoria ternatea,bark,Gastric acid
2877,Clitoria ternatea,Clitoria ternatea,leaf,Emetics
2877,Clitoria ternatea,Clitoria ternatea,leaf,Burns
2877,Clitoria ternatea,Clitoria ternatea,leaf,Furunculosis
2877,Clitoria ternatea,Clitoria ternatea,leaf,Ulcer
2877,Clitoria ternatea,Clitoria ternatea,leaf,Urologic diseases
2877,Clitoria ternatea,Clitoria ternatea,leaf,Wounds and injuries
2877,Clitoria ternatea,Clitoria ternatea,leaf,Exanthema
2877,Clitoria ternatea,Clitoria ternatea,root,Abdominal swelling
2877,Clitoria ternatea,Clitoria ternatea,root,Abdominal pain
2877,Clitoria ternatea,Clitoria ternatea,root,Abortifacient agents
2877,Clitoria ternatea,Clitoria ternatea,root,Analgesics
2877,Clitoria ternatea,Clitoria ternatea,root,Anthelmintics
2877,Clitoria ternatea,Clitoria ternatea,root,Anticonvulsants
2877,Clitoria ternatea,Clitoria ternatea,root,Antidepressive agents
2877,Clitoria ternatea,Clitoria ternatea,root,Antidotes
2877,Clitoria ternatea,Clitoria ternatea,root,Antirheumatic agents
2877,Clitoria ternatea,Clitoria ternatea,root,Aphrodisiacs
2877,Clitoria ternatea,Clitoria ternatea,root,Ascites
2877,Clitoria ternatea,Clitoria ternatea,leaf,Tuberculosis
2877,Clitoria ternatea,Clitoria ternatea,leaf,Skin diseases
2877,Clitoria ternatea,Clitoria ternatea,leaf,Antiperiodic
2877,Clitoria ternatea,Clitoria ternatea,leaf,Anti-poisoning
2877,Clitoria ternatea,Clitoria ternatea,leaf,Gastric acid
2877,Clitoria ternatea,Clitoria ternatea,leaf,Psychophysiologic disorders
2877,Clitoria ternatea,Clitoria ternatea,leaf,Immunomodulation
2877,Clitoria ternatea,Clitoria ternatea,leaf,Inflammation
2877,Clitoria ternatea,Clitoria ternatea,leaf,Insecticides
2877,Clitoria ternatea,Clitoria ternatea,leaf,Jaundice
2877,Clitoria ternatea,Clitoria ternatea,leaf,Laxatives
2877,Clitoria ternatea,Clitoria ternatea,leaf,Hypnotics and sedatives
2877,Clitoria ternatea,Clitoria ternatea,leaf,Liver diseases
2877,Clitoria ternatea,Clitoria ternatea,leaf,Mental disorders
2877,Clitoria ternatea,Clitoria ternatea,leaf,Migraine disorders
2877,Clitoria ternatea,Clitoria ternatea,leaf,Neurotic disorders
2877,Clitoria ternatea,Clitoria ternatea,leaf,Nootropic agents
2877,Clitoria ternatea,Clitoria ternatea,leaf,Leprosy
2877,Clitoria ternatea,Clitoria ternatea,leaf,Pain
2879,Clivia miniata,Clivia miniata,whole plant,Antiviral agents
2879,Clivia miniata,Clivia miniata,whole plant,Measles
2882,Clytostoma callistegioides,Clytostoma callistegioides,leaf,Anti-bacterial agents
2886,Cnidium monnieri,Cnidium monnieri,seed,Antirheumatic agents
2886,Cnidium monnieri,Cnidium monnieri,seed,Asthma
2886,Cnidium monnieri,Cnidium monnieri,seed,Kidney diseases
2886,Cnidium monnieri,Cnidium monnieri,seed,Stomach diseases
2886,Cnidium monnieri,Cnidium monnieri,,Osteoporosis
2886,Cnidium monnieri,Cnidium monnieri,,"Genital diseases, female"
2886,Cnidium monnieri,Cnidium monnieri,,Kidney diseases
2886,Cnidium monnieri,Cnidium monnieri,leaf,"Intestinal diseases, parasitic"
2886,Cnidium monnieri,Cnidium monnieri,whole plant,Condiments
2886,Cnidium monnieri,Cnidium monnieri,fruit,Uterine cervical erosion
2886,Cnidium monnieri,Cnidium monnieri,,Antirheumatic agents
2886,Cnidium monnieri,Cnidium monnieri,fruit,Pruritus vulvae
2886,Cnidium monnieri,Cnidium monnieri,fruit,Trichomonas infections
2886,Cnidium monnieri,Cnidium monnieri,fruit,Antifungal agents
2886,Cnidium monnieri,Cnidium monnieri,fruit,Antipruritics
2886,Cnidium monnieri,Cnidium monnieri,fruit,Antiviral agents
2886,Cnidium monnieri,Cnidium monnieri,fruit,Anthelmintics
2886,Cnidium monnieri,Cnidium monnieri,fruit,Eczema
2886,Cnidium monnieri,Cnidium monnieri,fruit,Hypnotics and sedatives
2886,Cnidium monnieri,Cnidium monnieri,fruit,Insecticides
2886,Cnidium monnieri,Cnidium monnieri,fruit,Leukorrhea
2886,Cnidium monnieri,Cnidium monnieri,fruit,Astringents
2887,Cobaea scandens,Cobaea scandens,leaf,Cough
2888,Coccinia grandis,Coccinia grandis,root,Scorpion stings
2888,Coccinia grandis,Coccinia grandis,root,Leprosy
2888,Coccinia grandis,Coccinia grandis,root,Lymphadenitis
2888,Coccinia grandis,Coccinia grandis,root,Osteoarthritis
2888,Coccinia grandis,Coccinia grandis,root,Pain
2888,Coccinia grandis,Coccinia grandis,root,Pregnancy
2888,Coccinia grandis,Coccinia grandis,root,Scabies
2888,Coccinia grandis,Coccinia grandis,root,Skin diseases
2888,Coccinia grandis,Coccinia grandis,stem,Diabetes mellitus
2888,Coccinia grandis,Coccinia grandis,root,Vaginal discharge
2888,Coccinia grandis,Coccinia grandis,root,Vomiting
2888,Coccinia grandis,Coccinia grandis,stem,Bronchitis
2888,Coccinia grandis,Coccinia grandis,stem,Common cold
2888,Coccinia grandis,Coccinia grandis,root,Kidney calculi
2888,Coccinia grandis,Coccinia grandis,stem,Dysentery
2888,Coccinia grandis,Coccinia grandis,stem,Expectorants
2888,Coccinia grandis,Coccinia grandis,stem,Glycosuria
2888,Coccinia grandis,Coccinia grandis,root,Urologic diseases
2888,Coccinia grandis,Coccinia grandis,root,Jaundice
2888,Coccinia grandis,Coccinia grandis,root,Glycosuria
2888,Coccinia grandis,Coccinia grandis,root,Hemostasis
2888,Coccinia grandis,Coccinia grandis,leaf,Parasympatholytics
2888,Coccinia grandis,Coccinia grandis,leaf,Psoriasis
2888,Coccinia grandis,Coccinia grandis,leaf,Rabies
2888,Coccinia grandis,Coccinia grandis,leaf,Skin diseases
2888,Coccinia grandis,Coccinia grandis,leaf,Smallpox
2888,Coccinia grandis,Coccinia grandis,leaf,Stomatitis
2888,Coccinia grandis,Coccinia grandis,leaf,Ulcer
2888,Coccinia grandis,Coccinia grandis,leaf,Wound healing
2888,Coccinia grandis,Coccinia grandis,leaf,Wounds and injuries
2888,Coccinia grandis,Coccinia grandis,root,Arthralgia
2888,Coccinia grandis,Coccinia grandis,root,Asthma
2888,Coccinia grandis,Coccinia grandis,root,Bronchitis
2888,Coccinia grandis,Coccinia grandis,root,Common cold
2888,Coccinia grandis,Coccinia grandis,root,Diabetes mellitus
2888,Coccinia grandis,Coccinia grandis,root,Fever
2888,Coccinia grandis,Coccinia grandis,stem,Hemorrhage
2888,Coccinia grandis,Coccinia grandis,root,Headache
2888,Coccinia grandis,Coccinia grandis,root,Hematuria
2888,Coccinia grandis,Coccinia grandis,root,Hemorrhage
2888,Coccinia grandis,Coccinia grandis,root,Hypoglycemic agents
2888,Coccinia grandis,Coccinia grandis,stem,Hypoglycemic agents
2888,Coccinia grandis,Coccinia grandis,whole plant,Anemia
2888,Coccinia grandis,Coccinia grandis,stem,Metabolism
2888,Coccinia grandis,Coccinia grandis,,Galactogogues
2888,Coccinia grandis,Coccinia grandis,,Glycosuria
2888,Coccinia grandis,Coccinia grandis,,Gonorrhea
2888,Coccinia grandis,Coccinia grandis,,Headache
2888,Coccinia grandis,Coccinia grandis,,Heart diseases
2888,Coccinia grandis,Coccinia grandis,,Hepatitis
2888,Coccinia grandis,Coccinia grandis,,Hypoglycemic agents
2888,Coccinia grandis,Coccinia grandis,,Lung diseases
2888,Coccinia grandis,Coccinia grandis,,Flatulence
2888,Coccinia grandis,Coccinia grandis,,Lymphadenitis
2888,Coccinia grandis,Coccinia grandis,,Pain
2888,Coccinia grandis,Coccinia grandis,,General tonic for rejuvenation
2888,Coccinia grandis,Coccinia grandis,,Skin diseases
2888,Coccinia grandis,Coccinia grandis,,Syphilis
2888,Coccinia grandis,Coccinia grandis,,"Tuberculosis, lymph node"
2888,Coccinia grandis,Coccinia grandis,,Ulcer
2888,Coccinia grandis,Coccinia grandis,,Vomiting
2888,Coccinia grandis,Coccinia grandis,,Wounds and injuries
2888,Coccinia grandis,Coccinia grandis,,Night blindness
2888,Coccinia grandis,Coccinia grandis,,Fever
2888,Coccinia grandis,Coccinia grandis,,Emaciation
2888,Coccinia grandis,Coccinia grandis,,Earache
2888,Coccinia grandis,Coccinia grandis,stem,Parasympatholytics
2888,Coccinia grandis,Coccinia grandis,stem,Skin diseases
2888,Coccinia grandis,Coccinia grandis,stem,Taste disorders
2888,Coccinia grandis,Coccinia grandis,whole plant,Asthma
2888,Coccinia grandis,Coccinia grandis,whole plant,Cough
2888,Coccinia grandis,Coccinia grandis,whole plant,Dyspnea
2888,Coccinia grandis,Coccinia grandis,whole plant,Edema
2888,Coccinia grandis,Coccinia grandis,whole plant,Fever
2888,Coccinia grandis,Coccinia grandis,leaf,Night blindness
2888,Coccinia grandis,Coccinia grandis,whole plant,Hematologic diseases
2888,Coccinia grandis,Coccinia grandis,whole plant,Pain
2888,Coccinia grandis,Coccinia grandis,,Anticonvulsants
2888,Coccinia grandis,Coccinia grandis,,"Anti-infective agents, local"
2888,Coccinia grandis,Coccinia grandis,,Antiprotozoal agents
2888,Coccinia grandis,Coccinia grandis,,Antipyretics
2888,Coccinia grandis,Coccinia grandis,,Antitubercular agents
2888,Coccinia grandis,Coccinia grandis,,Cough
2888,Coccinia grandis,Coccinia grandis,,Diabetes mellitus
2888,Coccinia grandis,Coccinia grandis,,Dyspnea
2888,Coccinia grandis,Coccinia grandis,stem,Lymphadenitis
2888,Coccinia grandis,Coccinia grandis,leaf,Myalgia
2888,Coccinia grandis,Coccinia grandis,fruit,Hypolipidemic agents
2888,Coccinia grandis,Coccinia grandis,leaf,Microfilariae
2888,Coccinia grandis,Coccinia grandis,fruit,Cough
2888,Coccinia grandis,Coccinia grandis,fruit,Diabetes mellitus
2888,Coccinia grandis,Coccinia grandis,fruit,Dyspepsia
2888,Coccinia grandis,Coccinia grandis,fruit,Emetics
2888,Coccinia grandis,Coccinia grandis,fruit,Expectorants
2888,Coccinia grandis,Coccinia grandis,fruit,Fever
2888,Coccinia grandis,Coccinia grandis,fruit,Galactogogues
2888,Coccinia grandis,Coccinia grandis,fruit,Helminthiasis
2888,Coccinia grandis,Coccinia grandis,fruit,Common cold
2888,Coccinia grandis,Coccinia grandis,fruit,Hypoglycemic agents
2888,Coccinia grandis,Coccinia grandis,fruit,Infection
2888,Coccinia grandis,Coccinia grandis,fruit,Inflammation
2888,Coccinia grandis,Coccinia grandis,fruit,Insecticides
2888,Coccinia grandis,Coccinia grandis,fruit,Jaundice
2888,Coccinia grandis,Coccinia grandis,fruit,Lactation disorders
2888,Coccinia grandis,Coccinia grandis,fruit,Leprosy
2888,Coccinia grandis,Coccinia grandis,fruit,Liver diseases
2888,Coccinia grandis,Coccinia grandis,fruit,Osteoarthritis
2888,Coccinia grandis,Coccinia grandis,fruit,Hypohidrosis
2888,Coccinia grandis,Coccinia grandis,fruit,Pain
2888,Coccinia grandis,Coccinia grandis,fruit,Bronchitis
2888,Coccinia grandis,Coccinia grandis,fruit,Arthralgia
2888,Coccinia grandis,Coccinia grandis,leaf,Muscle weakness
2888,Coccinia grandis,Coccinia grandis,bark,Cathartics
2888,Coccinia grandis,Coccinia grandis,bark,Gonorrhea
2888,Coccinia grandis,Coccinia grandis,bark,Laxatives
2888,Coccinia grandis,Coccinia grandis,bark,Parasympatholytics
2888,Coccinia grandis,Coccinia grandis,flower,Bronchitis
2888,Coccinia grandis,Coccinia grandis,flower,Cholestasis
2888,Coccinia grandis,Coccinia grandis,flower,Common cold
2888,Coccinia grandis,Coccinia grandis,fruit,Asthma
2888,Coccinia grandis,Coccinia grandis,flower,Diabetes mellitus
2888,Coccinia grandis,Coccinia grandis,flower,Hematologic diseases
2888,Coccinia grandis,Coccinia grandis,flower,Jaundice
2888,Coccinia grandis,Coccinia grandis,flower,Pharyngitis
2888,Coccinia grandis,Coccinia grandis,fruit,Anemia
2888,Coccinia grandis,Coccinia grandis,fruit,Anthelmintics
2888,Coccinia grandis,Coccinia grandis,fruit,Antifungal agents
2888,Coccinia grandis,Coccinia grandis,fruit,Anti-inflammatory agents
2888,Coccinia grandis,Coccinia grandis,fruit,Antipyretics
2888,Coccinia grandis,Coccinia grandis,flower,Edema
2888,Coccinia grandis,Coccinia grandis,fruit,Pharyngitis
2888,Coccinia grandis,Coccinia grandis,flower,Stomatitis
2888,Coccinia grandis,Coccinia grandis,fruit,Scabies
2888,Coccinia grandis,Coccinia grandis,leaf,Eczema
2888,Coccinia grandis,Coccinia grandis,leaf,Emetics
2888,Coccinia grandis,Coccinia grandis,leaf,Exanthema
2888,Coccinia grandis,Coccinia grandis,leaf,Expectorants
2888,Coccinia grandis,Coccinia grandis,leaf,Lymphadenitis
2888,Coccinia grandis,Coccinia grandis,leaf,Fever
2888,Coccinia grandis,Coccinia grandis,leaf,Gallbladder diseases
2888,Coccinia grandis,Coccinia grandis,leaf,Glycosuria
2888,Coccinia grandis,Coccinia grandis,leaf,Dysuria
2888,Coccinia grandis,Coccinia grandis,leaf,Heart diseases
2888,Coccinia grandis,Coccinia grandis,leaf,Hypoglycemic agents
2888,Coccinia grandis,Coccinia grandis,leaf,Hypohidrosis
2888,Coccinia grandis,Coccinia grandis,leaf,Infection
2888,Coccinia grandis,Coccinia grandis,leaf,Inflammation
2888,Coccinia grandis,Coccinia grandis,leaf,Jaundice
2888,Coccinia grandis,Coccinia grandis,leaf,Leprosy
2888,Coccinia grandis,Coccinia grandis,leaf,Liver diseases
2888,Coccinia grandis,Coccinia grandis,fruit,Psoriasis
2888,Coccinia grandis,Coccinia grandis,leaf,Helminthiasis
2888,Coccinia grandis,Coccinia grandis,leaf,Diarrhea
2888,Coccinia grandis,Coccinia grandis,leaf,Dyspepsia
2888,Coccinia grandis,Coccinia grandis,leaf,Cough
2888,Coccinia grandis,Coccinia grandis,fruit,Skin diseases
2888,Coccinia grandis,Coccinia grandis,fruit,Stomatitis
2888,Coccinia grandis,Coccinia grandis,fruit,Tongue diseases
2888,Coccinia grandis,Coccinia grandis,fruit,Ulcer
2888,Coccinia grandis,Coccinia grandis,fruit,Wound healing
2888,Coccinia grandis,Coccinia grandis,fruit,Wounds and injuries
2888,Coccinia grandis,Coccinia grandis,leaf,Anemia
2888,Coccinia grandis,Coccinia grandis,leaf,Anthelmintics
2888,Coccinia grandis,Coccinia grandis,leaf,Diabetes mellitus
2888,Coccinia grandis,Coccinia grandis,leaf,Antifungal agents
2888,Coccinia grandis,Coccinia grandis,leaf,Anti-bacterial agents
2888,Coccinia grandis,Coccinia grandis,leaf,Anti-inflammatory agents
2888,Coccinia grandis,Coccinia grandis,leaf,Antioxidants
2888,Coccinia grandis,Coccinia grandis,leaf,Antipyretics
2888,Coccinia grandis,Coccinia grandis,leaf,Asthma
2888,Coccinia grandis,Coccinia grandis,leaf,Bites and stings
2888,Coccinia grandis,Coccinia grandis,leaf,Bronchitis
2888,Coccinia grandis,Coccinia grandis,leaf,Chest pain
2888,Coccinia grandis,Coccinia grandis,leaf,Common cold
2888,Coccinia grandis,Coccinia grandis,leaf,"Anti-infective agents, local"
2889,Coccoloba uvifera,Coccoloba uvifera,root,Pharyngitis
2889,Coccoloba uvifera,Coccoloba uvifera,root,Dysentery
2889,Coccoloba uvifera,Coccoloba uvifera,root,Diarrhea
2889,Coccoloba uvifera,Coccoloba uvifera,leaf,Pharyngitis
2889,Coccoloba uvifera,Coccoloba uvifera,leaf,Pain
2889,Coccoloba uvifera,Coccoloba uvifera,root,Astringents
2889,Coccoloba uvifera,Coccoloba uvifera,leaf,Diarrhea
2889,Coccoloba uvifera,Coccoloba uvifera,fruit,Astringents
2889,Coccoloba uvifera,Coccoloba uvifera,bark,Pharyngitis
2889,Coccoloba uvifera,Coccoloba uvifera,bark,Eye drops
2889,Coccoloba uvifera,Coccoloba uvifera,bark,Dysentery
2889,Coccoloba uvifera,Coccoloba uvifera,bark,Diarrhea
2889,Coccoloba uvifera,Coccoloba uvifera,leaf,Dysentery
2890,Cocculus hirsutus,Cocculus hirsutus,root,General tonic for rejuvenation
2890,Cocculus hirsutus,Cocculus hirsutus,root,Sexually transmitted diseases
2890,Cocculus hirsutus,Cocculus hirsutus,root,Skin diseases
2890,Cocculus hirsutus,Cocculus hirsutus,root,Syphilis
2890,Cocculus hirsutus,Cocculus hirsutus,root,Urethral discharge
2890,Cocculus hirsutus,Cocculus hirsutus,root,Urination disorders
2890,Cocculus hirsutus,Cocculus hirsutus,root,Parasympatholytics
2890,Cocculus hirsutus,Cocculus hirsutus,root,Bradycardia
2890,Cocculus hirsutus,Cocculus hirsutus,root,"Tuberculosis, lymph node"
2890,Cocculus hirsutus,Cocculus hirsutus,root,Pain
2890,Cocculus hirsutus,Cocculus hirsutus,root,Laxatives
2890,Cocculus hirsutus,Cocculus hirsutus,root,Leprosy
2890,Cocculus hirsutus,Cocculus hirsutus,root,Antiperiodic
2890,Cocculus hirsutus,Cocculus hirsutus,root,Counterirritant
2890,Cocculus hirsutus,Cocculus hirsutus,root,Infection
2890,Cocculus hirsutus,Cocculus hirsutus,root,Hypotension
2890,Cocculus hirsutus,Cocculus hirsutus,root,Hypohidrosis
2890,Cocculus hirsutus,Cocculus hirsutus,root,Hypoglycemic agents
2890,Cocculus hirsutus,Cocculus hirsutus,root,Hypnotics and sedatives
2890,Cocculus hirsutus,Cocculus hirsutus,root,Hypertension
2890,Cocculus hirsutus,Cocculus hirsutus,root,Headache
2890,Cocculus hirsutus,Cocculus hirsutus,root,Liver diseases
2890,Cocculus hirsutus,Cocculus hirsutus,root,Cooling effect on body
2890,Cocculus hirsutus,Cocculus hirsutus,stem,Anti-arrhythmia agents
2890,Cocculus hirsutus,Cocculus hirsutus,seed,Enteritis
2890,Cocculus hirsutus,Cocculus hirsutus,root,Gout
2890,Cocculus hirsutus,Cocculus hirsutus,,Cooling effect on body
2890,Cocculus hirsutus,Cocculus hirsutus,,Leukorrhea
2890,Cocculus hirsutus,Cocculus hirsutus,,Hematologic diseases
2890,Cocculus hirsutus,Cocculus hirsutus,,Gout
2890,Cocculus hirsutus,Cocculus hirsutus,,Gonorrhea
2890,Cocculus hirsutus,Cocculus hirsutus,,Eye infections
2890,Cocculus hirsutus,Cocculus hirsutus,,Eye diseases
2890,Cocculus hirsutus,Cocculus hirsutus,,Appetite stimulants
2890,Cocculus hirsutus,Cocculus hirsutus,,Antirheumatic agents
2890,Cocculus hirsutus,Cocculus hirsutus,whole plant excluding root,Diuretics
2890,Cocculus hirsutus,Cocculus hirsutus,stem,Bradycardia
2890,Cocculus hirsutus,Cocculus hirsutus,stem,Parasympatholytics
2890,Cocculus hirsutus,Cocculus hirsutus,stem,Hypotension
2890,Cocculus hirsutus,Cocculus hirsutus,stem,Hypnotics and sedatives
2890,Cocculus hirsutus,Cocculus hirsutus,stem,Eye diseases
2890,Cocculus hirsutus,Cocculus hirsutus,stem,Conjunctivitis
2890,Cocculus hirsutus,Cocculus hirsutus,stem,Cardiovascular system
2890,Cocculus hirsutus,Cocculus hirsutus,stem,Cardiotonic agents
2890,Cocculus hirsutus,Cocculus hirsutus,stem,Anti-inflammatory agents
2890,Cocculus hirsutus,Cocculus hirsutus,stem,Anticonvulsants
2890,Cocculus hirsutus,Cocculus hirsutus,seed,Dyspepsia
2890,Cocculus hirsutus,Cocculus hirsutus,root,"Fractures, bone"
2890,Cocculus hirsutus,Cocculus hirsutus,leaf,Laxatives
2890,Cocculus hirsutus,Cocculus hirsutus,root,Fever
2890,Cocculus hirsutus,Cocculus hirsutus,leaf,Sprains and strains
2890,Cocculus hirsutus,Cocculus hirsutus,leaf,Prurigo
2890,Cocculus hirsutus,Cocculus hirsutus,leaf,Neuralgia
2890,Cocculus hirsutus,Cocculus hirsutus,leaf,Leukorrhea
2890,Cocculus hirsutus,Cocculus hirsutus,leaf,Impetigo
2890,Cocculus hirsutus,Cocculus hirsutus,leaf,Headache
2890,Cocculus hirsutus,Cocculus hirsutus,leaf,Gonorrhea
2890,Cocculus hirsutus,Cocculus hirsutus,leaf,Fever
2890,Cocculus hirsutus,Cocculus hirsutus,leaf,Eye infections
2890,Cocculus hirsutus,Cocculus hirsutus,leaf,Eye drops
2890,Cocculus hirsutus,Cocculus hirsutus,leaf,Eye diseases
2890,Cocculus hirsutus,Cocculus hirsutus,leaf,Expectorants
2890,Cocculus hirsutus,Cocculus hirsutus,leaf,Endophthalmitis
2890,Cocculus hirsutus,Cocculus hirsutus,leaf,Eczema
2890,Cocculus hirsutus,Cocculus hirsutus,leaf,Dysentery
2890,Cocculus hirsutus,Cocculus hirsutus,root,Flatulence
2890,Cocculus hirsutus,Cocculus hirsutus,leaf,Appetite stimulants
2890,Cocculus hirsutus,Cocculus hirsutus,leaf,Antirheumatic agents
2890,Cocculus hirsutus,Cocculus hirsutus,leaf,Antifungal agents
2890,Cocculus hirsutus,Cocculus hirsutus,leaf,Analgesics
2890,Cocculus hirsutus,Cocculus hirsutus,aerial part,Diuretics
2890,Cocculus hirsutus,Cocculus hirsutus,leaf,Urologic diseases
2890,Cocculus hirsutus,Cocculus hirsutus,leaf,Cooling effect on body
2890,Cocculus hirsutus,Cocculus hirsutus,leaf,Conjunctivitis
2890,Cocculus hirsutus,Cocculus hirsutus,root,Analgesics
2890,Cocculus hirsutus,Cocculus hirsutus,root,Emollients
2890,Cocculus hirsutus,Cocculus hirsutus,root,Disorder of ejaculation
2890,Cocculus hirsutus,Cocculus hirsutus,root,Dyspepsia
2890,Cocculus hirsutus,Cocculus hirsutus,root,Diuretics
2890,Cocculus hirsutus,Cocculus hirsutus,root,Cough
2890,Cocculus hirsutus,Cocculus hirsutus,root,Colic
2890,Cocculus hirsutus,Cocculus hirsutus,root,Cardiovascular system
2890,Cocculus hirsutus,Cocculus hirsutus,root,Cardiotonic agents
2890,Cocculus hirsutus,Cocculus hirsutus,root,Bites and stings
2890,Cocculus hirsutus,Cocculus hirsutus,root,Asthenia
2890,Cocculus hirsutus,Cocculus hirsutus,root,Bronchitis
2890,Cocculus hirsutus,Cocculus hirsutus,root,Antirheumatic agents
2890,Cocculus hirsutus,Cocculus hirsutus,root,Antipyretics
2890,Cocculus hirsutus,Cocculus hirsutus,root,Antipruritics
2890,Cocculus hirsutus,Cocculus hirsutus,root,Anti-inflammatory agents
2890,Cocculus hirsutus,Cocculus hirsutus,root,Expectorants
2890,Cocculus hirsutus,Cocculus hirsutus,root,Antifungal agents
2890,Cocculus hirsutus,Cocculus hirsutus,root,Anticonvulsants
2890,Cocculus hirsutus,Cocculus hirsutus,root,Anti-bacterial agents
2890,Cocculus hirsutus,Cocculus hirsutus,root,Anti-arrhythmia agents
2890,Cocculus hirsutus,Cocculus hirsutus,root,Aphrodisiacs
2890,Cocculus hirsutus,Cocculus hirsutus,plant cells/culture,Antineoplastic agents
2891,Cocculus laurifolius,Cocculus laurifolius,root,Anti-bacterial agents
2891,Cocculus laurifolius,Cocculus laurifolius,root,Neuromuscular blocking activity
2891,Cocculus laurifolius,Cocculus laurifolius,root,Cardiovascular system
2891,Cocculus laurifolius,Cocculus laurifolius,root,Antiviral agents
2891,Cocculus laurifolius,Cocculus laurifolius,root,Antiprotozoal agents
2891,Cocculus laurifolius,Cocculus laurifolius,leaf,Neuromuscular blocking activity
2891,Cocculus laurifolius,Cocculus laurifolius,leaf,Hypotension
2891,Cocculus laurifolius,Cocculus laurifolius,leaf,Cardiovascular system
2891,Cocculus laurifolius,Cocculus laurifolius,leaf,Antiviral agents
2891,Cocculus laurifolius,Cocculus laurifolius,leaf,Antiprotozoal agents
2891,Cocculus laurifolius,Cocculus laurifolius,leaf,Anti-bacterial agents
2891,Cocculus laurifolius,Cocculus laurifolius,leaf,Anti-arrhythmia agents
2891,Cocculus laurifolius,Cocculus laurifolius,leaf,Laxatives
2895,Cochlospermum religiosum,Cochlospermum religiosum,plant exudate,Hypnotics and sedatives
2895,Cochlospermum religiosum,Cochlospermum religiosum,plant exudate,Hoarseness
2895,Cochlospermum religiosum,Cochlospermum religiosum,plant exudate,Gonorrhea
2895,Cochlospermum religiosum,Cochlospermum religiosum,plant exudate,Dysentery
2895,Cochlospermum religiosum,Cochlospermum religiosum,plant exudate,Cough
2895,Cochlospermum religiosum,Cochlospermum religiosum,plant exudate,Demulcents
2895,Cochlospermum religiosum,Cochlospermum religiosum,plant exudate,General tonic for rejuvenation
2895,Cochlospermum religiosum,Cochlospermum religiosum,plant exudate,Astringents
2895,Cochlospermum religiosum,Cochlospermum religiosum,plant exudate,Asthma
2895,Cochlospermum religiosum,Cochlospermum religiosum,plant exudate,Diarrhea
2895,Cochlospermum religiosum,Cochlospermum religiosum,leaf,Urination disorders
2895,Cochlospermum religiosum,Cochlospermum religiosum,plant exudate,Cooling effect on body
2895,Cochlospermum religiosum,Cochlospermum religiosum,plant exudate,Urination disorders
2895,Cochlospermum religiosum,Cochlospermum religiosum,seed,Hypnotics and sedatives
2895,Cochlospermum religiosum,Cochlospermum religiosum,,Cough
2895,Cochlospermum religiosum,Cochlospermum religiosum,,Diarrhea
2895,Cochlospermum religiosum,Cochlospermum religiosum,,Dysentery
2895,Cochlospermum religiosum,Cochlospermum religiosum,,Hoarseness
2895,Cochlospermum religiosum,Cochlospermum religiosum,,Hypnotics and sedatives
2895,Cochlospermum religiosum,Cochlospermum religiosum,,Tuberculosis
2895,Cochlospermum religiosum,Cochlospermum religiosum,,Urinary tract infections
