,Plant_Id,Scientific_Name,Family,Family_Hindi_Name),Species_Name,Common_Name,Habit,Habitat,Comments,Flower_Fruit,Distribution,Key_Feature
572,11573,Spatholobus purpureus,FABACEAE(Pea Or Bean Family),PALASH FAMILY (पलाश फैमिली),Spatholobus purpureus Prain,,Liana,"Tropical evergreen forests, Tropical semi-evergreen forests",Not common.,December-May,"Karnataka, Kerala, Tamil Nadu",Large climber; pods papery winged
573,11574,Spergula arvensis,CARYOPHYLLACEAE(Pink Family),BUGYALE FAMILY,Spergula arvensis L.,Cornspurry,Herb,Margins of Shola and grasslands,A rare weed in cultivated fields,Throughout the year,"Kerala, Maharashtra, Tamil Nadu",
574,11575,Spergula diandra,CARYOPHYLLACEAE(Pink Family),BUGYALE FAMILY,Spergularia diandra (Guss.) Heldr.,,Herb,"Wet saline grasslands, floodlands; 900-2600 m. altitude",,May-July,Uttarakhand,
575,11576,Spergula fallax,CARYOPHYLLACEAE(Pink Family),BUGYALE FAMILY,Spergularia flaccida (Madden) I.M.Turner,,Herb,Weed in cultivated places of plains and hilly areas.,,December-April,"Gujarat, Uttarakhand",
576,11577,Spergula rosea,CARYOPHYLLACEAE(Pink Family),BUGYALE FAMILY,Unresolved name,,Herb,,Rare,October,Maharashtra,
577,11578,Spergula rubra,CARYOPHYLLACEAE(Pink Family),BUGYALE FAMILY,Spergularia rubra (L.) J.Presl & C.Presl,"Red Sand Wort, Purple Sand Spurry",Herb,"Weed in cultivated places and hilly areas, altitude up to 2500 m.",,February-September,Uttarakhand,
578,11579,Spergula vernalis,CARYOPHYLLACEAE(Pink Family),BUGYALE FAMILY,Spergula morisonii Boreau,,Herb,Weed in cultivated places of plains and hilly areas.,,December-March,Gujarat,
579,11580,Spergularia marina,CARYOPHYLLACEAE(Pink Family),BUGYALE FAMILY,Spergularia marina (L.) Besser,"Salt Sand Spurry, Lesser Sea-spurrey, Salt-marsh Sand Spurrey",,,,February-March,Himachal Pradesh,
580,11581,Spermacoce articularis,RUBIACEAE(Madder Or Coffee Family),COFFEE FAMILY (कॉफी फैमिली),Spermacoce articularis L.f.,Shaggy buttonweed,Herb,"Grasslands and dry deciduous forests, also in the plains",Common weed in waste places of low elevation forests,June-February,"Andhra Pradesh, Telangana, Karnataka, Kerala, Maharashtra, Odisha, Tamil Nadu","A diffuse or prostrate herb, rusty brown. Leave elliptic-oblong, subsessile. Inflorescence axillary few-flowerd clusters. Capsule hispid, obovoid. Seeds oblong"
581,11582,Spermacoce assurgens,RUBIACEAE(Madder Or Coffee Family),COFFEE FAMILY (कॉफी फैमिली),Spermacoce remota Lam.,,Herb,Hill slopes,,September-January,Andhra Pradesh,
582,11583,Spermacoce hispida,RUBIACEAE(Madder Or Coffee Family),COFFEE FAMILY (कॉफी फैमिली),Spermacoce hispida L.,,Herb,,"Ubiquitous weed in the plains to 1200m, an aggressive colonizer.",Throughout the year,"Kerala, Odisha, Tamil Nadu",
583,11584,Spermacoce latifolia,RUBIACEAE(Madder Or Coffee Family),COFFEE FAMILY (कॉफी फैमिली),Spermacoce latifolia Aubl.,,Herb,"Tropical moist deciduous forests, Tropical dry deciduous forests and waste places",,August-March,"Andhra Pradesh, Karnataka, Kerala, Tamil Nadu, Madhya Pradesh",
584,11585,Spermacoce malabarica,RUBIACEAE(Madder Or Coffee Family),COFFEE FAMILY (कॉफी फैमिली),"Spermacoce malabarica (Sivar. & Manilal) Sivar., R.V.Nair & Kunju",,Herb,Scrub forests,Rare; found growing on road sides,September-December,"Karnataka, Kerala",
585,11586,Spermacoce mauritiana,RUBIACEAE(Madder Or Coffee Family),COFFEE FAMILY (कॉफी फैमिली),Spermacoce exilis (L.O.Williams) C.D.Adams ex W.C.Burger & C.M.Taylo,,Herb,"Tropical moist deciduous forests, Tropical dry deciduous forests and waste places",Common in moist shady habitats,Throughout the year,"Karnataka, Kerala",
586,11587,Spermacoce ramanii,RUBIACEAE(Madder Or Coffee Family),COFFEE FAMILY (कॉफी फैमिली),Spermacoce lasiocarpa R.Br. ex Wall.,,Herb,Grasslands,,July-December,"Kerala, Odisha",
587,11588,Spermacoce remota,RUBIACEAE(Madder Or Coffee Family),COFFEE FAMILY (कॉफी फैमिली),Spermacoce remota Lam.,,Herb,Marshy areas,Found growing as a weed along roadsides,March-November,"Karnataka, Kerala",
588,11589,Spermacoce verticillata,RUBIACEAE(Madder Or Coffee Family),COFFEE FAMILY (कॉफी फैमिली),Spermacoce verticillata L.,,Herb,Wastelands,,May-August,"Karnataka, Kerala",
589,11590,Spermadictyon suaveolens,RUBIACEAE(Madder Or Coffee Family),COFFEE FAMILY (कॉफी फैमिली),Spermadictyon suaveolens Roxb.,,Shrub,,Occasional,August-March,"Andhra Pradesh, Karnataka, Maharashtra, Odisha, Chattisgarh",
590,11591,Sphaeranthus africanus,ASTERACEAE(Composite Or Aster Or Sunflower Family),GENDA FAMILY (गेंदा फैमिली),Sphaeranthus africanus L.,,Herb,Marshy areas,Paddy fields and marshy areas,January-March,"Andhra Pradesh, Telangana, Karnataka, Kerala, Odisha, Tamil Nadu",
591,11592,Sphaeranthus amaranthoides,ASTERACEAE(Composite Or Aster Or Sunflower Family),GENDA FAMILY (गेंदा फैमिली),Sphaeranthus amaranthoides Burm.f.,,Herb,,Wet sandy areas in dry deciduous forests,January-March,Kerala,
592,11593,Sphaeranthus indicus,ASTERACEAE(Composite Or Aster Or Sunflower Family),GENDA FAMILY (गेंदा फैमिली),Sphaeranthus indicus L.,"East-Indian Globe Thistle, Indian globe flower",Herb,Wet places,On plains to 500m in fallow fields in clayey soil and lake shores,November-April,Kerala,
593,11594,Sphaeranthus senegalensis,ASTERACEAE(Composite Or Aster Or Sunflower Family),GENDA FAMILY (गेंदा फैमिली),Sphaeranthus senegalensis DC.,,Herb,"Common in drying ditches, harvested fields along river banks",,November-February,"Karnataka, Maharashtra","Branched procumbent herb; strongly aromatic. Heads compound, simple and sessile."
594,11595,Sphaeromorphaea australis,ASTERACEAE(Composite Or Aster Or Sunflower Family),GENDA FAMILY (गेंदा फैमिली),Epaltes australis Less.,,Herb,,Occasional in fields wayside and waste places,,Odisha,Root stout and woody
595,11596,Sphaeromorphaea russelliana,ASTERACEAE(Composite Or Aster Or Sunflower Family),GENDA FAMILY (गेंदा फैमिली),Sphaeromorphaea russelliana DC.,,Herb,,,,Odisha,
596,11597,Sphenoclea zeylanica,SPHENOCLEACEAE(Goose Weed Family),GOOSE WEED FAMILY,Sphenoclea zeylanica Gaertn.,"Goose Weed, Chickenspike, Crab's eye",Herb,"Wet places near pools, pans, irrigation channels, swamps and floodplains",Occasional on plains in low-lying marshy ground by river banks. Abundant weed of paddy fields and fallow lands,October-May,"Andhra Pradesh, Kerala, Odisha, Tamil Nadu, Uttarakhand",
597,11598,Sphenodesme involucrata,VERBENACEAE(Verbena Or Vervain Family),SAGVAN FAMILY (सागवान फैमिली),Sphenodesme involucrata var. paniculata (C.B.Clarke) Munir,,Climbing shrub,"Tropical semi-evergreen forests, evergreen forests, also in sacred groves",,December-August,"Andhra Pradesh, Kerala",
598,11599,Sphenodesme unguiculata,VERBENACEAE(Verbena Or Vervain Family),SAGVAN FAMILY (सागवान फैमिली),Sphenodesme involucrata var. involucrata,,,,,,Andaman and Nicobar Islands,
599,11600,Sphenostylis bracteata,FABACEAE(Pea Or Bean Family),PALASH FAMILY (पलाश फैमिली),Nesphostylis bracteata (Baker) D.Potter & J.J.Doyle,Indian Nesphostylis,Climber,,,,Maharashtra,"Perennial climbing herb; Leaves trifoliate; Flowers solitary, large, blue or purple; Fruits pods, linear, compressed, many-seeded."
600,11601,Spigelia anthelmia,LOGANIACEAE(Logania Family),KAJARA FAMILY  (कजरा फैमिली),Spigelia anthelmia L.,,Herb,,Weed near road sides,July-October,,Annual herb
601,11602,Spilanthes acmella,ASTERACEAE(Composite Or Aster Or Sunflower Family),GENDA FAMILY (गेंदा फैमिली),Spilanthes acmella (L.) L.,Toothache Plant,Herb,,Flower buds when chewed make tooth numb due to a chemical called Spilanthol.,,,
602,11603,Spilanthes calva,ASTERACEAE(Composite Or Aster Or Sunflower Family),GENDA FAMILY (गेंदा फैमिली),Acmella calva (DC.) R.K.Jansen,,Herb,"Weedy situations, 600 - 2000 m. altitude",Leaves edible.,February-December,"Uttarakhand, Sikkim, West Bengal",Achenes completely eciliate and epappose
603,11604,Spilanthes ciliata,ASTERACEAE(Composite Or Aster Or Sunflower Family),GENDA FAMILY (गेंदा फैमिली),Acmella ciliata (Kunth) Cass.,,Herb,,Wet sandy areas in dry deciduous forests,August-December,Kerala,
604,11605,Spilanthes ghoshinis,ASTERACEAE(Composite Or Aster Or Sunflower Family),GENDA FAMILY (गेंदा फैमिली),Not found in Plant list,,Herb,Wetlands,,April-December,Kerala,
605,11606,Spilanthes iabadicensis,ASTERACEAE(Composite Or Aster Or Sunflower Family),GENDA FAMILY (गेंदा फैमिली),Spilanthes iabadicensis A.H.Moore,,Herb,In shade in wet deciduous forests,,,"Karnataka, Kerala",Procumbent herb with yellow heads
606,11607,Spilanthes oleracea,ASTERACEAE(Composite Or Aster Or Sunflower Family),GENDA FAMILY (गेंदा फैमिली),Unresolved name,"Toothache Plant; brazilian cress, Para cress",Herb,,"Cultivated. The florets have a chemical 'Spilanthol', which acts as a local anaesthetic on the  gums when chewed.",Throughout the year,Kerala,"A small annual herb; Stem hairy; Leaves simple; Florets tubular, small; Fruit oblong, hairy."
607,11608,Spilanthes paniculata,ASTERACEAE(Composite Or Aster Or Sunflower Family),GENDA FAMILY (गेंदा फैमिली),Acmella paniculata (Wall. ex DC.) R.K.Jansen,Toothache Plant,Herb,"Degraded forests and fallow lands. Open grasslands, roadsides, edges of forest, rice field and river-banks",Occasional in moist places. Flower heads are chewed for toothache relief,Throughout the year,"Andhra Pradesh, Kerala, Odisha, Meghalaya, Bihar",
608,11609,Spilanthes radicans,ASTERACEAE(Composite Or Aster Or Sunflower Family),GENDA FAMILY (गेंदा फैमिली),Acmella radicans (Jacq.) R.K.Jansen,,Herb,"Wet places, degraded Tropical moist deciduous forests, also in plains",,October-March,"Andhra Pradesh, Kerala",
609,11610,Spilanthes tetralobata,ASTERACEAE(Composite Or Aster Or Sunflower Family),GENDA FAMILY (गेंदा फैमिली),Not found in Plant list,,Herb,Wet lands,,April-December,Kerala,This taxon is recognized by yellowish-orange-rayed head having 4-lobed bisexual ray florets
610,11611,Spilanthes uliginosa,ASTERACEAE(Composite Or Aster Or Sunflower Family),GENDA FAMILY (गेंदा फैमिली),Acmella uliginosa (Sw.) Cass.,,Herb,Wet or marshy places,Flower heads are chewed for tooth ache relief.,October-February,"Andhra Pradesh, Kerala, Maharashtra",
611,11612,Spilanthes vazhachalensis,ASTERACEAE(Composite Or Aster Or Sunflower Family),GENDA FAMILY (गेंदा फैमिली),Spilanthes vazhachalensis Sheela,,Herb,,Wetland areas,September-June,Kerala,
612,11613,Spinacia oleracea,CHENOPODIACEAE(Goosefoot Family),PALAK FAMILY (पालक फैमिली),Spinacia oleracea L.,Spinach,Herb,,Cultivated and often self-sown,December-March,Kerala,
613,11614,Spinifex littoreus,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Spinifex littoreus (Burm.f.) Merr.,Ravanna's Moustache,Herb,Sea shore,,October-March,"Karnataka, Kerala, Maharashtra, Odisha",
614,11615,Spiraea amoena,ROSACEAE(Rose Family),GULAB FAMILY (गुलाब फैमिली),Spiraea bella Sims,,Shrub,"Broad-leaved, coniferous or mixed forests, thickets on slopes, open rocky hillsides, Amongst scrub and by streamsides; 1800 - 4300 m. altitude",,May-September,"Uttarakhand, Sikkim",Dioecious shrub
615,11616,Spiraea arcuata,ROSACEAE(Rose Family),GULAB FAMILY (गुलाब फैमिली),Spiraea arcuata Hook.f.,Arching Spirea,Shrub,"Amongst Juniper/Rhododendron scrub, thickets and open areas on mountain slopes and river banks, subalpine rocky places; 2100 -4900 m. altitude","Similar to, and sometimes hard to distinguish from, Spiraea canescens D.Don, though the carpels are almost always glabrous and it generally occurs above 3500 m. altitude",June-October,"Uttarakhand, Sikkim, West Bengal, Himachal Pradesh, Arunachal Pradesh, Ladakh, Jammu and Kashmir",
616,11617,Spiraea bumalda,ROSACEAE(Rose Family),GULAB FAMILY (गुलाब फैमिली),Spiraea japonica var. japonica,"Japanese meadowsweet, Japanese spiraea",Shrub,,Specimen or group for rock gardens. Mass or group in shrub border. Low hedge for path and walkways. Incorporates well into foundation plantings.,,Sikkim,"A dense, upright, mounded, deciduous shrub that typically grows 4-6’ tall with a slightly larger spread. Leaves (to 3” long) are oval and sharply-toothed. Tiny pink flowers in flat-topped clusters (corymbs) cover the foliage from late spring to mid-summer, with sparse and intermittent repeat bloom sometimes occurring."
617,11618,Spiraea canescens,ROSACEAE(Rose Family),GULAB FAMILY (गुलाब फैमिली),Spiraea canescens D.Don,Grey Stem Spiraea,Shrub,"Subtropical pine forests; Pinus wallichiana forest, open shrubby vegetation of degraded areas, valleys, river banks, stream sides, and dry places; 1500 - 4000 m. altitude","Cultivated. Similar to, and sometimes hard to distinguish from, Spiraea arcuata Hook.f., though the carpels are densely hairy and it generally occurs below 3500 m. altitude",April-October,"Uttarakhand, Sikkim",
618,11619,Spiraea cantoniensis,ROSACEAE(Rose Family),GULAB FAMILY (गुलाब फैमिली),Spiraea cantoniensis Lour.,"Reeves' Spirea, Double bridal wreath",Shrub,Cultivated; 500 - 2200 m. altitude,,November-September,Uttarakhand,
619,11620,Spiraea cantoniensis,ROSACEAE(Rose Family),GULAB FAMILY (गुलाब फैमिली),Spiraea cantoniensis f. lanceata (Zabel) Zabel,,Shrub,,Cultivated,,,
620,11621,Spiraea corymbosa,ROSACEAE(Rose Family),GULAB FAMILY (गुलाब फैमिली),Spiraea cantoniensis Lour.,,Shrub,,Cultivated,,,
621,11622,Spiraea diversifolia,ROSACEAE(Rose Family),GULAB FAMILY (गुलाब फैमिली),Spiraea diversifolia Dunn,,,,"Dunn described Spiraea diversifolia as differing from S. hypoleuca in its glabrous inflorescences and sterile branches with circular, palmatifid leaves. Very often herbarium specimens do not include sterile branches. Most of those that do have palmatifid leaves and as some of these also have hairy inflorescences, it is not possible to distinguish the two species. It is suspected that most plants assigned to S. hypoleuca would have circular, palmatifid leaves on their sterile branches.",,Uttarakhand,
622,11623,Spiraea duthieana,ROSACEAE(Rose Family),GULAB FAMILY (गुलाब फैमिली),Spiraea duthieana Zinserl.,,,,,,Uttarakhand,
623,11624,Spiraea gracilis,ROSACEAE(Rose Family),GULAB FAMILY (गुलाब फैमिली),Spiraea gracilis Maxim.,,,,,,Uttarakhand,
624,11625,Spiraea hypericifolia,ROSACEAE(Rose Family),GULAB FAMILY (गुलाब फैमिली),Spiraea hypericifolia L.,,Shrub,"Sparse forests and thickets, open dry areas; at 1700 m. altitude",,March-September,Uttarakhand,
625,11626,Spiraea hypoleuca,ROSACEAE(Rose Family),GULAB FAMILY (गुलाब फैमिली),Spiraea hypoleuca Dunn,,Shrub,"Tropical evergreen forests, mixed forest, Juniper scrub, thickets, shady banks; 2100 - 4400 m. altitude","Dunn described Spiraea diversifolia as differing from S. hypoleuca in its glabrous inflorescences and sterile branches with circular, palmatifid leaves. Very often herbarium specimens do not include sterile branches. Most of those that do have palmatifid leaves and as some of these also have hairy inflorescences, it is not possible to distinguish the two species. It is suspected that most plants assigned to S. hypoleuca would have circular, palmatifid leaves on their sterile branches.",April-August,Uttarakhand,
626,11627,Spiraea japonica,ROSACEAE(Rose Family),GULAB FAMILY (गुलाब फैमिली),Spiraea japonica L.f.,,Shrub,,Cultivated,,,
627,11628,Spiraea nipponica,ROSACEAE(Rose Family),GULAB FAMILY (गुलाब फैमिली),Spiraea nipponica Maxim.,,Shrub,,Cultivated,,,
628,11629,Spiraea panchananii,ROSACEAE(Rose Family),GULAB FAMILY (गुलाब फैमिली),Spiraea panchananii Panigrahi & K.M.Purohit,,,,,,Uttarakhand,
629,11630,Spiraea panigrahiana,ROSACEAE(Rose Family),GULAB FAMILY (गुलाब फैमिली),Spiraea panigrahiana K.M.Purohit,,,,,,Uttarakhand,
630,11631,Spiraea parkeri,ROSACEAE(Rose Family),GULAB FAMILY (गुलाब फैमिली),Spiraea parkeri Panigrahi & K.M.Purohit,,,,,,Uttarakhand,
631,11632,Spiraea raizadae,ROSACEAE(Rose Family),GULAB FAMILY (गुलाब फैमिली),Spiraea raizadae Panigrahi & K.M.Purohit,,,,,,Uttarakhand,
632,11633,Spiraea rhamniphylla,ROSACEAE(Rose Family),GULAB FAMILY (गुलाब फैमिली),Spiraea rhamniphylla Panigrahi & K.M.Purohit,,,,,,Uttarakhand,
633,11634,Spiraea sorbifolia,ROSACEAE(Rose Family),GULAB FAMILY (गुलाब फैमिली),Sorbaria sorbifolia (L.) A.Braun,"Kashmir False Spirea, Himalayan Sorbaria",Shrub,Pinus wallichiana forest and degraded scrub; 1800 - 2900 m. altitude,The reddish brown infructescence persists on the plant until the following season. Juice from the seed is used to treat liver problems.,June-August,Uttarakhand,
634,11635,Spiranthes lancea,ORCHIDACEAE(Orchid Family),ORCHID FAMILY (ऑर्चिड फैमिली),Herminium lanceum (Thunb. ex Sw.) Vuikj,,Herb,,,,Karnataka,
635,11636,Spiranthes sinensis,ORCHIDACEAE(Orchid Family),ORCHID FAMILY (ऑर्चिड फैमिली),Spiranthes sinensis (Pers.) Ames,,Herb,"Edges of streams, on moss covered rocks",Terrestrial or Lythophyte. Occasional on hills in marshy ground on fully exposed sun among grass.,March-September,"Kerala, Maharashtra, Odisha, Tamil Nadu, Arunachal Pradesh, Assam","Epiphytic, tuberous herbs; Leaves 3-5, clustered at base; Flowers in spirally twisted spike, white; peduncles pubescent; Lip oblong with subsaccate base; Capsules fusiform."
636,11637,Spirodela polyrhiza,LEMNACEAE(Duckweed Family),OAL FAMILY,Spirodela polyrhiza (L.) Schleid.,"Greater duckweed, Great duckmeat",Aquatic herb,"Ponds, lakesides, rice fields, pools, ditches; not seen in regions with cool summers; upto 2900 m. altitude","Spirodela polyrhiza is used as a Chinese medicinal herb for diuretic effect, for reducing swelling, and for reducing perspiration.",June-September,Uttarakhand,
637,11638,Spirodela polyrrhiza,LEMNACEAE(Duckweed Family),LEMNA FMILY,Spirodela polyrrhiza (L.) Schleid.,,Herb,"Ponds, lakes and ditches","Aquatic herbs, floating. Common in still water",September-April,"Kerala, Maharashtra, Odisha",
638,11639,Spirodela punctata,LEMNACEAE(Duckweed Family),OAL FAMILY,Spirodela punctata (G.Mey.) C.H.Thomps.,Dotted duckmeat,Aquatic herb,,,,Uttarakhand,
639,11640,Spodiopogon aristatus,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Not found in Plant list,,Herb,Shady places on roadsides,The species is a component of monsoon and post-monsoon herbaceous vegetation of the Tapi and Valsad districts where it receives 90 – 120 cm rainfall per annum. Locally common in shady places on roadsides as a part of the natural vegetation.,October-December,Gujarat,The specific epithet aristatus refers to the aristate apex of both the glumes of the sessile spikelet.
640,11641,Spodiopogon cotulifer,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Spodiopogon cotulifer (Thunb.) Hack.,,Herb,"Grassy hillsides, valleys, roadsides and swampy places; 200 - 1000 m. altitude","The spikelets drop very readily at maturity, leaving slender, articulated raceme axes bearing paired, clavate pedicels of distinctive and easily recognizable appearance.",September-November,Uttarakhand,"Spikelets narrowly lanceolate, 5-6 mm; awn 12-18 mm"
641,11642,Spodiopogon dubius,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Spodiopogon dubius Hack.,,Herb,"Mountain slopes, forest margins; ca. 2400 m. altitude",,April-September,Uttarakhand,Leaf blades villous; racemes of 7-11 spikelets
642,11643,Spodiopogon rhizophorus,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Spodiopogon rhizophorus (Steud.) Pilg.,,Herb,Tropical semi-evergreen forests often along road cuttings,,September-December,"Karnataka, Kerala, Maharashtra",
643,11644,Spondias axillaris,ANACARDIACEAE(Cashew Or Mango Or Sumac Family),AAM FAMILY (आम फैमिली),Choerospondias axillaris (Roxb.) B.L.Burtt & A.W.Hill,Himalayan Ambarella,Tree,,"The fruits are eaten fresh, used in juices and desserts. A popular fruit locally in India. The fruits are sold in markets and the tree is cultivated on a small scale. The fruits are high in vitamin C.",April-December,"West Bengal, Arunachal Pradesh","Fruits are oval-rectangular in shape and grow to a little over an inch. Skin ripens to yellow, with white flesh that has an acidic flavor."
644,11645,Spondias cytherea,ANACARDIACEAE(Cashew Or Mango Or Sumac Family),AAM FAMILY (आम फैमिली),Spondias cytherea Sonn.,,Tree,,,,,
645,11646,Spondias dulcis,ANACARDIACEAE(Cashew Or Mango Or Sumac Family),AAM FAMILY (आम फैमिली),Spondias dulcis Parkinson,,Tree,,,,Karnataka,
646,11647,Spondias indica,ANACARDIACEAE(Cashew Or Mango Or Sumac Family),AAM FAMILY (आम फैमिली),Spondias indica (Wight & Arn.) Airy Shaw & Forman,,Tree,,,January-March,"Karnataka, Tamil Nadu","Fruit ovoid, pointed, pedicels thickened and articulate at the base"
647,11648,Spondias pinnata,ANACARDIACEAE(Cashew Or Mango Or Sumac Family),AAM FAMILY (आम फैमिली),Spondias pinnata (L. f.) Kurz,"Indian Hog-Plum, Wild Mango, Hog plum",Tree,"Tropical dry deciduous forests, Tropical semi-evergreen forests, also in plains",Rare in northern Easten Ghats (West Godavari); Fruit pickled,January-June,"Andhra Pradesh, Karnataka, Kerala, Maharashtra, Odisha, Tamil Nadu, Sikkim, Arunachal Pradesh, Assam, Andaman and Nicobar Islands","Large tree; bark smooth, grey; fruits fleshy, yellow when ripe"
648,11649,Spongiocarpella nubigena,FABACEAE(Pea Or Bean Family),PALASH FAMILY (पलाश फैमिली),Chesneya nubigena (D.Don) Ali,High-Altitude Chesneya,Herb,"Himalayas, at altitudes of 3600-5200 m.",,July-August,"Uttarakhand, Sikkim, Himachal Pradesh, Arunachal Pradesh, Meghalaya, Nagaland, Mizoram, Manipur, Tripura",
649,11650,Sporobolus africanus,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Sporobolus africanus (Poir.) Robyns & Tournay,,Herb,On roadside,It iss an invasive tussock grass.,March-September,Uttarakhand,
650,11651,Sporobolus capillaris,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Sporobolus capillaris Miq.,,Herb,,Weed of cultivated fields,July-February,"Karnataka, Maharashtra",
651,11652,Sporobolus coromandelianus,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Sporobolus coromandelianus (Retz.) Kunth,,Herb,Scrub jungles,Often on plains.,November-January,"Karnataka, Maharashtra",
652,11653,Sporobolus diander,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Sporobolus diandrus (Retz.) P.Beauv.,Drop seed Grass,Herb,Tropical moist deciduous forests and wasteland,Common along road-sides and in wastelands.,July-December,"Karnataka, Kerala, Maharashtra","A tufted grass. Leaves flat or involute; ligule a fringe of hairs. Panicle pyramidal; branches spreading, with many small spikelets arranged racemosely along the axis. Spikelets c. 1.5 mm. long. Stamens 2. Grain c. 0.6 mm. long, obovoid, coarsely pitted."
653,11654,Sporobolus fertilis,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Sporobolus fertilis (Steud.) Clayton,,Herb,"Moist and dry deciduous forestsB, also along the bnds of paddy fields",,June-December,"Andhra Pradesh, Karnataka, Kerala, Maharashtra",
654,11655,Sporobolus festivus,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Sporobolus festivus Hochst. ex A.Rich.,,Herb,,Rare in open grasslands on old and dilapidated walls,August-January,Maharashtra,
655,11656,Sporobolus hajrae,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Sporobolus hajrae P.Umam. & P.Daniel,,Herb,Sandy localities in plains,,,Tamil Nadu,
656,11657,Sporobolus helvolus,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Sporobolus helvolus (Trin.) T.Durand & Schinz,,Herb,,,November-December,Maharashtra,
657,11658,Sporobolus ioclados,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Sporobolus ioclados (Trin.) Nees,,Herb,,,,"Andhra Pradesh, Maharashtra",
658,11659,Sporobolus maderaspatanus,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Sporobolus maderaspatanus Bor,,Herb,,"Occasional on plains , common in wastelands or on the floor of scrub jungles.",July-December,"Andhra Pradesh, Telangana, Maharashtra",
659,11660,Sporobolus piliferus,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Sporobolus piliferus (Trin.) Kunth,,Herb,Grasslands,"Occasional on hills above 1200m, on exposed slopes, by rocks in thin layer of soil.",August-September,"Karnataka, Kerala, Maharashtra",
660,11661,Sporobolus spicatus,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Sporobolus spicatus (Vahl) Kunth,,Herb,,Often on plains and on stream banks.,,Karnataka,
661,11662,Sporobolus tenuissimus,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Sporobolus tenuissimus (Schrank.) Kuntze,,Herb,Tropical moist deciduous forests and grasslands,Rare along water courses,October-December,"Andhra Pradesh, Karnataka, Kerala, Maharashtra",
662,11663,Sporobolus tetragonus,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Sporobolus tetragonus Bor,,Herb,,Rare in cultivated fields,September-October,Maharashtra,
663,11664,Sporobolus tremulus,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Sporobolus virginicus (L.) Kunth,,Herb,,Occasional on fallow fields,,Karnataka,
664,11665,Sporobolus virginicus,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Sporobolus virginicus (L.) Kunth,,Herb,Grasslands and mangrove forests,,December-December,"Karnataka, Kerala, Maharashtra",
665,11666,Sporobolus wallichii,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Sporobolus wallichii Munro ex Thwaites,,Herb,,"Often on plains to about 1050m, on disturbed ground or exposed moist rocks, or on the floor of scrub jungles.",,"Andhra Pradesh, Karnataka, Odisha",
666,11667,Sprekelia formosissima,AMARYLLIDACEAE(Amaryllis Family),SUDARSHAN FAMILY (सुदर्शन फैमिली),Sprekelia formosissima (L.) Herb.,,Herb,,Cultivated,,,
667,11668,Stachyphrynium spicatum,MARANTACEAE(Arrowroot Family),TIKHOR FAMILY,Stachyphrynium spicatum (Roxb.) K.Schum.,,Herb,"Tropical moist deciduous forests, Tropical semi-evergreen forests",Not common. Grows as forest undergrowth.,March-August,"Karnataka, Kerala, Maharashtra, Andaman and Nicobar Islands","Small annual herb; Leaves oblong, long-pointed, base rounded; Flowers on long spikes."
668,11669,Stachys bikramii,LAMIACEAE(Mint Family),TULSI FAMILY (तुलसी फैमिली),Stachys melissifolia Benth.,,Herb,"Open grassy banks and meadows, among shrubs, Blue Pine forest, 2130 - 3800 m. altitude",,June-September,"Uttarakhand, Sikkim, Himachal Pradesh",Stems softly hairy; bracts as long as calyx
669,11670,Stachys sylvatica,LAMIACEAE(Mint Family),TULSI FAMILY (तुलसी फैमिली),Stachys sylvatica L.,"Hedge woundwort, Whitespot",Perennial herb,"Coniferous forests, thickets, alpine meadows; 1700 m.altitude",Sometimes cultivated as an ornamental.,July-August,Uttarakhand,
670,11671,Stachytarpheta cayennensis,VERBENACEAE(Verbena Or Vervain Family),SAGVAN FAMILY (सागवान फैमिली),Stachytarpheta cayennensis (Rich.) Vahl,,Shrub,Waste places,,December-March,Kerala,
671,11672,Stachytarpheta dichotoma,VERBENACEAE(Verbena Or Vervain Family),SAGVAN FAMILY (सागवान फैमिली),Stachytarpheta cayennensis (Rich.) Vahl,,Undershrub,,,,Kerala,
