,Plant_Id,Scientific_Name,Common_Name,Regional_Name,Category,Family,Light,Water,Primary_Grown_for,Flowering_Season,Foliage_Color,Height_or_Length,Spread_or_Width,Plant_Form,Lifespan,Special_Feature,Plant_Description,Growing_Tips,clean_info
2087,2598,Plumeria rubra light pink 07,"Plumeria Light Pink 7, Frangipani, Temple Tree, Flor De Mayo","Marathi - Khairchapha, Hindi - Chameli, Gul-e-chin, Bengali - Dalama Phula, Kannada - Kadusampage, Gujarati - Aholo Champo, Tamil - Perungali, Telugu - Arbataganneru",trees shrubs,apocynaceae plumeria oleander family,"Sun growing, Semi shade","Normal, Can tolerate less, Can tolerate more",Flowers,yeararound flowering flowers flushes throughout year,green,6 to 8 meters,6 to 8 meters,spreading upright erect,,fragrant flowers leaves auspicious feng shui plant plant puja prayer flower leaves good screening attracts birds attracts butterflies attracts bees animals not eat recommended creating shade quick growing trees suitable road median planting salt salinity tolerant good seaside must farm house big gardens,beautiful light pink variety flowers light pink almost white centers yellow flowers medium medium sized bunches plants vigorous large leaves grow big plumerias become popular long blooming time pretty flowers generally scented hibiscus lot confusion regarding names plumerias especially various hybrids available source gives names names vary region region country country given numbers per color ease classification plumerias beautiful flowering trees south america adapted well climate much fact common people not even know come far away land plants thick fleshy stems broad simple leaves stems trunk get twisted garnled look old flowers borne huge terminal trusses generally foliage,plumerias hardy plants grow range soils well known tenacity ability grow poor soils varieties drop leaves especially not irrigated winter regular fertilizer application good soils make plants grow better plants require regular pruning stay shape pruning done flower flush plumerias grow well absolutely kinds soils grown pots well ground plumerias go without water long periods time however regular irrigation hot summer growing months make bloom better fresher looking crown cut back getting big plants grow flower well containers well choose large sizes optimum growth not fertilize plants put leaves soft growth bit starvation makes flower more,"Plumeria rubra light pink 07 Plumeria Light Pink 7, Frangipani, Temple Tree, Flor De Mayo trees shrubs apocynaceae plumeria oleander family Sun growing, Semi shade Normal, Can tolerate less, Can tolerate more Flowers yeararound flowering flowers flushes throughout yeargreen 6 to 8 meters 6 to 8 meters spreading upright erect  fragrant flowers leaves auspicious feng shui plant plant puja prayer flower leaves good screening attracts birds attracts butterflies attracts bees animals not eat recommended creating shade quick growing trees suitable road median planting salt salinity tolerant good seaside must farm house big gardens plumerias hardy plants grow range soils well known tenacity ability grow poor soils varieties drop leaves especially not irrigated winter regular fertilizer application good soils make plants grow better plants require regular pruning stay shape pruning done flower flush plumerias grow well absolutely kinds soils grown pots well ground plumerias go without water long periods time however regular irrigation hot summer growing months make bloom better fresher looking crown cut back getting big plants grow flower well containers well choose large sizes optimum growth not fertilize plants put leaves soft growth bit starvation makes flower more"
2088,2599,Plumeria rubra light pink 08,"Plumeria Light Pink 8, Frangipani, Temple Tree, Flor De Mayo","Marathi - Khairchampa, Hindi - Chameli, Gul-e-chin, Bengali - Dalama Phula, Kannada - Kadusampage, Gujarati - Aholo Champo, Tamil - Perungali, Telugu - Arbataganneru",trees shrubs,apocynaceae plumeria oleander family,"Sun growing, Semi shade","Normal, Can tolerate less, Can tolerate more",Flowers,yeararound flowering flowers flushes throughout year,green,6 to 8 meters,6 to 8 meters,spreading upright erect,,fragrant flowers leaves auspicious feng shui plant plant puja prayer flower leaves good screening attracts birds attracts butterflies attracts bees animals not eat recommended creating shade quick growing trees suitable road median planting salt salinity tolerant good seaside must farm house big gardens,variety similar 7 petals broader beautiful light pink variety flowers light pink white centers yellow flowers medium medium sized bunches plants vigorous large leaves grow big plumerias become popular long blooming time pretty flowers generally scented hibiscus lot confusion regarding names plumerias especially various hybrids available source gives names names vary region region country country given numbers per color ease classification plumerias beautiful flowering trees south america adapted well climate much fact common people not even know come far away land plants thick fleshy stems broad simple leaves stems trunk get twisted garnled look old flowers borne huge terminal trusses generally foliage,plumerias hardy plants grow range soils well known tenacity ability grow poor soils varieties drop leaves especially not irrigated winter regular fertilizer application good soils make plants grow better plants require regular pruning stay shape pruning done flower flush plumerias grow well absolutely kinds soils grown pots well ground plumerias go without water long periods time however regular irrigation hot summer growing months make bloom better fresher looking crown cut back getting big plants grow flower well containers well choose large sizes optimum growth not fertilize plants put leaves soft growth bit starvation makes flower more,"Plumeria rubra light pink 08 Plumeria Light Pink 8, Frangipani, Temple Tree, Flor De Mayo trees shrubs apocynaceae plumeria oleander family Sun growing, Semi shade Normal, Can tolerate less, Can tolerate more Flowers yeararound flowering flowers flushes throughout yeargreen 6 to 8 meters 6 to 8 meters spreading upright erect  fragrant flowers leaves auspicious feng shui plant plant puja prayer flower leaves good screening attracts birds attracts butterflies attracts bees animals not eat recommended creating shade quick growing trees suitable road median planting salt salinity tolerant good seaside must farm house big gardens plumerias hardy plants grow range soils well known tenacity ability grow poor soils varieties drop leaves especially not irrigated winter regular fertilizer application good soils make plants grow better plants require regular pruning stay shape pruning done flower flush plumerias grow well absolutely kinds soils grown pots well ground plumerias go without water long periods time however regular irrigation hot summer growing months make bloom better fresher looking crown cut back getting big plants grow flower well containers well choose large sizes optimum growth not fertilize plants put leaves soft growth bit starvation makes flower more"
2089,2600,Plumeria rubra light pink 09,"Plumeria Light Pink 9, Frangipani, Temple Tree, Flor De Mayo","Marathi - Khairchapha, Hindi - Chameli, Gul-e-chin, Bengali - Dalama Phula, Kannada - Kadusampage, Gujarati - Aholo Champo, Tamil - Perungali, Telugu - Arbataganneru",trees shrubs,apocynaceae plumeria oleander family,"Sun growing, Semi shade","Normal, Can tolerate less, Can tolerate more",Flowers,yeararound flowering flowers flushes throughout year,green,6 to 8 meters,6 to 8 meters,spreading upright erect,,fragrant flowers leaves auspicious feng shui plant plant puja prayer flower leaves good screening attracts birds attracts butterflies attracts bees animals not eat recommended creating shade quick growing trees suitable road median planting salt salinity tolerant good seaside must farm house big gardens,light pink variety yellow centers petals almost white pink edges tips flowers medium small relatively compact variety plumerias become popular long blooming time pretty flowers generally scented hibiscus lot confusion regarding names plumerias especially various hybrids available source gives names names vary region region country country given numbers per color ease classification plumerias beautiful flowering trees south america adapted well climate much fact common people not even know come far away land plants thick fleshy stems broad simple leaves stems trunk get twisted garnled look old flowers borne huge terminal trusses generally foliage,plumerias hardy plants grow range soils well known tenacity ability grow poor soils varieties drop leaves especially not irrigated winter regular fertilizer application good soils make plants grow better plants require regular pruning stay shape pruning done flower flush plumerias grow well absolutely kinds soils grown pots well ground plumerias go without water long periods time however regular irrigation hot summer growing months make bloom better fresher looking crown cut back getting big plants grow flower well containers well choose large sizes optimum growth not fertilize plants put leaves soft growth bit starvation makes flower more,"Plumeria rubra light pink 09 Plumeria Light Pink 9, Frangipani, Temple Tree, Flor De Mayo trees shrubs apocynaceae plumeria oleander family Sun growing, Semi shade Normal, Can tolerate less, Can tolerate more Flowers yeararound flowering flowers flushes throughout yeargreen 6 to 8 meters 6 to 8 meters spreading upright erect  fragrant flowers leaves auspicious feng shui plant plant puja prayer flower leaves good screening attracts birds attracts butterflies attracts bees animals not eat recommended creating shade quick growing trees suitable road median planting salt salinity tolerant good seaside must farm house big gardens plumerias hardy plants grow range soils well known tenacity ability grow poor soils varieties drop leaves especially not irrigated winter regular fertilizer application good soils make plants grow better plants require regular pruning stay shape pruning done flower flush plumerias grow well absolutely kinds soils grown pots well ground plumerias go without water long periods time however regular irrigation hot summer growing months make bloom better fresher looking crown cut back getting big plants grow flower well containers well choose large sizes optimum growth not fertilize plants put leaves soft growth bit starvation makes flower more"
2090,2601,Plumeria rubra light pink 12,"Plumeria Light Pink 12, Frangipani, Temple Tree, Flor De Mayo","Marathi - Khairchapha, Hindi - Chameli, Gul-e-chin, Bengali - Dalama Phula, Kannada - Kadusampage, Gujarati - Aholo Champo, Tamil - Perungali, Telugu - Arbataganneru",trees shrubs,apocynaceae plumeria oleander family,"Sun growing, Semi shade","Normal, Can tolerate less, Can tolerate more",Flowers,yeararound flowering flowers flushes throughout year,green,6 to 8 meters,6 to 8 meters,spreading upright erect,,fragrant flowers leaves auspicious feng shui plant plant puja prayer flower leaves good screening attracts birds attracts butterflies attracts bees animals not eat recommended creating shade quick growing trees suitable road median planting salt salinity tolerant good seaside must farm house big gardens,pure light pink variety flowers huge five inches across delicate pink colored petals wavy margins petals narrow long long plants leaves grow big plumerias become popular long blooming time pretty flowers generally scented hibiscus lot confusion regarding names plumerias especially various hybrids available source gives names names vary region region country country given numbers per color ease classification plumerias beautiful flowering trees south america adapted well climate much fact common people not even know come far away land plants thick fleshy stems broad simple leaves stems trunk get twisted garnled look old flowers borne huge terminal trusses generally foliage,plumerias hardy plants grow range soils well known tenacity ability grow poor soils varieties drop leaves especially not irrigated winter regular fertilizer application good soils make plants grow better plants require regular pruning stay shape pruning done flower flush plumerias grow well absolutely kinds soils grown pots well ground plumerias go without water long periods time however regular irrigation hot summer growing months make bloom better fresher looking crown cut back getting big plants grow flower well containers well choose large sizes optimum growth not fertilize plants put leaves soft growth bit starvation makes flower more,"Plumeria rubra light pink 12 Plumeria Light Pink 12, Frangipani, Temple Tree, Flor De Mayo trees shrubs apocynaceae plumeria oleander family Sun growing, Semi shade Normal, Can tolerate less, Can tolerate more Flowers yeararound flowering flowers flushes throughout yeargreen 6 to 8 meters 6 to 8 meters spreading upright erect  fragrant flowers leaves auspicious feng shui plant plant puja prayer flower leaves good screening attracts birds attracts butterflies attracts bees animals not eat recommended creating shade quick growing trees suitable road median planting salt salinity tolerant good seaside must farm house big gardens plumerias hardy plants grow range soils well known tenacity ability grow poor soils varieties drop leaves especially not irrigated winter regular fertilizer application good soils make plants grow better plants require regular pruning stay shape pruning done flower flush plumerias grow well absolutely kinds soils grown pots well ground plumerias go without water long periods time however regular irrigation hot summer growing months make bloom better fresher looking crown cut back getting big plants grow flower well containers well choose large sizes optimum growth not fertilize plants put leaves soft growth bit starvation makes flower more"
2091,2602,Plumeria rubra dark pink 02,"Plumeria Dark Pink 2, Frangipani, Temple Tree","Marathi - Khairchapha, Hindi - Chameli, Gul-e-chin, Bengali - Dalama Phula, Kannada - Kadusampage, Gujarati - Aholo Champo, Tamil - Perungali, Telugu - Arbataganneru",trees shrubs,apocynaceae plumeria oleander family,"Sun growing, Semi shade","Normal, Can tolerate less, Can tolerate more",Flowers,yeararound flowering flowers flushes throughout year,green,6 to 8 meters,6 to 8 meters,spreading upright erect,,fragrant flowers leaves auspicious feng shui plant plant puja prayer flower leaves good screening attracts birds attracts butterflies attracts bees animals not eat recommended creating shade quick growing trees suitable road median planting salt salinity tolerant good seaside must farm house big gardens,flowers large dark pink yellow orange centers petals broad plants large leaves grow big plumerias become popular long blooming time pretty flowers generally scented hibiscus lot confusion regarding names plumerias especially various hybrids available source gives names names vary region region country country given numbers per color ease classification plumerias beautiful flowering trees south america adapted well climate much fact common people not even know come far away land plants thick fleshy stems broad simple leaves stems trunk get twisted garnled look old flowers borne huge terminal trusses generally foliage,plumerias hardy plants grow range soils well known tenacity ability grow poor soils varieties drop leaves especially not irrigated winter regular fertilizer application good soils make plants grow better plants require regular pruning stay shape pruning done flower flush plumerias grow well absolutely kinds soils grown pots well ground plumerias go without water long periods time however regular irrigation hot summer growing months make bloom better fresher looking crown cut back getting big plants grow flower well containers well choose large sizes optimum growth not fertilize plants put leaves soft growth bit starvation makes flower more,"Plumeria rubra dark pink 02 Plumeria Dark Pink 2, Frangipani, Temple Tree trees shrubs apocynaceae plumeria oleander family Sun growing, Semi shade Normal, Can tolerate less, Can tolerate more Flowers yeararound flowering flowers flushes throughout yeargreen 6 to 8 meters 6 to 8 meters spreading upright erect  fragrant flowers leaves auspicious feng shui plant plant puja prayer flower leaves good screening attracts birds attracts butterflies attracts bees animals not eat recommended creating shade quick growing trees suitable road median planting salt salinity tolerant good seaside must farm house big gardens plumerias hardy plants grow range soils well known tenacity ability grow poor soils varieties drop leaves especially not irrigated winter regular fertilizer application good soils make plants grow better plants require regular pruning stay shape pruning done flower flush plumerias grow well absolutely kinds soils grown pots well ground plumerias go without water long periods time however regular irrigation hot summer growing months make bloom better fresher looking crown cut back getting big plants grow flower well containers well choose large sizes optimum growth not fertilize plants put leaves soft growth bit starvation makes flower more"
2092,2603,Plumeria rubra dark pink 04,"Plumeria Dark Pink 4, Frangipani, Temple Tree","Marathi - Khairchapha, Hindi - Chameli, Gul-e-chin, Bengali - Dalama Phula, Kannada - Kadusampage, Gujarati - Aholo Champo, Tamil - Perungali, Telugu - Arbataganneru",trees shrubs,apocynaceae plumeria oleander family,"Sun growing, Semi shade","Normal, Can tolerate less, Can tolerate more",Flowers,yeararound flowering flowers flushes throughout year,green,6 to 8 meters,6 to 8 meters,spreading upright erect,,fragrant flowers leaves auspicious feng shui plant plant puja prayer flower leaves good screening attracts birds attracts butterflies attracts bees animals not eat recommended creating shade quick growing trees suitable road median planting salt salinity tolerant good seaside must farm house big gardens,dark pink variety flowers not open completely bunches huge plants leaves medium sized plumerias become popular long blooming time pretty flowers generally scented hibiscus lot confusion regarding names plumerias especially various hybrids available source gives names names vary region region country country given numbers per color ease classification plumerias beautiful flowering trees south america adapted well climate much fact common people not even know come far away land plants thick fleshy stems broad simple leaves stems trunk get twisted garnled look old flowers borne huge terminal trusses generally foliage,plumerias hardy plants grow range soils well known tenacity ability grow poor soils varieties drop leaves especially not irrigated winter regular fertilizer application good soils make plants grow better plants require regular pruning stay shape pruning done flower flush plumerias grow well absolutely kinds soils grown pots well ground plumerias go without water long periods time however regular irrigation hot summer growing months make bloom better fresher looking crown cut back getting big plants grow flower well containers well choose large sizes optimum growth not fertilize plants put leaves soft growth bit starvation makes flower more,"Plumeria rubra dark pink 04 Plumeria Dark Pink 4, Frangipani, Temple Tree trees shrubs apocynaceae plumeria oleander family Sun growing, Semi shade Normal, Can tolerate less, Can tolerate more Flowers yeararound flowering flowers flushes throughout yeargreen 6 to 8 meters 6 to 8 meters spreading upright erect  fragrant flowers leaves auspicious feng shui plant plant puja prayer flower leaves good screening attracts birds attracts butterflies attracts bees animals not eat recommended creating shade quick growing trees suitable road median planting salt salinity tolerant good seaside must farm house big gardens plumerias hardy plants grow range soils well known tenacity ability grow poor soils varieties drop leaves especially not irrigated winter regular fertilizer application good soils make plants grow better plants require regular pruning stay shape pruning done flower flush plumerias grow well absolutely kinds soils grown pots well ground plumerias go without water long periods time however regular irrigation hot summer growing months make bloom better fresher looking crown cut back getting big plants grow flower well containers well choose large sizes optimum growth not fertilize plants put leaves soft growth bit starvation makes flower more"
2093,2604,Plumeria rubra dark pink 05,"Plumeria Dark Pink 5, Frangipani, Temple Tree","Marathi - Khairchapha, Hindi - Chameli, Gul-e-chin, Bengali - Dalama Phula, Kannada - Kadusampage, Gujarati - Aholo Champo, Tamil - Perungali, Telugu - Arbataganneru",trees shrubs,apocynaceae plumeria oleander family,"Sun growing, Semi shade","Normal, Can tolerate less, Can tolerate more",Flowers,yeararound flowering flowers flushes throughout year,green,6 to 8 meters,6 to 8 meters,spreading upright erect,,fragrant flowers leaves auspicious feng shui plant plant puja prayer flower leaves good screening attracts birds attracts butterflies attracts bees animals not eat recommended creating shade quick growing trees suitable road median planting salt salinity tolerant good seaside must farm house big gardens,dark pink variety oblong petals not lap flowers medium bunches back petals photograph striped flowers small dark pink whitish tinge gives metallic hue leaves small plants compact plumerias become popular long blooming time pretty flowers generally scented hibiscus lot confusion regarding names plumerias especially various hybrids available source gives names names vary region region country country given numbers per color ease classification plumerias beautiful flowering trees south america adapted well climate much fact common people not even know come far away land plants thick fleshy stems broad simple leaves stems trunk get twisted garnled look old flowers borne huge terminal trusses generally foliage,plumerias hardy plants grow range soils well known tenacity ability grow poor soils varieties drop leaves especially not irrigated winter regular fertilizer application good soils make plants grow better plants require regular pruning stay shape pruning done flower flush plumerias grow well absolutely kinds soils grown pots well ground plumerias go without water long periods time however regular irrigation hot summer growing months make bloom better fresher looking crown cut back getting big plants grow flower well containers well choose large sizes optimum growth not fertilize plants put leaves soft growth bit starvation makes flower more,"Plumeria rubra dark pink 05 Plumeria Dark Pink 5, Frangipani, Temple Tree trees shrubs apocynaceae plumeria oleander family Sun growing, Semi shade Normal, Can tolerate less, Can tolerate more Flowers yeararound flowering flowers flushes throughout yeargreen 6 to 8 meters 6 to 8 meters spreading upright erect  fragrant flowers leaves auspicious feng shui plant plant puja prayer flower leaves good screening attracts birds attracts butterflies attracts bees animals not eat recommended creating shade quick growing trees suitable road median planting salt salinity tolerant good seaside must farm house big gardens plumerias hardy plants grow range soils well known tenacity ability grow poor soils varieties drop leaves especially not irrigated winter regular fertilizer application good soils make plants grow better plants require regular pruning stay shape pruning done flower flush plumerias grow well absolutely kinds soils grown pots well ground plumerias go without water long periods time however regular irrigation hot summer growing months make bloom better fresher looking crown cut back getting big plants grow flower well containers well choose large sizes optimum growth not fertilize plants put leaves soft growth bit starvation makes flower more"
2094,2605,Plumeria rubra dark pink 06,"Piumeria Dark Pink 6, Frangipani, Temple Tree","Marathi - Khairchapha, Hindi - Chameli, Gul-e-chin, Bengali - Dalama Phula, Kannada - Kadusampage, Gujarati - Aholo Champo, Tamil - Perungali, Telugu - Arbataganneru",trees shrubs,apocynaceae plumeria oleander family,"Sun growing, Semi shade","Normal, Can tolerate less, Can tolerate more",Flowers,yeararound flowering flowers flushes throughout year,green,6 to 8 meters,6 to 8 meters,spreading upright erect,,fragrant flowers leaves auspicious feng shui plant plant puja prayer flower leaves good screening attracts birds attracts butterflies attracts bees animals not eat recommended creating shade quick growing trees suitable road median planting salt salinity tolerant good seaside must farm house big gardens,pure dark pink variety flower color solid bunches relatively sparse worth unique color large size petals narrow long long plants leaves grow big plumerias become popular long blooming time pretty flowers generally scented hibiscus lot confusion regarding names plumerias especially various hybrids available source gives names names vary region region country country given numbers per color ease classification plumerias beautiful flowering trees south america adapted well climate much fact common people not even know come far away land plants thick fleshy stems broad simple leaves stems trunk get twisted garnled look old flowers borne huge terminal trusses generally foliage,plumerias hardy plants grow range soils well known tenacity ability grow poor soils varieties drop leaves especially not irrigated winter regular fertilizer application good soils make plants grow better plants require regular pruning stay shape pruning done flower flush plumerias grow well absolutely kinds soils grown pots well ground plumerias go without water long periods time however regular irrigation hot summer growing months make bloom better fresher looking crown cut back getting big plants grow flower well containers well choose large sizes optimum growth not fertilize plants put leaves soft growth bit starvation makes flower more,"Plumeria rubra dark pink 06 Piumeria Dark Pink 6, Frangipani, Temple Tree trees shrubs apocynaceae plumeria oleander family Sun growing, Semi shade Normal, Can tolerate less, Can tolerate more Flowers yeararound flowering flowers flushes throughout yeargreen 6 to 8 meters 6 to 8 meters spreading upright erect  fragrant flowers leaves auspicious feng shui plant plant puja prayer flower leaves good screening attracts birds attracts butterflies attracts bees animals not eat recommended creating shade quick growing trees suitable road median planting salt salinity tolerant good seaside must farm house big gardens plumerias hardy plants grow range soils well known tenacity ability grow poor soils varieties drop leaves especially not irrigated winter regular fertilizer application good soils make plants grow better plants require regular pruning stay shape pruning done flower flush plumerias grow well absolutely kinds soils grown pots well ground plumerias go without water long periods time however regular irrigation hot summer growing months make bloom better fresher looking crown cut back getting big plants grow flower well containers well choose large sizes optimum growth not fertilize plants put leaves soft growth bit starvation makes flower more"
2095,2606,Plumeria rubra dark pink 07,"Plumeria Dark Pink 7, Frangipani, Temple Tree","Marathi - Khairchapha, Hindi - Chameli, Gul-e-chin, Bengali - Dalama Phula, Kannada - Kadusampage, Gujarati - Aholo Champo, Tamil - Perungali, Telugu - Arbataganneru",trees shrubs,apocynaceae plumeria oleander family,"Sun growing, Semi shade","Normal, Can tolerate less, Can tolerate more",Flowers,yeararound flowering flowers flushes throughout year,green,6 to 8 meters,6 to 8 meters,spreading upright erect,,fragrant flowers leaves auspicious feng shui plant plant puja prayer flower leaves good screening attracts birds attracts butterflies attracts bees animals not eat recommended creating shade quick growing trees suitable road median planting salt salinity tolerant good seaside must farm house big gardens,flowers huge broad lapping petals almost round like allamanda flowers petals three toned dark pink light pink tinge orange yellow centers shy bloomer plants grow big plumerias become popular long blooming time pretty flowers generally scented hibiscus lot confusion regarding names plumerias especially various hybrids available source gives names names vary region region country country given numbers per color ease classification plumerias beautiful flowering trees south america adapted well climate much fact common people not even know come far away land plants thick fleshy stems broad simple leaves stems trunk get twisted garnled look old flowers borne huge terminal trusses generally foliage,plumerias hardy plants grow range soils well known tenacity ability grow poor soils varieties drop leaves especially not irrigated winter regular fertilizer application good soils make plants grow better plants require regular pruning stay shape pruning done flower flush plumerias grow well absolutely kinds soils grown pots well ground plumerias go without water long periods time however regular irrigation hot summer growing months make bloom better fresher looking crown cut back getting big plants grow flower well containers well choose large sizes optimum growth not fertilize plants put leaves soft growth bit starvation makes flower more,"Plumeria rubra dark pink 07 Plumeria Dark Pink 7, Frangipani, Temple Tree trees shrubs apocynaceae plumeria oleander family Sun growing, Semi shade Normal, Can tolerate less, Can tolerate more Flowers yeararound flowering flowers flushes throughout yeargreen 6 to 8 meters 6 to 8 meters spreading upright erect  fragrant flowers leaves auspicious feng shui plant plant puja prayer flower leaves good screening attracts birds attracts butterflies attracts bees animals not eat recommended creating shade quick growing trees suitable road median planting salt salinity tolerant good seaside must farm house big gardens plumerias hardy plants grow range soils well known tenacity ability grow poor soils varieties drop leaves especially not irrigated winter regular fertilizer application good soils make plants grow better plants require regular pruning stay shape pruning done flower flush plumerias grow well absolutely kinds soils grown pots well ground plumerias go without water long periods time however regular irrigation hot summer growing months make bloom better fresher looking crown cut back getting big plants grow flower well containers well choose large sizes optimum growth not fertilize plants put leaves soft growth bit starvation makes flower more"
2096,2607,Plumeria rubra yellow orange 01,"Plumeria Yellow Orange 1, Frangipani, Temple Tree, Flor De Mayo","Marathi - Khairchapha, Hindi - Chameli, Gul-e-chin, Bengali - Dalama Phula, Kannada - Kadusampage, Gujarati - Aholo Champo, Tamil - Perungali, Telugu - Arbataganneru",trees shrubs,apocynaceae plumeria oleander family,"Sun growing, Semi shade","Normal, Can tolerate less, Can tolerate more",Flowers,yeararound flowering flowers flushes throughout year,green,6 to 8 meters,6 to 8 meters,spreading upright erect,,fragrant flowers leaves auspicious feng shui plant plant puja prayer flower leaves good screening attracts birds attracts butterflies attracts bees animals not eat recommended creating shade quick growing trees suitable road median planting salt salinity tolerant good seaside,yellow orange variety mostly chrome yellow flowers tinge orange flowers medium large bunches plumerias become popular long blooming time pretty flowers generally scented hibiscus lot confusion regarding names plumerias especially various hybrids available source gives names names vary region region country country given numbers per color ease classification plumerias beautiful flowering trees south america adapted well climate much fact common people not even know come far away land plants thick fleshy stems broad simple leaves stems trunk get twisted garnled look old flowers borne huge terminal trusses generally foliage,plumerias hardy plants grow range soils well known tenacity ability grow poor soils varieties drop leaves especially not irrigated winter regular fertilizer application good soils make plants grow better plants require regular pruning stay shape pruning done flower flush plumerias grow well absolutely kinds soils grown pots well ground plumerias go without water long periods time however regular irrigation hot summer growing months make bloom better fresher looking crown cut back getting big plants grow flower well containers well choose large sizes optimum growth not fertilize plants put leaves soft growth bit starvation makes flower more,"Plumeria rubra yellow orange 01 Plumeria Yellow Orange 1, Frangipani, Temple Tree, Flor De Mayo trees shrubs apocynaceae plumeria oleander family Sun growing, Semi shade Normal, Can tolerate less, Can tolerate more Flowers yeararound flowering flowers flushes throughout yeargreen 6 to 8 meters 6 to 8 meters spreading upright erect  fragrant flowers leaves auspicious feng shui plant plant puja prayer flower leaves good screening attracts birds attracts butterflies attracts bees animals not eat recommended creating shade quick growing trees suitable road median planting salt salinity tolerant good seaside plumerias hardy plants grow range soils well known tenacity ability grow poor soils varieties drop leaves especially not irrigated winter regular fertilizer application good soils make plants grow better plants require regular pruning stay shape pruning done flower flush plumerias grow well absolutely kinds soils grown pots well ground plumerias go without water long periods time however regular irrigation hot summer growing months make bloom better fresher looking crown cut back getting big plants grow flower well containers well choose large sizes optimum growth not fertilize plants put leaves soft growth bit starvation makes flower more"
2097,2608,Plumeria rubra yellow orange 03,"Plumeria Yellow Orange 3, Frangipani, Temple Tree, Flor De Mayo","Marathi - Khairchapha, Hindi - Chameli, Gul-e-chin, Bengali - Dalama Phula, Kannada - Kadusampage, Gujarati - Aholo Champo, Tamil - Perungali, Telugu - Arbataganneru",trees shrubs,apocynaceae plumeria oleander family,"Sun growing, Semi shade","Normal, Can tolerate less, Can tolerate more",Flowers,yeararound flowering flowers flushes throughout year,green,6 to 8 meters,6 to 8 meters,spreading upright erect,,fragrant flowers leaves auspicious feng shui plant plant puja prayer flower leaves good screening attracts birds attracts butterflies attracts bees animals not eat recommended creating shade quick growing trees suitable road median planting salt salinity tolerant good seaside must farm house big gardens,yellow orange variety mostly chrome yellow flowers tinge orange pink petals narrow compared 2 coloration similar flowers medium large bunches plumerias become popular long blooming time pretty flowers generally scented hibiscus lot confusion regarding names plumerias especially various hybrids available source gives names names vary region region country country given numbers per color ease classification plumerias beautiful flowering trees south america adapted well climate much fact common people not even know come far away land plants thick fleshy stems broad simple leaves stems trunk get twisted garnled look old flowers borne huge terminal trusses generally foliage,plumerias hardy plants grow range soils well known tenacity ability grow poor soils varieties drop leaves especially not irrigated winter regular fertilizer application good soils make plants grow better plants require regular pruning stay shape pruning done flower flush plumerias grow well absolutely kinds soils grown pots well ground plumerias go without water long periods time however regular irrigation hot summer growing months make bloom better fresher looking crown cut back getting big plants grow flower well containers well choose large sizes optimum growth not fertilize plants put leaves soft growth bit starvation makes flower more,"Plumeria rubra yellow orange 03 Plumeria Yellow Orange 3, Frangipani, Temple Tree, Flor De Mayo trees shrubs apocynaceae plumeria oleander family Sun growing, Semi shade Normal, Can tolerate less, Can tolerate more Flowers yeararound flowering flowers flushes throughout yeargreen 6 to 8 meters 6 to 8 meters spreading upright erect  fragrant flowers leaves auspicious feng shui plant plant puja prayer flower leaves good screening attracts birds attracts butterflies attracts bees animals not eat recommended creating shade quick growing trees suitable road median planting salt salinity tolerant good seaside must farm house big gardens plumerias hardy plants grow range soils well known tenacity ability grow poor soils varieties drop leaves especially not irrigated winter regular fertilizer application good soils make plants grow better plants require regular pruning stay shape pruning done flower flush plumerias grow well absolutely kinds soils grown pots well ground plumerias go without water long periods time however regular irrigation hot summer growing months make bloom better fresher looking crown cut back getting big plants grow flower well containers well choose large sizes optimum growth not fertilize plants put leaves soft growth bit starvation makes flower more"
