Plant_Id,Scientific_Name,Common_Name,Regional_Name,Category,Family,Light,Water,Primary_Grown_for,Flowering_Season,Foliage_Color,Height_or_Length,Spread_or_Width,Plant_Form,Lifespan,Special_Feature,Plant_Description,Growing_Tips,Image_Paths
1459,Petunia grandiflora,Petunia Large Flowered,"Hindi, Marathi - Petunia","Flowering Pot Plants, Groundcovers",Solanaceae or Potato family,Sun growing,Normal,Flowers,Year-around flowering,Green,Less than 50 cms,Less than 50 cms,Low spreading,,"Fragrant flowers or leaves, Good for Edges ie very small hedge or border, Attracts bees, Suitable for road median planting, Hanging or weeping growth habit","Petunias are the worlds most popular bedding plants for growing in full sunlight., The grandifloras are the ones with the largest and most showy individual flowers., They can be grown throughout the year - Except for periods of very heavy rain and vary hot and dry summers., Plants do not tolerate rain and very heavy overhead watering.","Petunias are flower machines., It is amazing - that they can convert food from so few leaves - into so much color!, For this they require excellent soil preperation., Plants can be planted at 30 cms spacing., Soil drainage and fertility has to be excellent., Planting out green plants before the first flowers show - is always a good ideea. Plants can then grow to their maximum potential., Petunias are self cleaning and do not require any trimming or cleaning., Regular fertilizer application is required to the flowers to keep on coming., The best time to plant them out is after the rains when the winter is setting in or in spring., They can be planted in summer too - but require regular irrigation., Plants do not tolerate rain and very heavy overhead watering.","['Scraped_Images/1459_Petunia grandiflora/Petunia grandiflora_3.jpg', 'Scraped_Images/1459_Petunia grandiflora/Petunia grandiflora_1.jpg', 'Scraped_Images/1459_Petunia grandiflora/Petunia grandiflora_4.jpg', 'Scraped_Images/1459_Petunia grandiflora/Petunia grandiflora_2.jpg', 'Scraped_Images/1459_Petunia grandiflora/Petunia grandiflora_0.jpg']"
1460,Zinnia x hybrida white,Zinnia Mini White,,"Flowering Pot Plants, Groundcovers",Compositae or Sunflower family,Sun growing,"Normal, Can tolerate more",Flowers,"Year-around flowering, Flowers in flushes throughout the year",Green,Less than 50 cms,Less than 50 cms,Spreading,,"Plant for puja or prayer flower or leaves, Good for Edges ie very small hedge or border",These dwarf zinnia are excellent bedding plants. The seeds fall down and germinate. This keeps the beds blooming for several months.,"Plants grow shorter and flower more in direct sunlight., Very dry air causes the tender petals to curl up., Ensure that the planting medium is made very well. As mentioned above the seeds fall and germinate. In order to make this possible the soil has to be very good. There should be lots of organic matter in the soil. It is advisable there there is a thin mulch of coco chips or dry leaves on the soil., Plant the plants at 20 x 20 cms spacing., Regular liquid fertilizer will help keep the color going strong.","['Scraped_Images/1460_Zinnia x hybrida white/Zinnia x hybrida white_0.jpg', 'Scraped_Images/1460_Zinnia x hybrida white/Zinnia x hybrida white_3.jpg', 'Scraped_Images/1460_Zinnia x hybrida white/Zinnia x hybrida white_2.jpg', 'Scraped_Images/1460_Zinnia x hybrida white/Zinnia x hybrida white_4.jpg', 'Scraped_Images/1460_Zinnia x hybrida white/Zinnia x hybrida white_1.jpg']"
1461,Agave attenuata,"Agave Dragon Tree, Fox Tail Agave","Hindi - Kantala, Bengali - Bilatipat, Gujarati - Jangli-kunvara, Kannada - Bhuttale, Malayalam - Panamkattazha, Marathi - Ghaypat, Punjabi - Wilayati Kaithalu, Sanskrit - Kalakantala, Tamil - Aanaikathaalai",Cacti & Succulents,Amarylidaceae or Agave or Amaryllis family,"Sun growing, Semi shade","Can tolerate less, Requires less",Foliage,Flowers once in many years,Green,50 cms to 100 cms,50 cms to 100 cms,"Irregular, Spherical or rounded, Spreading",,"Attracts bees, Animals will not eat, Thorny or Spiny, Suitable for road median planting, Salt or salinity tolerant, Good on seaside","The non agave like agave comes from the mountains of central Mexico. It is a beautiful thornless agave. The leaves are broad, stout, well shaped and bluish green in color. Plants sucker profusely and form clumps - 5 feet tall and 5 feet in diameter. Blooms start when plants are older than 10 years. Yellow-green flowers. Flower stalk-7-13 feet is graceful and rounded like a fox's tail.",Full sun is recommended but plants will grow well even of they get four hours of direct sunlight in a day. In case of partial sun - do rotate the plants every month as this will enable even light and even rounded growth. Sand should be added in potting mix for good drainage. Bone meal is good for these plants. Can tolerate very low humidity.,"['Scraped_Images/1461_Agave attenuata/Agave attenuata_2.jpg', 'Scraped_Images/1461_Agave attenuata/Agave attenuata_1.jpg', 'Scraped_Images/1461_Agave attenuata/Agave attenuata_4.jpg', 'Scraped_Images/1461_Agave attenuata/Agave attenuata_3.jpg', 'Scraped_Images/1461_Agave attenuata/Agave attenuata_0.jpg']"
1462,Euphorbia trigona rubra,"Euphorbia Trigona Rubra, African Milk Tree, Abyssinian Euphorbia",,"Cacti & Succulents, Shrubs",Euphorbiaceae or Poinsettia family,"Sun growing, Semi shade",Normal,Foliage,Flowers are inconspicuous,"Variegated, Green, Red, Blue Grey or Silver",2 to 4 meters,1 to 2 meters,Upright or Erect,,"Good for screening, Good for Hedges and Borders, Animals will not eat, Thorny or Spiny, Suitable for road median planting, Salt or salinity tolerant","Nation-Tropical Westrn Africa, Three angled stems, Spiny shrub-6 feet tall, Dark green stems with contrasting wavy bands down the side, Red leaves","Full sun-min 4 hours of sunlight, Sand in potting mix, Bone meal good","['Scraped_Images/1462_Euphorbia trigona rubra/Euphorbia trigona rubra_2.jpg', 'Scraped_Images/1462_Euphorbia trigona rubra/Euphorbia trigona rubra_3.jpg', 'Scraped_Images/1462_Euphorbia trigona rubra/Euphorbia trigona rubra_0.jpg', 'Scraped_Images/1462_Euphorbia trigona rubra/Euphorbia trigona rubra_1.jpg', 'Scraped_Images/1462_Euphorbia trigona rubra/Euphorbia trigona rubra_4.jpg']"
1465,Thunbergia laurifolia,Thunbergia Blue,Marathi - Nila Thumbergia,"Climbers, Creepers & Vines",,"Sun growing, Semi shade","Normal, Can tolerate more",Flowers,"Year-around flowering, Flowers in flushes throughout the year",Green,More than 12 meters,,Climbing or growing on support,,"Indigenous (native to India), Can grow on trellis or chain link fencing, Attracts butterflies","These are heavy climbers., Nation India & Malaysia., If they get the right water and soil they will grow quite massive., Leaves opposite, entire or slightly toothed., Leaves 10 - 14 cm long, 5 cm wide rough to touch., Flowers in long, axillary or terminal raceme., Corolla tube cylindrical, swelling above, funnel shaped with 5 lobed spreading lobes.","Suitable for growing over walls & strong terellis., Plants will grow well in most soils - though they prefer slightly acidic soils., Good drainage is required., Take care not to plant these next to large trees as they will grow on them an smother them., Regular clean-up is required.","['Scraped_Images/1465_Thunbergia laurifolia/Thunbergia laurifolia_4.jpg', 'Scraped_Images/1465_Thunbergia laurifolia/Thunbergia laurifolia_3.jpg', 'Scraped_Images/1465_Thunbergia laurifolia/Thunbergia laurifolia_1.jpg', 'Scraped_Images/1465_Thunbergia laurifolia/Thunbergia laurifolia_0.jpg', 'Scraped_Images/1465_Thunbergia laurifolia/Thunbergia laurifolia_2.jpg']"
1466,Antirrhinum majus dwarf,"Snap Dragon Dwarf, Dragon -jaws",Marathi - Snap Dragon,"Flowering Pot Plants, Groundcovers",Scrophulariaceae,Sun growing,Normal,Flowers,Year-around flowering,Green,Less than 50 cms,Less than 50 cms,Spreading,,"Fragrant flowers or leaves, Good for Cut flowers, Attracts birds, Attracts butterflies, Attracts bees, Suitable for road median planting, Grows best in cooler regions","Normally summer flowering in cooler areas., Erect herb with leafy terminal spikes of very showy, curious sac shaped, bilabiate flowers of many colour and shades, velvety red to pink, yellow or white, the yellow mouth is closed but is forced open by bees., Not as popular as it should be. They are long lasting.","Grow best in full sunlight., Plants should be planted 15 to 20 cms apart for getting a full effect., Many series with variable heights are available. colors can be planted as mix or seperate colors., Plant well in good drained soil or in pots. If they are to be planted in pots - large size pots should be chosen., The soil should be well drained and rich with lots of organic matter in it., Planting can be done througout the year - very hot and dry summer months should be avoided.","['Scraped_Images/1466_Antirrhinum majus dwarf/Antirrhinum majus dwarf_0.jpg', 'Scraped_Images/1466_Antirrhinum majus dwarf/Antirrhinum majus dwarf_3.jpg', 'Scraped_Images/1466_Antirrhinum majus dwarf/Antirrhinum majus dwarf_4.jpg', 'Scraped_Images/1466_Antirrhinum majus dwarf/Antirrhinum majus dwarf_2.jpg', 'Scraped_Images/1466_Antirrhinum majus dwarf/Antirrhinum majus dwarf_1.jpg']"
1467,Melampodium paludosum,"Million Gold, Butter Daisy",,"Flowering Pot Plants, Groundcovers",,"Sun growing, Semi shade",Normal,Flowers,"June, July, August, September, October, November",Green,50 cms to 100 cms,50 cms to 100 cms,"Spherical or rounded, Upright or Erect",,"Good for Edges ie very small hedge or border, Attracts birds, Attracts butterflies","Plant height 12 - 18 inch.(30 - 45 cm)., Dwarf compact, short lived plants star shaped golden yellow flowers., Pretty as a pot plant.","Grows well in full sun to partial shade., Requires well drained soil., Plants are quite drought and heat tolerant., Regular application of fertilize will keep those pretty flowers coming.","['Scraped_Images/1467_Melampodium paludosum/Melampodium paludosum_1.jpg', 'Scraped_Images/1467_Melampodium paludosum/Melampodium paludosum_0.jpg', 'Scraped_Images/1467_Melampodium paludosum/Melampodium paludosum_4.jpg', 'Scraped_Images/1467_Melampodium paludosum/Melampodium paludosum_3.jpg', 'Scraped_Images/1467_Melampodium paludosum/Melampodium paludosum_2.jpg']"
1468,"Ananas comosus, Ananas ananas, Bromelia ananas, Bromelia comosa","Pine Apple, Ananas, Pineapple","Hindi - Anannas, Manipuri - Keehom, Marathi - Ananus, Tamil - Anasippazham, Malayalam - Kaitachchakka, Ananas, Telugu - Annasapandu, Kannada - Anasahannu, Ananasu Hannu, Bengali - Anannas, Konkani - Ananas, Urdu - Ananas, Sanskrit -bahunetraphalam","Bromeliads, Fruit Plants, Shrubs",Bromeliaceae or Ananas family,"Sun growing, Semi shade","Normal, Can tolerate less, Can tolerate more",Fruit or Seed,"Year-around flowering, Flowers are inconspicuous",Green,1 to 2 meters,1 to 2 meters,Spherical or rounded,,"Animals will not eat, Thorny or Spiny, Suitable for road median planting, Good on seaside, Grows best in humid and warm regions",A fruit popular the world over. Its easy to grow and hardy too. Plants take around a year to grow and fruit. They should be planted in full sunlight. Can be used as a protective barrier.,Ananas is a easy plant to grow. It does best with good rich soil and regular irrigation. Can be planted in rows 1.5 meters apart with plant to plant spacing of 60 cms. Is hardy and non demanding. Varieties with lesser thorns and very sweet pulp are now available by tissue culture propagation menthods. Very useful for large gardens and farm houses. Plants in large pots too look good and are welcome utility.,[]
1469,Euphorbia greenwayii,Euphorbia Greenwayii,,Cacti & Succulents,Euphorbiaceae or Poinsettia family,"Sun growing, Semi shade","Can tolerate less, Requires less",Foliage,Flowers are inconspicuous,Blue Grey or Silver,1 to 2 meters,50 cms to 100 cms,Upright or Erect,,"Animals will not eat, Thorny or Spiny","Nation - Tanzania, Stem thick, erect, 3-angled bluish green, Thorny plants, Spines on the tubercles, reddish brown, Cyathia in groups of 2-3,pendant from above the tuberlles, along the upper part of the stem greyish pink","Full sun as well as semi shade, It is grow under varied climate and soil, Suitable for outdoor, P.H.-may vary from 6.0-8.5, Wide ranges of soil differing in structure and texture as well as in fertility","['Scraped_Images/1469_Euphorbia greenwayii/Euphorbia greenwayii_4.jpg', 'Scraped_Images/1469_Euphorbia greenwayii/Euphorbia greenwayii_3.jpg', 'Scraped_Images/1469_Euphorbia greenwayii/Euphorbia greenwayii_0.jpg', 'Scraped_Images/1469_Euphorbia greenwayii/Euphorbia greenwayii_1.jpg', 'Scraped_Images/1469_Euphorbia greenwayii/Euphorbia greenwayii_2.jpg']"
1470,Philodendron wendlandii,"Philodendron Wendlandii, Birdnest Philodendron",,"Indoor Plants, Groundcovers, Climbers, Creepers & Vines",Araceae or Alocasia family,"Semi shade, Shade growing, Low light tolerant",Normal,Foliage,Flowers are inconspicuous,Green,1 to 2 meters,50 cms to 100 cms,"Climbing or growing on support, Upright or Erect",,"Good for Cut foliage, NASA plant for Indoor pollution control","Plants have a rosette of thick, waxy green, long obovate leaves with thick midrib, arranged like a birds - nest., The short petioles are spongy, spathe cream white., These are philodendrons with stout small stems. They are quite slow growing., The leaves are held closely together. They do form stems - but it takes many many years., Plants are medium growth and therefore do not require trimming., Plants form nice, compact and full specimens., Philodendrons are plants from the tropical jungles., Grow equally well as ground covers or on moss sticks. With moss sticks do not use very long or tall ones - as the plants will not grow tall.","Grows well at warm temperatures and in high humidity. They like bright light but not direct sunlight. The soil HAS to be well drained. If they are being put in pots - arranging a few broken pot pieces at the bottom will aid in drainage. Adding sand in potting mix is also a good idea., When planted with ferns and other plants - the plants enjoy themselves. - Philodendrons are plants from the tropical jungles., They love warm weather, water and shade., Philodendron Hope is a hybrid that was developed for pot culture., It is robust and does not get a stem quickly., It can be planted in pots as well as the ground with good effect.","['Scraped_Images/1470_Philodendron wendlandii/Philodendron wendlandii_0.jpg', 'Scraped_Images/1470_Philodendron wendlandii/Philodendron wendlandii_3.jpg', 'Scraped_Images/1470_Philodendron wendlandii/Philodendron wendlandii_2.jpg', 'Scraped_Images/1470_Philodendron wendlandii/Philodendron wendlandii_4.jpg', 'Scraped_Images/1470_Philodendron wendlandii/Philodendron wendlandii_1.jpg']"
1471,Alocasia black velvet,Alocasia Black Velvet,,Indoor Plants,Araceae or Alocasia family,"Semi shade, Shade growing","Normal, Can tolerate more",Foliage,Flowers are inconspicuous,"Green, White, Purple",Less than 50 cms,Less than 50 cms,"Spreading, Upright or Erect",,"Rare Plant or difficult to get plant, Good for Cut foliage, Grows best in humid and warm regions",This variety has small dark colored leaves. Excellent for growing in small containers. Alocasias are natives of the moist and humid regions of Asia. Plants do not grow very big. They have short internodes and leaf petioles. Leaves are an elongated heart shape.,High relative humidity is required to keep plants looking attractive. Grow best in soil mixes with over 50 percent organic matter. Plants should be kept away from full sunlight. This variety is best grown in pots.,"['Scraped_Images/1471_Alocasia black velvet/Alocasia black velvet_4.jpg', 'Scraped_Images/1471_Alocasia black velvet/Alocasia black velvet_0.jpg', 'Scraped_Images/1471_Alocasia black velvet/Alocasia black velvet_1.jpg', 'Scraped_Images/1471_Alocasia black velvet/Alocasia black velvet_3.jpg', 'Scraped_Images/1471_Alocasia black velvet/Alocasia black velvet_2.jpg']"
1476,Magnolia humilis,Magnolia,Marathi - Barik Kavti Chaffa,Shrubs,Magnoliaceae or Magnolia family,"Sun growing, Semi shade","Normal, Can tolerate less, Can tolerate more",Flowers,"Year-around flowering, Flowers in flushes throughout the year",Green,2 to 4 meters,1 to 2 meters,Upright or Erect,,"Fragrant flowers or leaves, Auspicious or Feng Shui plant, Plant for puja or prayer flower or leaves, Good for screening, Good for Hedges and Borders, Suitable for road median planting, Good on seaside","A very fragrant and delightful flower., It smells like a ripe wood apple., Flowers are small and cream coloured., Plants form neat oval shaped bushes around 2 to 3 m high., Does well in acidic soils.","Can grow is semi shade as well as full sunlight., Grown for their beautiful flowers in temperate climate., Several species are also grown as shrub in tropical gardens.","['Scraped_Images/1476_Magnolia humilis/Magnolia humilis_4.jpg', 'Scraped_Images/1476_Magnolia humilis/Magnolia humilis_0.jpg', 'Scraped_Images/1476_Magnolia humilis/Magnolia humilis_2.jpg', 'Scraped_Images/1476_Magnolia humilis/Magnolia humilis_1.jpg', 'Scraped_Images/1476_Magnolia humilis/Magnolia humilis_3.jpg']"
1477,Zinnia x hybrida pink,Mini Zinnia Pink,,"Flowering Pot Plants, Groundcovers",Compositae or Sunflower family,Sun growing,"Normal, Can tolerate more",Flowers,"Year-around flowering, Flowers in flushes throughout the year",Green,Less than 50 cms,Less than 50 cms,Spreading,,"Plant for puja or prayer flower or leaves, Good for Edges ie very small hedge or border","These dwarf zinnia are excellent bedding plants. The seeds fall down and germinate. This keeps the beds blooming for several months., Color may fade in very harsh sunlight.","Plants grow shorter and flower more in direct sunlight., Very dry air causes the tender petals to curl up., Ensure that the planting medium is made very well. As mentioned above the seeds fall and germinate. In order to make this possible the soil has to be very good. There should be lots of organic matter in the soil. It is advisable there there is a thin mulch of coco chips or dry leaves on the soil., Plant the plants at 20 x 20 cms spacing., Regular liquid fertilizer will help keep the color going strong.","['Scraped_Images/1477_Zinnia x hybrida pink/Zinnia x hybrida pink_2.jpg', 'Scraped_Images/1477_Zinnia x hybrida pink/Zinnia x hybrida pink_4.jpg', 'Scraped_Images/1477_Zinnia x hybrida pink/Zinnia x hybrida pink_3.jpg', 'Scraped_Images/1477_Zinnia x hybrida pink/Zinnia x hybrida pink_0.jpg', 'Scraped_Images/1477_Zinnia x hybrida pink/Zinnia x hybrida pink_1.jpg']"
1478,Hypoestes sanguinolenta white,Polka Dot White,Marathi - Polka Dot Pandhra,"Groundcovers, Indoor Plants",Acanthaceae or Crossandra or Thunbergia family,"Semi shade, Shade growing",Normal,Foliage,Flowers are inconspicuous,"Variegated, Green, White",Less than 50 cms,Less than 50 cms,Spreading,,Good for Edges ie very small hedge or border,"The foliage is very colourful and attractive., The new varieties of this once commonly grown plants., The definite improvement over is ancestors is in the colors (which are very bright) and growing habit (which is dwarf).","Grow plants in bright light. Their color will fade in shade., The plants flowers in winter. Flowers are small and in long upright inflorosences. They can be cut off as they reduce the leaf size., Should be trimmed low to get new good colourful growth.","['Scraped_Images/1478_Hypoestes sanguinolenta white/Hypoestes sanguinolenta white_2.jpg', 'Scraped_Images/1478_Hypoestes sanguinolenta white/Hypoestes sanguinolenta white_1.jpg', 'Scraped_Images/1478_Hypoestes sanguinolenta white/Hypoestes sanguinolenta white_4.jpg', 'Scraped_Images/1478_Hypoestes sanguinolenta white/Hypoestes sanguinolenta white_3.jpg', 'Scraped_Images/1478_Hypoestes sanguinolenta white/Hypoestes sanguinolenta white_0.jpg']"
1479,Hypoestes sanguinolenta pink,Polka Dot Pink,Marathi - Polka Dot Gulabi,"Groundcovers, Indoor Plants",Acanthaceae or Crossandra or Thunbergia family,"Semi shade, Shade growing",Normal,Foliage,Flowers are inconspicuous,"Variegated, Pink, Green",Less than 50 cms,Less than 50 cms,Spreading,,Good for Edges ie very small hedge or border,"The foliage is very colourful and attractive., The new varieties of this once commonly grown plants., The definite improvement over is ancestors is in the colors (which are very bright) and growing habit (which is dwarf).","Grow plants in bright light. Their color will fade in shade., The plants flowers in winter. Flowers are small and in long upright inflorosences. They can be cut off as they reduce the leaf size., Should be trimmed low to get new good colourful growth.","['Scraped_Images/1479_Hypoestes sanguinolenta pink/Hypoestes sanguinolenta pink_1.jpg', 'Scraped_Images/1479_Hypoestes sanguinolenta pink/Hypoestes sanguinolenta pink_2.jpg', 'Scraped_Images/1479_Hypoestes sanguinolenta pink/Hypoestes sanguinolenta pink_3.jpg', 'Scraped_Images/1479_Hypoestes sanguinolenta pink/Hypoestes sanguinolenta pink_4.jpg', 'Scraped_Images/1479_Hypoestes sanguinolenta pink/Hypoestes sanguinolenta pink_0.jpg']"
1481,Mammillaria elongata,"Mammillaria Elongata, Golden Star, Lace  Cactus, Lady Finger",,Cacti & Succulents,Cactaceae,"Sun growing, Semi shade",Normal,Flowers,"March, April, May, June, July, August","Green, Brown",Less than 50 cms,Less than 50 cms,Columnar,,"Animals will not eat, Thorny or Spiny","Creamy yellow flower-1/2 inch wide, Flower in spring and summer, Cactus covered yellow spines, Spines are arranged in a star pattern","Full sun-min 4 hours sunlight,light shade, Sand in potting mix, Bone meal good, Sandy soil, Fertilizer 15-30-15 N P K/ha.","['Scraped_Images/1481_Mammillaria elongata/Mammillaria elongata_3.jpg', 'Scraped_Images/1481_Mammillaria elongata/Mammillaria elongata_2.jpg', 'Scraped_Images/1481_Mammillaria elongata/Mammillaria elongata_4.jpg', 'Scraped_Images/1481_Mammillaria elongata/Mammillaria elongata_1.jpg', 'Scraped_Images/1481_Mammillaria elongata/Mammillaria elongata_0.jpg']"
1482,Notocactus leninghausii,"Notocactus, Golden Pipe Cactus",,Cacti & Succulents,Cactaceae,"Sun growing, Semi shade",Requires less,Flowers,"February, March","Yellow, Green",1 to 2 meters,Less than 50 cms,Columnar,,"Animals will not eat, Thorny or Spiny","The golden yellow color of this cactus makes it stand out in any collection., Nation-Southren Brazil, Elongated, cylindrical shape, Covered with thin and fine golden yellow spines","Full sun to min 4 hours of sunlight, Sand in potting mix, Bone meal good, Growing season-spring,summer, Fertilizer 15-30-15, Grow best-drained sandy loam","['Scraped_Images/1482_Notocactus leninghausii/Notocactus leninghausii_4.jpg', 'Scraped_Images/1482_Notocactus leninghausii/Notocactus leninghausii_3.jpg', 'Scraped_Images/1482_Notocactus leninghausii/Notocactus leninghausii_2.jpg', 'Scraped_Images/1482_Notocactus leninghausii/Notocactus leninghausii_1.jpg', 'Scraped_Images/1482_Notocactus leninghausii/Notocactus leninghausii_0.jpg']"
1483,Annona reticulata,"Bullock Heart, Corazon, Ramphal, Gritty Custard Apple","Hindi - Ramphal, Manipuri - Sitaphal, Marathi - Ramphal, Tamil - Ramachita, Malayalam - Manilanilam, Kannada - Ramphal, Bengali - Nona, Oriya - Ramopholo, Konkani - Anon, Gujarati - Ramphal, Sanskrit - Lavani, Krishnabija","Fruit Plants, Trees",Annonaceae or Custard apple family,Sun growing,"Normal, Can tolerate less, Can tolerate more",Fruit or Seed,"January, February, March, December, Flowers are inconspicuous",Green,6 to 8 meters,6 to 8 meters,Spherical or rounded,Very long lived,"Good for screening, Attracts birds, Attracts bees, Quick growing trees, Evergreen trees, Suitable for avenue planting, Salt or salinity tolerant, Good on seaside, Must have for Farm house or big gardens",A must have tree for farm houses and large gardens. Gives lots of delicious fruit. Medium sized tree that grows to around 5 meters having a spread of around the same. A well rounded evergreen tree.,Plants will grow well in most soils. But good fertile soils with good drainage will yield lots of fruit. Plants should be planted in a nice sunny spot. It is a non fussy and easy to grow plant. Yields start from the 3rd to 4th year onwards. Fruit should be picked when mature. Too early - will result in poor taste and too late - you will not get any - as the birds will get it! Fruit can be wrapped in paper and kept for ripening in grain. 2 to 4 days later when the fruit is soft it can be kept in the fridge and eaten cool!,"['Scraped_Images/1483_Annona reticulata/Annona reticulata_3.jpg', 'Scraped_Images/1483_Annona reticulata/Annona reticulata_1.jpg', 'Scraped_Images/1483_Annona reticulata/Annona reticulata_0.jpg', 'Scraped_Images/1483_Annona reticulata/Annona reticulata_2.jpg', 'Scraped_Images/1483_Annona reticulata/Annona reticulata_4.jpg']"
1484,"Artocarpus altilis, A. communis, A. incisus","Bread Fruit, Milk Juice Tree","Marathi - Vilaiti Phanas, Bengali - Dephal, Kannada - Deevigujje, Malayalam - Seema Chakka, Tamil - Seemepalakkai, Telugu - Seema Panasa","Fruit Plants, Trees, Vegetable, Medicinal Plants",Moraceae or Fig family,"Sun growing, Semi shade, Shade growing","Normal, Can tolerate less, Can tolerate more",Fruit or Seed,"January, February, March, November, December, Flowers are inconspicuous",Green,More than 12 meters,8 to 12 meters,"Irregular, Upright or Erect",,"Indigenous (native to India), Good for screening, Attracts birds, Recommended for creating shade, Quick growing trees, Evergreen trees, Suitable for road median planting, Suitable for avenue planting, Salt or salinity tolerant, Good on seaside, Grows best in humid and warm regions, Must have for Farm house or big gardens",This is a staple diet for many people in the South Pacific. Very ornamental tree. Its foliage is amongst the most striking of all tropical trees. Fruits can be cooked and eaten when raw (the same as potatoes). Is very tropical and does not like the cold very much.,"Climate - Grows well in a hot humid climate. The annual rainfall of 1,500 to 2500 mm and temperature of 21 to 32.2 deg C are ideal. Young plants grow better under shade but later require full exposure to sunlight., Soil - Well drained fertile soil is best, it should contain good organic matter., Planting - In light to medium soil the planting pits of 60 cm width x 60 cm length deep should be taken. Organic manure 25 kg / tree can be applied., Watering - Watering should be given during summer which helps to check fruit drop.","['Scraped_Images/1484_Artocarpus altilis, A. communis, A. incisus/Artocarpus altilis, A. communis, A. incisus_2.jpg', 'Scraped_Images/1484_Artocarpus altilis, A. communis, A. incisus/Artocarpus altilis, A. communis, A. incisus_1.jpg', 'Scraped_Images/1484_Artocarpus altilis, A. communis, A. incisus/Artocarpus altilis, A. communis, A. incisus_3.jpg', 'Scraped_Images/1484_Artocarpus altilis, A. communis, A. incisus/Artocarpus altilis, A. communis, A. incisus_0.jpg', 'Scraped_Images/1484_Artocarpus altilis, A. communis, A. incisus/Artocarpus altilis, A. communis, A. incisus_4.jpg']"
1485,Eranthemum purpureum,Kodia Purple Leaves,Marathi - Kodia Jambhala,"Shrubs, Groundcovers",Acanthaceae or Crossandra or Thunbergia family,"Sun growing, Semi shade",Normal,Foliage,Flowers are inconspicuous,"Purple, Green, Red",1 to 2 meters,1 to 2 meters,Spherical or rounded,,"Good for Hedges and Borders, Good for Edges ie very small hedge or border, Suitable for road median planting, Good on seaside","A very striking deep purple colour. Plants make a fantastic contrast with other light green or yellow coloured foliage. They are excellent for use in full sunlight. Plants do not like low humidity and cold weather., These are hardy plants with colorful leaves., They are grown for their leaves. These are simple and variegated., PLants grow to around 1 to 1.5 meter. They are bushy and rounded., They require very little care - and this is what makes them popular.","They like plenty of humus & water during summer., Weel drained soil & partial shade., They bloom during the rains., Plants will do well just about anywhere., Maximum color will develop in full sunlight. It fades as light decreases., Require less pruning than other hedge plants.",[]
1486,"Meyenia erecta purpurea, Thungerbia erecta purpurea",Meyenia Erecta Purple,"Marathi - Mynea, Mynia Jambhala","Shrubs, Groundcovers",Acanthaceae or Crossandra or Thunbergia family,"Sun growing, Semi shade",Can tolerate less,Flowers,"Year-around flowering, Flowers in flushes throughout the year",Green,1 to 2 meters,1 to 2 meters,"Spreading, Upright or Erect",,"Plant for puja or prayer flower or leaves, Good for screening, Good for Hedges and Borders, Attracts bees, Suitable for road median planting, Hanging or weeping growth habit","Think hedges and meyenia comes to mind first. They make the most reliable hedges., This variety has purple flowers., Plants are quick growing. As they do equally well in sun as well as semi shade - hedges in uneven light conditions look even., Can be used as spot shrubs, to plant in groups and cover large ground areas., This is a plant on whose performance you can count on., The only disadvantage we can think of - is that the flowers are somewhat hidden inside the foliage.","These are hardy tropical plants., Plants are like lantanas - they will grow in any soil - as long as it is well drained., Regular fertilizers will keep the foilage green and glowing.","['Scraped_Images/1486_Meyenia erecta purpurea, Thungerbia erecta purpurea/Meyenia erecta purpurea, Thungerbia erecta purpurea_1.jpg', 'Scraped_Images/1486_Meyenia erecta purpurea, Thungerbia erecta purpurea/Meyenia erecta purpurea, Thungerbia erecta purpurea_0.jpg', 'Scraped_Images/1486_Meyenia erecta purpurea, Thungerbia erecta purpurea/Meyenia erecta purpurea, Thungerbia erecta purpurea_2.jpg', 'Scraped_Images/1486_Meyenia erecta purpurea, Thungerbia erecta purpurea/Meyenia erecta purpurea, Thungerbia erecta purpurea_3.jpg']"
1487,Mammillaria celsiana,Pincushion Cactus,,Cacti & Succulents,Cactaceae,"Shade growing, Low light tolerant","Can tolerate less, Requires less",Flowers,"February, March, April, May","Green, White",Less than 50 cms,Less than 50 cms,"Columnar, Spherical or rounded",,"Animals will not eat, Thorny or Spiny","A fine growing cactus., Tubular flowers arise in circular fashion at the top., Bright red fruits are stay on the plants for a long time and look quite attractive., Pink flower-0.4 inch, Plant body-round and globular","Light shade, Sand in potting mix, Bone meal good, Good drainage soil, Fertilizer 15-30-15","['Scraped_Images/1487_Mammillaria celsiana/Mammillaria celsiana_0.jpg', 'Scraped_Images/1487_Mammillaria celsiana/Mammillaria celsiana_4.jpg', 'Scraped_Images/1487_Mammillaria celsiana/Mammillaria celsiana_3.jpg', 'Scraped_Images/1487_Mammillaria celsiana/Mammillaria celsiana_2.jpg', 'Scraped_Images/1487_Mammillaria celsiana/Mammillaria celsiana_1.jpg']"
