Plant_Id,Scientific_name,Plant_Name_Mapped,Plant_Use,Kingdom,Family,Group,Common_Name,Synonymous_names,System_of_medicine
8280,Monochoria vaginalis,Monochoria vaginalis,"[['stem', 'Pain'], ['stem', 'Liver diseases'], ['stem', 'Hemorrhage'], ['stem', 'Furunculosis'], ['stem', 'Asthma'], ['stem', 'Cough'], ['root', 'Toothache'], ['stem', 'Scurvy'], ['root', 'Liver diseases'], ['stem', 'Diuretics'], ['stem', 'Stomach diseases'], ['whole plant', 'Liver diseases'], ['stem', 'Toothache'], ['stem', 'Urination disorders'], ['tuber', 'Snake bites'], ['whole plant', 'Analgesics'], ['whole plant', 'Asthma'], ['whole plant', 'Dyspepsia'], ['whole plant', 'Parasympatholytics'], ['None', 'Contraceptive agents'], ['None', 'Diabetes mellitus'], ['None', 'Digestive system diseases'], ['root', 'Dyspepsia'], ['stem', 'Thirst'], ['root', 'Asthma'], ['leaf', 'Cough'], ['rhizome', 'Pain'], ['bark', 'Asthma'], ['leaf', 'Analgesics'], ['leaf', 'Antipyretics'], ['leaf', 'Antitussive agents'], ['leaf', 'Asthma'], ['leaf', 'Common cold'], ['leaf', 'Dentifrices'], ['leaf', 'Diuretics'], ['leaf', 'Furunculosis'], ['leaf', 'Hemorrhage'], ['leaf', 'Menorrhagia'], ['leaf', 'Liver diseases'], ['leaf', 'Scurvy'], ['leaf', 'Stomach diseases'], ['leaf', 'Thirst'], ['leaf', 'Toothache'], ['leaf', 'Urination disorders'], ['rhizome', 'Asthma'], ['rhizome', 'Bites and stings'], ['rhizome', 'Fatigue'], ['rhizome', 'Hemorrhage'], ['rhizome', 'Liver diseases'], ['leaf', 'Pain'], ['root', 'Analgesics']]",Plantae,Pontederiaceae,Angiosperms,Oval Leaf Pondweed,"Monochoria vaginalis, Pontederia vaginalis","Ayurveda, Siddha"
8282,Monotropa hypopitys,Monotropa hypopitys,"[['whole plant', 'Fatigue'], ['whole plant', 'Urination disorders'], ['whole plant', 'Tracheitis'], ['whole plant', 'Cough'], ['root', 'Tracheitis'], ['root', 'Fatigue'], ['root', 'Cough'], ['root', 'Urination disorders']]",Plantae,Ericaceae,Angiosperms,,"Monotropa hypopithys, Hypopitys lanuginosa, Monotropa hypopitys",
8283,Monotropa uniflora,Monotropa uniflora,"[['root', 'Hypnotics and sedatives'], ['root', 'Nervous system diseases'], ['root', 'Parasympatholytics']]",Plantae,Ericaceae,Angiosperms,Indian Pipe,Monotropa uniflora,
8287,Monstera deliciosa,Monstera deliciosa,"[['None', 'Diabetes mellitus'], ['plant exudate', 'Urinary bladder calculi']]",Plantae,Araceae,Angiosperms,Split Leaf Philodendron,"Monstera deliciosa, Philodendron anatomicum",
8295,Morina longifolia,Morina longifolia,"[['root', 'Snake bites'], ['None', 'Furunculosis'], ['None', 'Digestive system diseases'], ['None', 'Biliary tract diseases'], ['root', 'Wounds and injuries'], ['root', 'Wound healing'], ['None', 'Wound healing'], ['root', 'Hematuria'], ['root', 'Anthelmintics'], ['root', 'Diarrhea'], ['root', 'Abscess'], ['leaf', 'Snake bites'], ['leaf', 'Scorpion stings'], ['leaf', 'Antipyretics'], ['aerial part', 'Anti-inflammatory agents'], ['root', 'Furunculosis']]",Plantae,Caprifoliaceae,Angiosperms,Himalayan Whorlflower,"Morina longifolia, Mornia longifolia",
8300,Morinda angustifolia,Morinda angustifolia,"[['root', 'Diarrhea'], ['whole plant', 'Diuretics'], ['root', 'Jaundice'], ['None', 'Parasympatholytics'], ['root', 'Antitussive agents'], ['leaf', 'Analgesics'], ['leaf', 'Wound healing'], ['leaf', 'Dizziness'], ['fruit', 'Stomach diseases'], ['bark', 'Analgesics'], ['root', 'Antipyretics']]",Plantae,Rubiaceae,Angiosperms,Narrow-Leaf Morinda,Morinda angustifolia,
8301,Morinda citrifolia,Morinda citrifolia,"[['leaf', 'Menstruation-inducing agents'], ['leaf', 'Parasympatholytics'], ['leaf', 'Periodontal diseases'], ['leaf', 'Pharyngitis'], ['leaf', 'General tonic for rejuvenation'], ['leaf', 'Sprains and strains'], ['leaf', 'Jaundice'], ['leaf', 'Thrombosis'], ['leaf', 'Ulcer'], ['leaf', 'Wound healing'], ['leaf', 'Wounds and injuries'], ['leaf', 'Smallpox'], ['leaf', 'Insecticides'], ['leaf', 'Hematologic diseases'], ['leaf', 'Hemorrhage'], ['leaf', 'Deobstruent'], ['leaf', 'Gout'], ['leaf', 'Fractures, bone'], ['leaf', 'Fever'], ['leaf', 'Dysentery'], ['leaf', 'Digestive system diseases'], ['leaf', 'Cough'], ['leaf', 'Common cold'], ['leaf', 'Cathartics'], ['leaf', 'Arthralgia'], ['leaf', 'Antiviral agents'], ['leaf', 'Antipyretics'], ['leaf', 'Hyperlipidemias'], ['root', 'Anti-bacterial agents'], ['root', 'Anti-inflammatory agents'], ['leaf', 'Antioxidants'], ['None', 'Pharyngitis'], ['None', 'Periodontal diseases'], ['None', 'Pain'], ['None', 'Leukorrhea'], ['None', 'Dysentery'], ['None', 'Antioxidants'], ['None', 'Anti-inflammatory agents'], ['None', 'Antifungal agents'], ['None', 'Anti-bacterial agents'], ['whole plant', 'Anti-infective agents'], ['stem', 'Anti-bacterial agents'], ['seed', 'Wounds and injuries'], ['root', 'Urination disorders'], ['root', 'Antifungal agents'], ['root', 'Ulcer'], ['root', 'Parasympatholytics'], ['root', 'Pain'], ['root', 'Hypnotics and sedatives'], ['root', 'HIV infections'], ['root', 'Gout'], ['root', 'Fractures, bone'], ['root', 'Diarrhea'], ['root', 'Cathartics'], ['root', 'Blood pressure regulation'], ['root', 'Astringents'], ['root', 'Aphrodisiacs'], ['root', 'Antipyretics'], ['root', 'Antineoplastic agents'], ['root', 'Skin diseases'], ['leaf', 'Anti-inflammatory agents'], ['leaf', 'Diarrhea, infantile'], ['leaf', 'Anti-bacterial agents'], ['fruit', 'Antiviral agents'], ['fruit', 'Antitussive agents'], ['fruit', 'Antipyretics'], ['fruit', 'Antioxidants'], ['fruit', 'Antineoplastic agents'], ['fruit', 'Antifungal agents'], ['fruit', 'Anticonvulsants'], ['fruit', 'Anti-bacterial agents'], ['leaf', 'Antifungal agents'], ['flower', 'Wounds and injuries'], ['flower', 'Jaundice'], ['flower', 'Hematologic diseases'], ['flower', 'Gout'], ['fruit', 'Anxiety disorders'], ['flower', 'Eye diseases'], ['bark', 'Wound healing'], ['bark', 'Urologic diseases'], ['bark', 'Smallpox'], ['bark', 'Skin diseases'], ['bark', 'Jaundice'], ['bark', 'Hematologic diseases'], ['bark', 'Gout'], ['bark', 'Furunculosis'], ['bark', 'Diarrhea'], ['bark', 'Cholera'], ['bark', 'Asthma'], ['bark', 'Antipyretics'], ['bark', 'Anti-bacterial agents'], ['bark', 'Wounds and injuries'], ['fruit', 'Asthma'], ['fruit', 'Analgesics'], ['fruit', 'Cataract'], ['leaf', 'Anthelmintics'], ['leaf', 'Analgesics'], ['fruit', 'Deobstruent'], ['fruit', 'Carbuncle'], ['fruit', 'Wound healing'], ['fruit', 'Ulcer'], ['fruit', 'Stomach ulcer'], ['fruit', 'General tonic for rejuvenation'], ['fruit', 'Anti-poisoning'], ['fruit', 'Pharyngitis'], ['fruit', 'Periodontal diseases'], ['fruit', 'Neurotic disorders'], ['fruit', 'Menstruation-inducing agents'], ['fruit', 'Memory disorders'], ['fruit', 'Uricosuric agents'], ['fruit', 'Leukorrhea'], ['fruit', 'Liver diseases'], ['fruit', 'Common cold'], ['fruit', 'Dental caries'], ['fruit', 'Diabetes mellitus'], ['fruit', 'Dysentery'], ['fruit', 'Fractures, bone'], ['fruit', 'Constipation'], ['fruit', 'Hematologic diseases'], ['fruit', 'Hyperlipidemias'], ['fruit', 'Hypnotics and sedatives'], ['fruit', 'Immunomodulation'], ['fruit', 'Laxatives'], ['fruit', 'Furunculosis']]",Plantae,Rubiaceae,Angiosperms,Great Morinda,"Morinda tomentosa, Morinda citrifolia, Morinda bracteata","Ayurveda, Siddha"
8302,Morinda pubescens,Morinda pubescens,"[['leaf', 'Stomach diseases'], ['leaf', 'Flatulence'], ['leaf', 'Gingivitis, necrotizing ulcerative'], ['leaf', 'Gout'], ['leaf', 'Hernia'], ['leaf', 'Inflammation'], ['leaf', 'Malaria'], ['leaf', 'Orchitis'], ['leaf', 'Snake bites'], ['leaf', 'Wound healing'], ['root', 'Hemorrhage'], ['root', 'Anti-inflammatory agents'], ['root', 'Asthenia'], ['root', 'Diarrhea'], ['root', 'Dysentery'], ['root', 'Furunculosis'], ['root', 'Hemostatics'], ['root', 'Infection'], ['seed', 'Antirheumatic agents'], ['leaf', 'Fever'], ['leaf', 'Wounds and injuries'], ['leaf', 'Dyspepsia'], ['fruit', 'Anti-bacterial agents'], ['leaf', 'Antirheumatic agents'], ['aerial part', 'Amnesia'], ['bark', 'Anti-bacterial agents'], ['bark', 'Antirheumatic agents'], ['bark', 'Leukorrhea'], ['bark', 'Malaria'], ['bark', 'Typhoid fever'], ['fruit', 'Amnesia'], ['leaf', 'Diarrhea'], ['fruit', 'Antifungal agents'], ['fruit', 'Antioxidants'], ['bark', 'Jaundice'], ['fruit', 'Diarrhea'], ['fruit', 'Liver diseases'], ['fruit', 'Increase physical endurance, strength and stamina'], ['fruit', 'Urination disorders'], ['fruit', 'Wounds and injuries'], ['leaf', 'Analgesics'], ['leaf', 'Antineoplastic agents'], ['leaf', 'Antioxidants'], ['leaf', 'Antipyretics'], ['fruit', 'Diabetes mellitus']]",Plantae,Rubiaceae,Angiosperms,,"Morinda pubescens, Morinda pubesence","Ayurveda, Siddha"
8304,Morinda reticulata,Morinda reticulata,"[['None', 'Postnatal care'], ['None', 'Analgesics'], ['leaf', 'Leukorrhea'], ['aerial part', 'Hematologic diseases'], ['leaf', 'Analgesics']]",Plantae,Rubiaceae,Angiosperms,,Morinda reticulata,
8305,Morinda tinctoria,Morinda coreia,"[['leaf', 'Insecticides'], ['None', 'Central nervous system diseases'], ['stem', 'Antifungal agents'], ['stem', 'Anti-bacterial agents'], ['root', 'Jaundice'], ['root', 'Insecticides'], ['root', 'Astringents'], ['root', 'Antioxidants'], ['root', 'Anti-bacterial agents'], ['leaf', 'Ulcer'], ['leaf', 'Flatulence'], ['leaf', 'Gingivitis'], ['leaf', 'Diarrhea'], ['leaf', 'Digestive system diseases'], ['fruit', 'Antifungal agents'], ['fruit', 'Hypoglycemic agents'], ['leaf', 'Analgesics'], ['leaf', 'Anticonvulsants'], ['leaf', 'Anti-bacterial agents'], ['leaf', 'Anti-inflammatory agents'], ['leaf', 'Antioxidants'], ['leaf', 'Antitussive agents'], ['leaf', 'Common cold'], ['leaf', 'Antifungal agents']]",Plantae,Rubiaceae,Angiosperms,Indian Mulberry,"Morinda tinctoria, Morinda coreia","Ayurveda, Siddha"
8306,Morinda tomentosa,Morinda citrifolia,"[['leaf', 'Periodontal diseases'], ['leaf', 'Menstruation-inducing agents'], ['leaf', 'Parasympatholytics'], ['leaf', 'Jaundice'], ['leaf', 'Pharyngitis'], ['leaf', 'Wound healing'], ['leaf', 'Smallpox'], ['leaf', 'Sprains and strains'], ['leaf', 'Thrombosis'], ['leaf', 'Ulcer'], ['leaf', 'Insecticides'], ['leaf', 'Wounds and injuries'], ['leaf', 'General tonic for rejuvenation'], ['leaf', 'Hyperlipidemias'], ['leaf', 'Dysentery'], ['leaf', 'Hematologic diseases'], ['leaf', 'Gout'], ['leaf', 'Fractures, bone'], ['leaf', 'Fever'], ['leaf', 'Digestive system diseases'], ['leaf', 'Diarrhea, infantile'], ['leaf', 'Cough'], ['leaf', 'Common cold'], ['leaf', 'Cathartics'], ['leaf', 'Arthralgia'], ['leaf', 'Antiviral agents'], ['leaf', 'Antipyretics'], ['leaf', 'Deobstruent'], ['leaf', 'Hemorrhage'], ['root', 'Anti-bacterial agents'], ['None', 'Antioxidants'], ['root', 'Anti-inflammatory agents'], ['None', 'Pharyngitis'], ['None', 'Periodontal diseases'], ['None', 'Pain'], ['None', 'Leukorrhea'], ['None', 'Dysentery'], ['leaf', 'Antioxidants'], ['None', 'Anti-inflammatory agents'], ['None', 'Antifungal agents'], ['None', 'Anti-bacterial agents'], ['whole plant', 'Anti-infective agents'], ['stem', 'Anti-bacterial agents'], ['seed', 'Wounds and injuries'], ['root', 'Urination disorders'], ['root', 'Antifungal agents'], ['root', 'Ulcer'], ['root', 'Parasympatholytics'], ['root', 'Pain'], ['root', 'Hypnotics and sedatives'], ['root', 'HIV infections'], ['root', 'Gout'], ['root', 'Fractures, bone'], ['root', 'Diarrhea'], ['root', 'Cathartics'], ['root', 'Blood pressure regulation'], ['root', 'Astringents'], ['root', 'Aphrodisiacs'], ['root', 'Antipyretics'], ['root', 'Antineoplastic agents'], ['root', 'Skin diseases'], ['leaf', 'Anti-inflammatory agents'], ['leaf', 'Antifungal agents'], ['leaf', 'Anti-bacterial agents'], ['fruit', 'Antiviral agents'], ['fruit', 'Antitussive agents'], ['fruit', 'Antipyretics'], ['fruit', 'Antioxidants'], ['fruit', 'Antineoplastic agents'], ['fruit', 'Antifungal agents'], ['fruit', 'Anticonvulsants'], ['fruit', 'Anti-bacterial agents'], ['fruit', 'Analgesics'], ['flower', 'Wounds and injuries'], ['flower', 'Jaundice'], ['flower', 'Hematologic diseases'], ['flower', 'Gout'], ['flower', 'Eye diseases'], ['bark', 'Wounds and injuries'], ['bark', 'Wound healing'], ['bark', 'Urologic diseases'], ['bark', 'Smallpox'], ['bark', 'Skin diseases'], ['bark', 'Jaundice'], ['bark', 'Hematologic diseases'], ['bark', 'Gout'], ['bark', 'Diarrhea'], ['bark', 'Cholera'], ['bark', 'Asthma'], ['bark', 'Antipyretics'], ['bark', 'Anti-bacterial agents'], ['fruit', 'Anxiety disorders'], ['fruit', 'Asthma'], ['bark', 'Furunculosis'], ['fruit', 'Cataract'], ['fruit', 'Carbuncle'], ['leaf', 'Anthelmintics'], ['leaf', 'Analgesics'], ['fruit', 'Uricosuric agents'], ['fruit', 'Wound healing'], ['fruit', 'Ulcer'], ['fruit', 'Stomach ulcer'], ['fruit', 'General tonic for rejuvenation'], ['fruit', 'Anti-poisoning'], ['fruit', 'Pharyngitis'], ['fruit', 'Periodontal diseases'], ['fruit', 'Neurotic disorders'], ['fruit', 'Menstruation-inducing agents'], ['fruit', 'Memory disorders'], ['fruit', 'Deobstruent'], ['fruit', 'Leukorrhea'], ['fruit', 'Liver diseases'], ['fruit', 'Constipation'], ['fruit', 'Common cold'], ['fruit', 'Diabetes mellitus'], ['fruit', 'Dysentery'], ['fruit', 'Fractures, bone'], ['fruit', 'Dental caries'], ['fruit', 'Hematologic diseases'], ['fruit', 'Hyperlipidemias'], ['fruit', 'Hypnotics and sedatives'], ['fruit', 'Immunomodulation'], ['fruit', 'Furunculosis'], ['fruit', 'Laxatives']]",Plantae,Rubiaceae,Angiosperms,Great Morinda,"Morinda tomentosa, Morinda citrifolia, Morinda bracteata","Ayurveda, Siddha"
8307,Morinda umbellata,Morinda umbellata,"[['leaf', 'Diarrhea'], ['leaf', 'Dysentery']]",Plantae,Rubiaceae,Angiosperms,,Morinda umbellata,"Ayurveda, Siddha"
8308,Moringa concanensis,Moringa concanensis,"[['root', 'Arthritis'], ['plant exudate', 'Earache'], ['plant exudate', 'Gout'], ['root', 'Abortifacient agents'], ['root', 'Appetite stimulants'], ['root', 'Antipyretics'], ['root', 'Antirheumatic agents'], ['root', 'Arthralgia'], ['root', 'Analgesics'], ['plant exudate', 'Contusions'], ['leaf', 'Parasympatholytics'], ['leaf', 'Weight loss'], ['leaf', 'Visual perception'], ['leaf', 'Thyroid diseases'], ['leaf', 'Splenomegaly'], ['leaf', 'Skin neoplasms'], ['leaf', 'Neoplasms'], ['leaf', 'Leukorrhea'], ['leaf', 'Jaundice'], ['root', 'Cardiotonic agents'], ['leaf', 'Infertility, female'], ['plant exudate', 'Analgesics'], ['root', 'Dizziness'], ['root', 'Syncope'], ['root', 'Eczema'], ['leaf', 'Gout'], ['None', 'Eczema'], ['None', 'Antirheumatic agents'], ['shoot', 'Abortifacient agents'], ['seed', 'Sunscreening agents'], ['seed', 'Sexually transmitted diseases'], ['seed', 'Pharyngitis'], ['None', 'Epilepsy'], ['seed', 'Anthelmintics'], ['root', 'Spasm'], ['root', 'Dysmenorrhea'], ['root', 'General tonic for rejuvenation'], ['root', 'Paralysis'], ['root', 'Nervous system diseases'], ['root', 'Infertility, female'], ['root', 'Hysteria'], ['root', 'Gout'], ['root', 'Flatulence'], ['root', 'Fever'], ['root', 'Fertility agents, female'], ['root', 'Facial paralysis'], ['root', 'Epilepsy'], ['root', 'Pharyngitis'], ['leaf', 'Eye diseases'], ['seed', 'Antirheumatic agents'], ['leaf', 'Digestive system diseases'], ['flower', 'General tonic for rejuvenation'], ['flower', 'Leukorrhea'], ['flower', 'Eye diseases'], ['flower', 'Aphrodisiacs'], ['flower', 'Abortifacient agents'], ['bark', 'Wound healing'], ['bark', 'Vertigo'], ['bark', 'Scorpion stings'], ['bark', 'Postnatal care'], ['bark', 'Paralysis'], ['bark', 'Migraine disorders'], ['bark', 'Inflammation'], ['bark', 'Diarrhea'], ['bark', 'Arthralgia'], ['bark', 'Antipyretics'], ['bark', 'Antifungal agents'], ['bark', 'Antiemetics'], ['bark', 'Anti-bacterial agents'], ['bark', 'Analgesics'], ['bark', 'Abortifacient agents'], ['leaf', 'Dysmenorrhea'], ['flower', 'Thyroid diseases'], ['flower', 'Visual perception'], ['bark', 'Hematologic diseases'], ['fruit', 'Anti-inflammatory agents'], ['leaf', 'Diabetes mellitus'], ['fruit', 'Analgesics'], ['leaf', 'Constipation'], ['leaf', 'Cholesterol'], ['leaf', 'Arthritis'], ['leaf', 'Arthralgia'], ['leaf', 'Antirheumatic agents'], ['leaf', 'Antipyretics'], ['leaf', 'Antihypertensive agents'], ['fruit', 'Visual perception'], ['fruit', 'Tetanus'], ['leaf', 'Aphrodisiacs'], ['fruit', 'Splenic diseases'], ['fruit', 'Paralysis'], ['fruit', 'Pain'], ['fruit', 'Neoplasms'], ['fruit', 'Liver diseases'], ['fruit', 'Fatigue'], ['fruit', 'Eye diseases'], ['fruit', 'Digestive system diseases'], ['fruit', 'Splenomegaly'], ['fruit', 'Contusions'], ['fruit', 'Antipyretics']]",Plantae,Moringaceae,Angiosperms,Konkan Moringa,Moringa concanensis,"Ayurveda, Siddha, Sowa Rigpa"
